prompt,prompt_len,target
Samastipur,4,95232.0
Gilling East,4,6484.0
"Grande-Rivière, Quebec",7,6056.0
"Camargo, Chihuahua",5,15241.0
"Goiás, Goiás",7,14231.0
Saint-Prex,5,11728.0
Masinagudi,5,6177.0
Dhamtari district,5,24181.0
Lake Te Anau,5,33190.0
The Brazen Head,5,57698.0
South Dayi District,5,8152.0
Meiji Memorial Picture Gallery,6,7259.0
Birstwith,4,5320.0
"Bilpin, New South Wales",7,13926.0
Samarate,3,7681.0
"Llanfair, Gwynedd",7,5241.0
Creaton,3,8596.0
"Banff, Alberta",5,806767.0
"Preston, East Riding of Yorkshire",7,5508.0
Saint Hilarion Castle,6,37818.0
"Sands Point, New York",7,103899.0
"Les Îles-de-la-Madeleine, Quebec",12,64872.0
Emst,3,7211.0
Bayles Lake (Illinois),7,6553.0
Hammerwood Park,4,21995.0
"Cato, Wisconsin",5,5639.0
Syunik Province,4,90135.0
Grant Houses,3,23076.0
Pembury,3,63712.0
"Camden, Arkansas",5,87158.0
Gagret,3,11002.0
Mount Darwin (California),6,12488.0
"Vita, Maharashtra",4,35563.0
Sekondi Takoradi Metropolitan Assembly,8,14140.0
"Menlo Park, Pretoria",6,11539.0
Emmaboda,3,7426.0
Hodge Hill,4,12050.0
Lokapur,3,5930.0
Malanday,4,7410.0
Mascali,3,10821.0
"Collingham, Nottinghamshire",7,13959.0
Croftfoot,4,8380.0
"Sweet Grass, Montana",5,35816.0
Pothatturpettai,7,7271.0
Linköping,4,253424.0
Karanji Lake,4,27828.0
Primorje-Gorski Kotar County,10,68123.0
Lancaster Sound,3,31399.0
"Bocas Town, Bocas del Toro",9,42488.0
Broadhembury,5,7539.0
Muchelney,4,6079.0
Halland County,4,46026.0
Weipa,3,16392.0
"Loyalton, California",6,33970.0
Mato Grosso,4,273236.0
"McCrae, Victoria",6,7329.0
Šoštanj,6,6529.0
"Harris, Outer Hebrides",6,73843.0
St. John's Chapel (New York City),12,5006.0
Bamangachhi,5,7214.0
Vonyarcvashegy,7,5121.0
Lydford,4,14810.0
Hapcheon County,4,6556.0
Wandiligong,5,6468.0
Lake Tohopekaliga,6,38000.0
"Turrella, New South Wales",7,14120.0
Gangrel Dam,4,40245.0
"Leon County, Texas",5,57955.0
Lough Ree,4,33892.0
Roccadaspide,4,5098.0
Suez Governorate,5,34420.0
Shehy Mountains,4,13097.0
"Puta, Azerbaijan",5,6793.0
"Hardin County, Kentucky",6,75348.0
San Juan Antiguo,5,6549.0
Calangute,4,74516.0
Gwadar District,5,29044.0
Borith Lake,4,11173.0
San Giuseppe Vesuviano,5,16483.0
Mazyr,3,35622.0
"Bau, Sarawak",4,18399.0
"The Pinery, Colorado",6,10901.0
"Palm Beach County, Florida",6,511691.0
Sholinghur,4,74753.0
Birnagar,3,11790.0
"St Aidan's Church, Bamburgh",10,7902.0
Enkarterri,5,7025.0
Lake Tyrrell,4,25488.0
"Thatch Cay, U.S. Virgin Islands",11,5447.0
"Matcham, New South Wales",7,5517.0
Cranwell,3,14617.0
Seocho District,4,51214.0
Cascade City,3,5062.0
"Beverley, South Australia",6,5379.0
Lake Fuschl,5,10705.0
Thirumudivakkam,6,12675.0
Callao,3,144479.0
Lusaka Province,4,56959.0
Samarkand,4,1229528.0
Waterloo International railway station,5,67276.0
Ottu barrage,4,22848.0
Bungoma,3,32407.0
"Jackson County, Georgia",5,66941.0
Qalb Loze,5,19901.0
Sholing,3,13646.0
Ilhabela,4,43616.0
"Maer, Staffordshire",5,6217.0
Busovača,5,17662.0
"Belleek, County Fermanagh",8,36011.0
Nólsoy,4,11830.0
Ghazipur district,6,89154.0
Snowy Monaro Regional Council,6,20749.0
"Colebrooke, Devon",5,5462.0
Picos de Europa,5,144716.0
Rhossili,4,54196.0
"Walnutport, Pennsylvania",5,16858.0
Boudh district,4,40568.0
Majhauli Raj,5,7432.0
Manalmedu,5,11737.0
"Montcalm County, Michigan",6,38588.0
"Genoa, Wisconsin",5,9760.0
Wide Bay–Burnett,6,51458.0
Awantipora,4,61349.0
Saratok,3,7802.0
Meerut,3,668025.0
Tinchebray,4,8914.0
"Gia, Leh",4,7853.0
Veeraghattam,6,5685.0
Moravske Toplice,6,8715.0
Muddenahalli,4,28081.0
Ituango Dam,4,46398.0
"Lusk, Dublin",5,24862.0
Paddington tube station (Circle and Hammersmith & City lines),14,36862.0
"Long Lake, Washburn County, Wisconsin",8,6964.0
"Zion, Illinois",4,126768.0
Levico Terme,4,14486.0
Schynige Platte,5,22328.0
Falkirk Stadium,4,57105.0
"Menai, New South Wales",7,30300.0
Monte Compatri,4,7692.0
"Bellenden Ker, Queensland",6,6447.0
Batam,3,386430.0
Canford Cliffs,4,18732.0
"Mayland Heights, Calgary",6,5196.0
"Retiro, Antioquia",6,9188.0
"Government Arts College, Ooty",7,10347.0
Bitta Solar Power Plant,6,5241.0
Conselheiro Lafaiete,7,6080.0
Moka,3,23628.0
Light House Cinema,4,7663.0
Llandrindod Wells,6,71906.0
Stellenbosch Local Municipality,6,20636.0
Hutton Rudby,5,12874.0
The Other Palace,4,34217.0
"Collingswood, New Jersey",7,66545.0
Mawlamyine,4,96334.0
Sobrarbe,4,8084.0
Nuart Theatre,4,20114.0
Anantara Siam Bangkok Hotel,6,12547.0
Jellyfish Lake,4,149934.0
"St Michael and All Angels' Church, East Coker",12,5630.0
Śniardwy,5,18068.0
"Ursus, Warsaw",5,7303.0
Sukošan,4,7160.0
Golcar,3,17314.0
San Salvo,4,9008.0
Loch Fyne,4,99705.0
"Nagai, Yamagata",6,5719.0
"Bossier City, Louisiana",6,204853.0
Trowell,4,8345.0
Övörkhangai Province,7,22740.0
Belfast City Hall,4,76154.0
"Peosta, Iowa",5,14067.0
"Longton, Staffordshire",5,29187.0
"Santa Fe, Veraguas",6,6724.0
Camogli,3,46727.0
Cross River State,4,255563.0
Masiphumelele,6,18374.0
"Gombe, Nigeria",5,8738.0
Jhansi district,5,77151.0
Chuy,3,24713.0
Quiché Department,4,31337.0
Ganmain,3,8204.0
"Cassilis, New South Wales",7,6358.0
Laâyoune-Sakia El Hamra,11,21670.0
Scottburgh,3,27266.0
"Saint-Siméon, Capitale-Nationale, Quebec",13,5703.0
The Vine Church,4,12815.0
Klaipėda County,6,27673.0
Eggborough,3,11137.0
Gan (Laamu Atoll),8,21098.0
Kurnool district,5,260762.0
Santa Maria in Cosmedin,7,72390.0
Devarakadra,5,8143.0
"Wallington, Victoria",5,5207.0
Mountaineer Wind Energy Center,7,5202.0
Coronel Fabriciano,5,7681.0
Turffontein,4,17412.0
Tabora Region,4,30712.0
Trashigang,4,21374.0
Catacamas,4,15651.0
Ulliyeri,4,10597.0
"Bethel Township, Delaware County, Pennsylvania",9,14837.0
Copper-Roof Palace,5,12404.0
"Lublin, Wisconsin",5,6370.0
"Baham, Cameroon",5,6058.0
"McLoughlins Beach, Victoria",7,5874.0
Eastern Finland Province,4,10893.0
Zumbo,3,5906.0
Kyela District,4,8131.0
"Saint Mary, Jersey",5,11442.0
Arbatax,4,14901.0
Penbryn,4,6452.0
Bagnan I,4,8073.0
Liaquatabad Town,5,25280.0
Roccasecca,4,35671.0
Villa Epecuén,5,120575.0
Union Buildings,3,146237.0
Puslinch Lake,5,38709.0
Tral,3,47299.0
Treinta y Tres,5,15157.0
"Barrigada, Guam",5,19553.0
World Exchange Plaza,4,8715.0
City of Latrobe,5,19612.0
Ometepe,4,62957.0
Msukaligwa Local Municipality,8,9894.0
"Boat Harbour, New South Wales",7,6197.0
Lockerley,3,6717.0
Giulianova,4,28033.0
Bellingen Shire,5,11482.0
"Aoi-ku, Shizuoka",9,7870.0
"Moyston, Victoria",5,10293.0
"Harnett County, North Carolina",7,80451.0
"Uchiko, Ehime",7,9779.0
Kiboga District,4,10835.0
"Huntington, Texas",5,11587.0
Suzhou Ferris Wheel,5,8249.0
Mitchell Freeway,3,24021.0
"Ayase, Kanagawa",6,11623.0
"Rosedale, Victoria",6,15130.0
"Pomona, Queensland",5,19924.0
Mzimba,4,8960.0
Lake Tazawa,4,20961.0
Co-Cathedral of the Sacred Heart (Houston),12,20471.0
Munagala,4,6992.0
Ystradfellte,6,15665.0
Charing Cross tube station,6,112643.0
Joutseno,4,6180.0
"Endingen, Switzerland",5,6677.0
Moro Gulf,4,31803.0
"Vladimir, Ulcinj",6,5139.0
"Graveley, Cambridgeshire",6,5994.0
"Jefferson County, New York",6,99615.0
"Rockford, Iowa",5,9310.0
Štrpce,5,32974.0
"Dunwich, Queensland",5,9190.0
Tobeh,3,6472.0
Portumna Castle,4,10029.0
Paysandú,4,44908.0
Jiyu Gakuen Girls' School,8,11790.0
Stoke Bruerne,5,20300.0
Mariners Church,4,83195.0
Ladywell railway station,5,9023.0
Skukuza,4,30482.0
Silver Lake Reservoir,4,57064.0
Akto County,4,11261.0
Lyttelton Harbour,6,13623.0
Bauma,3,5134.0
Amager,3,86846.0
"Booysens, Pretoria",6,6069.0
"Ringsted, Iowa",5,5675.0
Soroksár,5,11405.0
Sarntal,4,8584.0
Clifton Hampden,4,11755.0
"Slab City, Wisconsin",5,5918.0
Cuajimalpa,5,26122.0
Massif de la Hotte,7,5905.0
Hulun Lake,4,13298.0
Thomas Coats Memorial Baptist Church,6,10755.0
Hortobágy,5,7469.0
Krishna district,3,250522.0
Kota Setar District,5,36843.0
Bahadurgarh,4,136636.0
"Socorro County, New Mexico",7,45769.0
"Sioux City, Iowa",6,411751.0
Owey Island,4,12467.0
Gadsar Lake,5,14740.0
Latehar district,4,29436.0
"Toolangi, Victoria",5,14700.0
Wilcannia,4,51085.0
"St Mary's Church, Woolton",9,7370.0
"Bishop Hill, Illinois",5,24789.0
Ganderbal,4,31378.0
Madinat Khalifa North,5,8079.0
Cesa,3,6376.0
"Horne, Surrey",5,5453.0
Rogalin,3,10020.0
Goose Village,3,12985.0
Jerez de la Frontera Cathedral,7,9801.0
Manapouri Power Station,6,56578.0
"Montecristi, Ecuador",6,11575.0
"Sherman County, Nebraska",5,13687.0
Kota Marudu District,5,5507.0
Goalpokhar I,5,10540.0
Kashwakamak Lake,5,8697.0
"Livingston County, New York",7,64768.0
Schefferville,4,46919.0
Province of Mantua,5,30549.0
"St Peter and St Paul's Church, New Brighton",12,5102.0
Lovech Province,4,16844.0
"Central Region, Malawi",5,12198.0
"Fayette County, Ohio",6,34610.0
"Jia County, Henan",6,5521.0
Mamelodi,5,94867.0
St. Thomas the Apostle Catholic Church (Los Angeles),12,6664.0
Swiss Cottage tube station,5,29020.0
Savar Upazila,6,72389.0
Tlumach,4,18896.0
"Zone 66, Qatar",7,5327.0
Blouberg Local Municipality,6,12357.0
"Union City, Indiana",5,29864.0
Shortlands railway station,5,12709.0
Pest County,3,52157.0
Yass Valley Council,5,11615.0
"Short Hills, New Jersey",6,168211.0
Salatiga,4,37224.0
Santhebennur,4,8330.0
São Tomé Island,4,89822.0
"Bernalillo, New Mexico",7,45623.0
"Greeley County, Nebraska",6,13625.0
"Lorain, Ohio",5,177249.0
"Rossmoor, California",5,56525.0
Uturoa,4,18539.0
Cockington,3,34707.0
Holford,3,6704.0
Tumauini Church,6,77807.0
"Three Rocks, California",5,5242.0
"Trujillo Alto, Puerto Rico",7,40024.0
Cornet Chahwan,6,6334.0
Mount Sumagaya,5,6925.0
Jelebu District,5,14515.0
"Mykolaivka, Donetsk Oblast",7,5727.0
"Hitachi, Ibaraki",7,44645.0
Ilovik,3,9134.0
Rashaya District,5,12521.0
Villa d'Este (Cernobbio),11,39271.0
"Trempealeau, Wisconsin",7,17246.0
Burrow-with-Burrow,8,5642.0
Matnin,3,6406.0
Gravina in Puglia,5,36368.0
Bieruń,4,7166.0
Montelíbano,5,5334.0
"Harris, Outer Hebrides",6,73843.0
Pakri Islands,4,7709.0
INC Central Temple,4,29883.0
Hegyvidék,5,8594.0
"Cathedral of St. Matthew the Apostle (Washington, D.C.)",16,50182.0
Bhavanisagar,5,8758.0
"Lake County, Tennessee",5,43938.0
Manhiça District,5,5834.0
Tovuz District,5,14251.0
"Stanway, Essex",5,11192.0
County Laois,4,224426.0
Vapniarka,5,13751.0
Ringgenberg,4,8403.0
Garforth,3,41925.0
"Gangwon Province, South Korea",7,168155.0
"Whittlesea, Victoria",6,23196.0
Prittle Brook,5,6252.0
Pakpattan District,5,50277.0
Mukhathala,4,5968.0
"Manah, Oman",5,6567.0
Lake Hazar,4,20810.0
Yeongdeok County,6,8778.0
Makum,3,21162.0
Cauquenes,4,7105.0
Bagan Datuk District,5,22519.0
"Keweenaw County, Michigan",7,79905.0
"North-Western Province, Zambia",7,46349.0
Godda district,4,35464.0
World Trade Centre Montreal,5,9599.0
"Skipton, Victoria",5,10944.0
Clonbinane,4,6372.0
Limpsfield,4,21827.0
Kalungu District,4,7715.0
"Schofield, Wisconsin",5,13195.0
"Jefferson County, Indiana",5,36365.0
Vindhyachal,4,155656.0
Carate Brianza,5,8490.0
Kakhovka Reservoir,5,13543.0
Rose Wagner Performing Arts Center,6,10171.0
Lake Crabtree,4,6312.0
Stockton Lake,4,37760.0
"Yuzhou, Henan",7,11834.0
Chevelon Canyon Lake,6,12066.0
"Pambula, New South Wales",7,14678.0
Delaware Nation at Moraviantown,7,39459.0
Erode district,4,158815.0
"Saktigarh, Bardhaman",8,11014.0
Le Lieu unique,4,13949.0
Suita,3,23996.0
Madaripur District,5,66932.0
"Fukaya, Saitama",5,10143.0
Monte Argentario,4,39543.0
"Pyramid Lake (Los Angeles County, California)",10,91348.0
Smallthorne,3,6878.0
Mellachervu,6,6773.0
Vittsjö,4,16247.0
Little Dell Reservoir,4,11717.0
Vestfjorden,4,11428.0
"Cisco Grove, California",5,5007.0
Tuttle Creek Lake,5,38948.0
Villa Fiorito,4,38579.0
"Cobden, Victoria",5,15727.0
Mullaghbawn,6,12029.0
Wapping,3,173631.0
"Berks County, Pennsylvania",6,235541.0
Lusiana,4,60207.0
Muharraq,5,66843.0
"Little Italy, San Diego",6,52038.0
All Saints Church (Prague Castle),8,8265.0
"Matlock, Victoria",5,6489.0
"St Mark's Church, Darling Point",9,5323.0
"Ligonier, Indiana",6,22174.0
Patharia,3,8705.0
Tolpuddle,4,17687.0
Monterrey,3,1135395.0
"Emu Plains, New South Wales",7,22685.0
Bhola Island,4,20178.0
"Belmont, Queensland",5,10895.0
Tallawarra Power Station,6,10929.0
Estadio San Juan del Bicentenario,8,16097.0
Vasto,3,51084.0
Billingham,3,136641.0
"The Pinery, Colorado",6,10901.0
Gmunden District,4,7357.0
Hobsons Bay,5,8839.0
"Big Rapids, Michigan",5,83728.0
Koriya district,4,51647.0
Bukoba Rural District,5,5929.0
Bovingdon,4,31447.0
"Runaway Bay, Queensland",6,10359.0
Babinda,3,22284.0
Tortona,3,39628.0
Liawenee,4,36074.0
Chola Mountains,4,5151.0
Sitaro Islands Regency,6,5529.0
Horki,3,9436.0
Wachsenburg Castle,5,5524.0
Bexhill-on-Sea,8,213992.0
"Creve Coeur, Illinois",6,12769.0
Lviv Oblast,4,116884.0
Birsinghpur,5,13499.0
Siraha,4,15853.0
"Queen Anne, Prince George's County, Maryland",11,6094.0
Mooinooi,5,9431.0
Malacky,3,15889.0
"Grindelwald, Tasmania",6,12494.0
Madarganj Upazila,7,8291.0
"Broad Channel, Queens",5,61657.0
Liège Province,4,26142.0
Baft,3,5038.0
Thrikaripur,5,6539.0
Cooch Behar,5,315203.0
Kumsusan Palace of the Sun,8,269489.0
Bhauri,3,5282.0
"Brettenham, Suffolk",5,13407.0
Main Range (Snowy Mountains),7,10004.0
Genemuiden,4,7723.0
Nouakchott-Sud Region,8,6314.0
Thirupuram,4,11017.0
Darling Downs,3,123910.0
Wanshan Archipelago,5,28236.0
Eidsborg Stave Church,7,6919.0
"St George's Hall, Bradford",8,11180.0
Egham Hythe,5,6925.0
"Big Rapids, Michigan",5,83728.0
Beaver Lake (Arkansas),6,99706.0
"Madison County, North Carolina",6,60999.0
Nittele Tower,4,5543.0
Theater Basel,3,11553.0
Bodenham,3,5561.0
Udumbanchola,5,17860.0
"George Hotel and Pilgrims' Inn, Glastonbury",9,14751.0
Mtubatuba Local Municipality,6,8300.0
Umm al Binni lake,6,15373.0
Mallarpur,3,8606.0
Umm Salal,4,35631.0
Aina Mahal,4,65497.0
Buntingsdale Hall,6,5384.0
"Orroroo, South Australia",7,16833.0
Enniscorthy,5,98059.0
Glasgow Cathedral,3,180778.0
"McGaheysville, Virginia",8,15061.0
Hrísey,4,11495.0
Umbertide,4,18037.0
Riberalta,4,14663.0
Pénjamo,5,27146.0
Desamparados,5,9613.0
Phantasy Theater,4,8135.0
Lovund,3,8207.0
Caparispisan Wind Farm,7,9393.0
Thrikkakkara,6,24193.0
Thrikkunnapuzha,7,7565.0
"Callaway, Florida",5,17734.0
North Beach (Miami Beach),7,19352.0
El Mahalla El Kubra,7,52006.0
Quepem,3,12783.0
Ruacana,3,6876.0
Gelmersee,4,11551.0
Warracknabeal,6,65647.0
"Same, East Timor",5,8947.0
Tasman Sea,4,245914.0
Rehoboth Bay,5,7385.0
Lochee,3,16639.0
Garður,3,23478.0
Daru Island,4,15740.0
"Goodrich, Texas",5,6970.0
"Andes, New York",6,18961.0
Ljubuški,4,37179.0
Mahajanga,4,46288.0
Ottu barrage,4,22848.0
"Wadley, Alabama",5,14283.0
Bago District,4,6205.0
Ballerup,4,40811.0
Lospalos,4,11075.0
Nad Al Sheba,5,42031.0
REK Bitola,5,8727.0
Bowburn,3,7990.0
Lake Ontario,3,700266.0
Ohangwena Region,6,19365.0
"Williamson County, Texas",6,330110.0
Bhoodan Pochampally,8,45364.0
"Rosemont, California",5,16048.0
Videira,3,6385.0
Ascension Cathedral (Veliko Tarnovo),10,5348.0
Central Province (Kenya),6,63762.0
"Mellor, Greater Manchester",6,44666.0
"Perry Park, Colorado",5,6897.0
The Marquis of Granby,6,7291.0
New Bong Escape Hydropower Project,7,7775.0
Devons Road DLR station,7,6881.0
Rentachintala,6,19810.0
"Travancore, Victoria",6,17958.0
Renukoot,4,81241.0
Capriolo,3,5078.0
"Slaughter, Louisiana",5,11194.0
Skanör med Falsterbo,8,10486.0
"Gore, Ethiopia",4,10714.0
Builth Wells,5,62619.0
"Bella Vista, New South Wales",7,47146.0
Bushiri,3,8656.0
Stanford Dingley,4,5860.0
Cricklade,4,39469.0
"Toorak, Victoria",5,103527.0
Mursley,4,19896.0
Gianyar Regency,4,45139.0
"Salamanca, Guanajuato",5,41354.0
Bhandara,4,51659.0
"Broke, New South Wales",6,10405.0
Echo Lake (Montana),6,8467.0
East Okoboji Lake,6,13226.0
Puntarenas Province,5,45441.0
"Pennington, South Australia",6,5966.0
"Grass Valley, California",5,365834.0
"Seventeen Seventy, Queensland",6,100301.0
"Coleman, Florida",4,18945.0
Mundota Fort and Palace,6,11847.0
Casa de Segunda,4,11583.0
Byron Bay,3,54379.0
"Barcaldine, Queensland",6,37241.0
"St. Paul's Church, Diu",10,12571.0
"Londres, Catamarca",5,7535.0
Benthall Hall,5,21794.0
"Wantage Township, New Jersey",7,49127.0
"Stony Mountain, Manitoba",6,9553.0
Latvian National Theatre,5,6220.0
Breezanddijk,5,19621.0
Quebec City–Windsor Corridor,6,157842.0
Tulsa Performing Arts Center,6,10042.0
Soacha,3,37565.0
Moulamein,4,12418.0
Walajapet,5,40662.0
"Mount Cotton, Queensland",5,19157.0
Sarbhog,4,7411.0
Mayapa,3,7163.0
"Salamina, Caldas",6,6239.0
Bangkalan Regency,4,7228.0
Temple of Hephaestus,6,178111.0
Huixian,4,8296.0
Saltfleetby,4,8309.0
Gharyan,3,23914.0
"Little Grass Valley, California",6,6756.0
"Hamilton County, Florida",5,55295.0
Crossmaglen,4,90302.0
Cley next the Sea,6,35090.0
"Perka, Car Nicobar",7,6294.0
Howth Head,4,21175.0
Russky Island,4,43358.0
King Haakon Bay,5,9529.0
Canford Cliffs,4,18732.0
El Acebo,4,6103.0
Humnabad,4,29555.0
Makwanpur District,5,54189.0
House of Nicolas Flamel,6,22770.0
Brenton-on-Sea,7,7276.0
Juliusz Słowacki Theatre,6,18063.0
Kaunas Reservoir,4,9686.0
Bujumbura Rural Province,6,6749.0
"Potto, North Yorkshire",6,5628.0
"Cañete, Chile",6,8107.0
"Roswell, New Mexico",6,801389.0
Lidzbark,4,6278.0
Zor Taqsis,4,6165.0
City of Maroondah,6,20570.0
"Bloomingdale, New Jersey",7,30405.0
Renesse,3,12273.0
Deir Othman,5,6525.0
"Longboat Key, Florida",6,120631.0
Mistretta,3,6777.0
Veraval,3,87415.0
Unguja,3,128581.0
Manjalar Dam,5,8349.0
Bezirk Schwerin,5,7702.0
"Hôtel de Boisgelin (Rue de Varenne, Paris)",15,5776.0
General Carrera Lake,4,67919.0
Tarlac Cathedral,4,8733.0
"Canora, Saskatchewan",5,19432.0
Jiagedaqi District,6,18605.0
"Machesney Park, Illinois",7,26058.0
"Longton, Staffordshire",5,29187.0
Blouberg Local Municipality,6,12357.0
Sintang Regency,4,9460.0
Birnagar,3,11790.0
"Colts Neck Township, New Jersey",8,151029.0
"Glendale, Ohio",5,21026.0
Qasraya,4,6264.0
Praga-Południe,8,7926.0
Bela-Bela Local Municipality,8,9913.0
Viseu District,5,18742.0
Lake Horowhenua,6,6009.0
"Hurley, Mississippi",5,8945.0
Notting Hill Gate tube station,7,42758.0
Skopje,3,1077687.0
Bhangel,4,9942.0
Don Pedro Reservoir,4,29816.0
"Stanstead, Quebec (township)",10,7520.0
"Gainesville, Florida",6,944965.0
Balnain,4,6678.0
Great Barr Hall,4,26344.0
Boloso Sore,5,6238.0
Caledonian Road & Barnsbury railway station,9,12164.0
Streatham,4,276236.0
Shirui,3,5087.0
City of Cessnock,5,17784.0
Lake Biel,3,12309.0
"Bhagwanpur, Uttarakhand",7,13892.0
Bodrogkeresztúr,6,8518.0
Vagamon,4,277026.0
Chandrapur district,5,112334.0
Sibi District,4,24686.0
Wrangel Island,4,489703.0
Upper Warlingham railway station,7,8518.0
Gemona del Friuli,6,18058.0
Qingzhen,3,7724.0
Tilbury,3,130182.0
"Teller County, Colorado",6,52833.0
Richtersveld Local Municipality,6,8309.0
Shravasti district,5,64839.0
Morcone,3,5138.0
Khomutovsky District,6,5279.0
Msukaligwa Local Municipality,8,9894.0
Canadian Science Centre for Human and Animal Health,9,7586.0
Saas-Fee,5,98875.0
Tekirdağ Province,6,51917.0
"Cleve, South Australia",6,14083.0
"Birkenhead, South Australia",7,9876.0
"St Peter's Roman Catholic Church, Woolwich",11,5229.0
Chalatenango Department,5,21317.0
Tsing Yi,4,47552.0
Upper Cisokan Pumped Storage Power Plant,9,5233.0
"St Mary's, Cadogan Street",9,8614.0
"Howrah, Tasmania",5,11084.0
St Winnow,4,5575.0
Glyncorrwg,5,8899.0
Lakhisarai district,5,45714.0
"Great Oakley, Northamptonshire",6,5100.0
"Uki, Kumamoto",6,5502.0
"St. Francis Xavier Church (Cincinnati, Ohio)",11,6492.0
Děčín District,5,5756.0
Qasr Abu Samrah,6,6687.0
"Smithfield Township, Monroe County, Pennsylvania",9,5815.0
Bidhannagar subdivision,5,16099.0
Golokganj,4,5786.0
"Clarkefield, Victoria",5,7755.0
Saint-Pierre-de-l'Île-d'Orléans,14,5633.0
"Zeytinliköy, Gökçeada",11,5808.0
Nasirabad District,5,25567.0
Ammassalik Island,5,8384.0
"Walwa, Victoria",5,11933.0
"Bluffton, South Carolina",7,214236.0
Lodhran,3,18058.0
Ísafjarðarbær,7,9247.0
Villa del Carbón,5,8687.0
Richard's Castle,5,26359.0
"Freshwater, New South Wales",7,27527.0
Lake Tyrrell,4,25488.0
Putrajaya Power Station,6,5869.0
Tolpuddle,4,17687.0
Smiljan,4,160261.0
Vredefort,5,18915.0
"Lodi, Wisconsin",5,34338.0
Uberaba,3,23866.0
Huntspill,3,5135.0
"Montgomery, Powys",5,47780.0
Purakkad,5,8948.0
Bács-Kiskun County,8,33579.0
Tasu,3,5723.0
"Gotse Delchev, Blagoevgrad Province",11,18479.0
Shulin District,4,8387.0
Wombeyan Caves,5,29485.0
Ugley,3,16164.0
Barwani,3,58591.0
Contagem,3,23588.0
"Wanborough, Surrey",5,8480.0
"Simpson, Victoria",4,6731.0
Snowpatch Spire,4,5701.0
KivuWatt Power Station,6,7109.0
Bengkayang Regency,5,7546.0
Satwas,3,6783.0
"Rhodes, New South Wales",6,39471.0
Penygraig,4,11516.0
Cuanza Sul Province,6,13890.0
Peringamala,5,12830.0
"Lionville, Pennsylvania",5,9030.0
Bleadon,4,6681.0
Santaldih Thermal Power Station,8,15047.0
Pembury,3,63712.0
Bláskógabyggð,8,12214.0
Pwllheli,4,92954.0
Dharmasagar (pond),8,5258.0
Birmingham Assay Office,4,20008.0
"Buxton, New South Wales",7,15451.0
"Shit, Mazandaran",6,5982.0
Broughton Gifford,4,6257.0
Llansamlet,5,12079.0
"Media, Pennsylvania",4,124596.0
"St. Francis de Sales Roman Catholic Church (Manhattan, NYC)",14,9729.0
Tilhar,3,11819.0
Anti-Atlas,4,149995.0
Ghazaouet,6,7707.0
Muskrat Dam Lake First Nation,7,12612.0
Cork (city),5,1296222.0
Nizamat Imambara,7,26188.0
"El Salto, Jalisco",5,14352.0
"Nagore Durgha, Singapore",8,9505.0
Morogoro Urban District,6,12747.0
