prompt,prompt_len,target
"Isabella of Portugal, Duchess of Burgundy",8,1471.0
Guillem i Catà,6,1383.0
Wilhelm Meinhold,4,1851.0
Friedrich Spanheim the Younger,6,1701.0
Siegfried August Mahlmann,6,1826.0
John I,3,1264.0
Radegonde de France,6,1445.0
Georg Fabricius,4,1571.0
Gu Shao,3,218.0
Dorothea of Alexandria,5,320.0
August Schumann,3,1826.0
上杉能憲,5,1378.0
Thomas Elyot,4,1546.0
Lv Hui,3,1071.0
"John II, Count of Aumale",9,1343.0
Albert Sechehaye,6,1946.0
"Bernhard I, Duke of Saxe-Meiningen",11,1706.0
Meo Abbracciavacca,8,1313.0
Anna of Isenburg-Büdingen,8,1522.0
Charles Gustav of Baden-Durlach,8,1703.0
Silvestro Aldobrandini,8,1558.0
Georg Christian Füchsel,5,1773.0
Francis of Fabriano,5,1322.0
Christoph Amberger,4,1562.0
Muhammad II of Granada,5,1302.0
Juan Casanova,3,1436.0
Olivier III de Clisson,6,1320.0
"Peter II, Count of La Marche",8,1362.0
Marie Amalie of Brandenburg,6,1739.0
Rodolphe Töpffer,6,1846.0
Leontios Machairas,6,1450.0
Peter Igneus,4,1089.0
Caterina Appiani,5,1451.0
John II of Nassau-Saarbrücken,9,1472.0
Lorenzo Pucci,4,1531.0
"Marie of Valois, Duchess of Bar",9,1404.0
Christoph Carl Ludwig von Pfeil,7,1784.0
Liu Yun,3,951.0
Deng Xi,4,-501.0
Zhu Quan,3,1448.0
Franz Xavier Wernz,5,1914.0
Bernhard I of Werle,6,1286.0
Archduke Maximilian Ernest of Austria,7,1616.0
陆缮,3,580.0
Krzysztof Penderecki,6,2020.0
Andrew of Rupecanina,6,1180.0
Luca Giordano,3,1705.0
William II of Angoulême,7,1028.0
Saint Othmar,4,759.0
Carl Severing,4,1952.0
Andrés de Claramonte,6,1626.0
Edna St. Vincent Millay,8,1950.0
"Sir William Hamilton, 9th Baronet",10,1856.0
Gerhard Cornelius von Walrawe,7,1773.0
David the Dendrite,5,540.0
Georg Friedrich Treitschke,6,1842.0
Joseph Biner,4,1766.0
"Anna Dorothea, Abbess of Quedlinburg",11,1704.0
Sharaf al-Zaman al-Marwazi,12,1124.0
Hermann Hoth,4,1971.0
Adam Tanner,3,1632.0
Casimir Funk,4,1967.0
Tilly Fleischer,5,2005.0
Gerardo da Sessa,6,1212.0
Gerhard von Bevar,5,1318.0
David Hermann,3,1682.0
Johannes Frauenburg,4,1495.0
John II Orsini,5,1335.0
Jean de Carrouges,6,1396.0
Heino Heinrich Graf von Flemming,8,1706.0
Pandulf of Pisa,5,1138.0
Abner of Burgos,5,1347.0
Joanna,2,1406.0
Walter Bruch,3,1990.0
"John, Duke of Berry",6,1416.0
Hugh II of Châlon,6,1079.0
Benny Goodman,3,1986.0
Emperor Guangzong of Song,6,1200.0
William Latimer,3,1545.0
Vittorio De Sica,6,1974.0
Vardan Areveltsi,6,1271.0
Toni Ulmen,4,1976.0
"Margherita Gonzaga, Duchess of Lorraine",8,1632.0
Guy IX de Laval,5,1333.0
Friedrich von Schubert,4,1865.0
William I van Brederode,7,1285.0
Christian Wernicke,4,1725.0
Alberto II della Scala,5,1352.0
Eric VI of Denmark,5,1319.0
Germanus I of Constantinople,6,733.0
Adolph Douai,5,1888.0
Johann von Posilge,6,1405.0
Friedrich Wilhelm Grund,4,1874.0
Alexandre Léonard,4,1946.0
Maud Bruce,4,1353.0
Drogo of Hauteville,6,1051.0
Franz Wilhelm von Wartenberg,7,1661.0
Vasily I of Moscow,6,1425.0
Bernard Ato IV,4,1129.0
Hubert von Luschka,6,1875.0
Liu Xiaowei,5,549.0
Hugh II of Metz,5,1178.0
Theodor Fliedner,6,1864.0
Marcus of Jerusalem,4,156.0
Alberto di Chiavari,5,1300.0
Antonio Francesco Grazzini,5,1584.0
John Christopher Kunze,5,1807.0
Greta Garbo,4,1990.0
Pietro Carrera,3,1647.0
Thomas Robert Malthus,6,1834.0
Margery Jourdemayne,7,1441.0
Gaetano Donizetti,6,1848.0
Martín de Porres,5,1639.0
Barthélemy,5,1231.0
Walburgis van Neuenahr,7,1600.0
"Charles, Duke of Lower Lorraine",7,993.0
Louis VI,3,1583.0
Boso the Elder,5,855.0
Cai Yuanpei,4,1940.0
Alexander,2,1418.0
Alfred Eisenstaedt,5,1995.0
Karl Bogislaus Reichert,7,1883.0
Lidwina,4,1433.0
Joachim Nettelbeck,5,1824.0
Dou Jiande,4,621.0
Friedrich Gottlieb Bartling,5,1875.0
Pierre de Giac,5,1427.0
"Elisabeth of Brunswick-Lüneburg, Duchess of Guelders",14,1572.0
Hans Fruhstorfer,6,1922.0
Bartholomäus Keckermann,8,1609.0
Guy de Blanchefort,5,1513.0
Fernán Pérez de Guzmán,6,1460.0
Hugues de Saint-Martial,7,1403.0
Otto Ammon,3,1916.0
Zhang Chonghua,4,353.0
"William, Archbishop of Mainz",6,968.0
Ibrahim Lodi,3,1526.0
Иван Родионович Квашня,8,1390.0
Princess Sibylla of Saxe-Coburg and Gotha,12,1972.0
Stefan von Haschenperg,6,1543.0
Nicolas Racot de Grandval,7,1753.0
Dobroslav II,4,1134.0
Richardis of Bavaria,5,1231.0
"Ernst Ludwig II, Duke of Saxe-Meiningen",12,1729.0
"Hugh III, Count of Saint-Pol",9,1141.0
Otfrid of Weissenburg,8,875.0
Lady Zhao Anzong,5,363.0
Theodor Zwinger the Younger,7,1654.0
Matthäus Schiner,5,1522.0
Willibald,3,787.0
Pierre Moulu,4,1550.0
"Gerard, Duke of Lorraine",6,1070.0
Maximilian Prokop von Toerring-Jettenbach,12,1789.0
Yan Liben,4,673.0
Li Xi,3,895.0
Filippo,3,1262.0
Heinrich VII.,4,1416.0
Jean de Brosse,5,1433.0
Christian Friedrich Wilhelm Jacobs,5,1847.0
Judah ben Asher,5,1349.0
Karl Valentin,3,1948.0
Pietro Cambiani,4,1365.0
Empress Wang Zhengjun,6,13.0
Vasco da Gama,5,1524.0
Jo Gwang-jo,6,1520.0
Philip of Ibelin,6,1227.0
宋娘,3,563.0
Joseph Goebbels,5,1945.0
Dymitr Aba,5,1251.0
Edmund Stafford,3,1419.0
Emperor Ai of Han,5,-1.0
Ulla Jacobsson,5,1982.0
John Frederick II,4,1595.0
Wei Zhao,3,273.0
Mário de Araújo Cabral,6,2020.0
William Fermor,4,1771.0
Philip of Sicily,4,1277.0
Hugo Sperrle,4,1953.0
Anselm Adornes,7,1483.0
Katharina Matz,5,2021.0
Marie Louise Élisabeth d'Orléans,8,1719.0
Lu Rui,3,497.0
"Renauld II, Count of Nevers",9,1097.0
Graitzas Palaiologos,7,1461.0
Antonio Zapata y Cisneros,6,1635.0
Ferdinando Ughelli,6,1670.0
Marguerite de Sablé,6,1238.0
"Ernst I, Duke of Saxe-Altenburg",11,1908.0
Ernst von Rüchel,5,1823.0
Veit Bach,4,1600.0
Marcel de Die,4,510.0
"Simon I, Count of Tecklenburg",9,1202.0
Jakob Ernst von Liechtenstein-Kastelkorn,9,1747.0
Maria of Brunswick-Lüneburg,8,1626.0
Nicolaus Adam Strungk,6,1700.0
Sebastian Schertlin von Burtenbach,9,1577.0
Adolf Friedrich Stenzler,5,1887.0
Johann Lüneburg,5,1373.0
William of Æbelholt,6,1203.0
Georg Friedrich Krause,4,1836.0
"Frederick II, Duke of Austria",7,1344.0
Agnes of Babenberg (1205-1226),16,1226.0
Auguste Rodin,3,1917.0
Andre Ruffini,4,1648.0
"Agnes of Aquitaine, Queen of León and Castile",11,1078.0
Liu Yan,3,780.0
Maslamah ibn Aḥmad Majrīṭī,12,1007.0
Herbard VIII von Auersperg,8,1575.0
Manfredo del Vasto,6,1193.0
Georges Seurat,4,1891.0
Violant of Castile,5,1308.0
Giulio Antonio Acquaviva,7,1481.0
John Soběslav of Luxembourg-Moravia,11,1380.0
Heinrich Curschmann,5,1910.0
Johann Gottfried Scheibel,5,1843.0
Karl Ludwig von Lecoq,7,1829.0
Jeremiah Horrocks,4,1641.0
"Agnes of Aquitaine, Queen of León and Castile",11,1078.0
Hugh de Port,4,1096.0
Matheus de Sancto Johanne,8,1391.0
Auguste Magdalene of Hessen-Darmstadt,8,1674.0
Johann Friedrich Unger,4,1804.0
"George Villiers, 1st Duke of Buckingham",10,1628.0
Giovanni Raimondo Folch I de Cardona,9,1441.0
Francesco Villamena,4,1624.0
Franz Xaver von Baader,7,1841.0
Judah Loew ben Bezalel,8,1609.0
Johannes Marienwerder,5,1417.0
Enzo Zermelo,4,1953.0
Antonio del Pollaiolo,6,1498.0
Benjamin Block,3,1690.0
Fernán González of Castile,6,970.0
Martin Luther King Jr.,6,1968.0
Carlos Víctor Aramayo,5,1983.0
Franz Carl Mertens,5,1831.0
"Amadeus I, Count of Savoy",8,1051.0
Julius I,3,352.0
Juan Alonso Pimentel y Enríquez,9,1437.0
"Henry I, Count of Champagne",7,1181.0
"Henry II, Duke of Lorraine",7,1624.0
Agnes von Staufen,5,1151.0
"Philip of Anjou, Despot of Rhomania",11,1330.0
Richard I of England,5,1199.0
Theodore of Tarsus,5,690.0
Ecgberht I of Northumbria,9,873.0
Jakob von Jonas,4,1558.0
Ding Wei,3,1037.0
Georg Erhard Hamberger,6,1755.0
"William de Warenne, 5th Earl of Surrey",12,1240.0
David McClelland,4,1998.0
Christian Daniel Beck,4,1832.0
Harvey I of Léon,5,1203.0
Hatice Muazzez,6,1687.0
Heinrich Sander,3,1782.0
Achot II Bagratuni,7,688.0
"John Beaumont, 4th Baron Beaumont",9,1396.0
Simone Mestaguerra,5,1257.0
Stamford Raffles,5,1826.0
Margot Taule,4,2008.0
Marx Reichlich,4,1520.0
Shi Xie,3,226.0
Richard Brinkley,4,1379.0
Li Zhirou,4,900.0
Mai Tiezhang,4,612.0
Billy Wilder,3,2002.0
Johannes Wagner,3,1590.0
Robert II,3,1146.0
Hugh de Benin,4,1282.0
Yang Shixiong,5,612.0
Takeda Nobunari,6,1394.0
Marianus II of Arborea,7,1297.0
Elizabeth Blackwell,3,1758.0
Johannes Zick,4,1762.0
Pei Xiu,3,864.0
Cimon,3,-450.0
Vsevolod the Big Nest,8,1212.0
Fiore dei Liberi,6,1420.0
Albrecht Ritschl,6,1889.0
Gaetano Giulio Zumbo,6,1701.0
Duchess Luise of Brunswick-Wolfenbüttel,11,1780.0
John II of Saarbrücken,6,1381.0
Henry I of Portugal,5,1580.0
Leopold Widhalm,5,1776.0
Theodoric I,5,1221.0
Benedict of Sausetun,6,1226.0
Caterina Cavalieri,5,1801.0
Cecile of Baux,6,1275.0
Étienne de Châlons,6,1144.0
Ascanio Sforza,6,1505.0
Maria of Antioch,4,1182.0
Yuan Zhen,3,831.0
Alessandro Sforza,4,1473.0
Johannes Manardus,5,1536.0
Paul Dirac,3,1984.0
Karl Julius Beloch,5,1929.0
Joseph ben Judah of Ceuta,7,1226.0
Duchess Magdalene Sibylle of Prussia,8,1659.0
Johann von Melem,5,1484.0
Hafez,3,1389.0
Martin Barner,4,2020.0
Muhammad bin Qasim,5,715.0
Aldric of Le Mans,6,856.0
Natalya Naryshkina,7,1694.0
Sigurd Syr,4,1018.0
Liu Daogui,5,412.0
Isabella de Beaumont,4,1334.0
"William VII of Jülich, 1st Duke of Berg",13,1408.0
Nicholas the Small,4,1358.0
Matthias von Buchegg,5,1328.0
Frans van Brederode,6,1490.0
Philippe Pot,3,1493.0
Johannes Knuß,5,1476.0
Uthman ibn Ali,6,680.0
"Theodora Syrgiannaina, Queen of Armenia",12,1347.0
Li Renhan,4,934.0
Pyotr Ilyich Tchaikovsky,8,1893.0
Johann Christoph Andreas Mayer,5,1801.0
Heinrich Biber,4,1704.0
Malcolm IV of Scotland,5,1165.0
Richard Felix Marchand,4,1850.0
Owain Cyfeiliog,7,1197.0
Abraham III of Armenia,5,1737.0
Hasso von Manteuffel,7,1978.0
Ernst von Rüchel,5,1823.0
Charles Plumier,4,1704.0
Johann Melchior Wyrsch,6,1798.0
"Wartislaw I, Duke of Pomerania",10,1135.0
Adolf Müllner,4,1829.0
John Scolvus,5,1484.0
Sophia von Dyhrn,6,1323.0
Wilhelm Malte I,4,1854.0
Hieronymus Schulz,4,1522.0
Nicolas of Normandy,4,1092.0
Benedetto Buglioni,5,1521.0
Jan Boeckhorst,5,1668.0
Johann Gottlob Lehmann,5,1767.0
Johan van Galen,4,1653.0
Matthias Garbitius,6,1559.0
"Louis, Dauphin of France, Duke of Guyenne",11,1415.0
Guglielmo Capraia,7,1264.0
Heinrich von Sybel,5,1895.0
Jan Matsys,4,1575.0
Engelbert Wusterwitz,6,1433.0
Elizabeth FitzAlan,4,1425.0
Vinzenz von Efferen,7,1518.0
Melchior Vulpius,6,1615.0
Cao Chun,3,210.0
Martin IV,3,1285.0
Ludwig Friedrich Otto Baumgarten-Crusius,9,1843.0
Markus Traber,4,2010.0
Heinrich I. von Meißen,7,1240.0
Roger Northburgh,4,1358.0
Maria Margaretha Kirch,5,1720.0
Wolfgang George Frederick von Pfalz-Neuburg,10,1683.0
Adalbert Bezzenberger,6,1922.0
John of Lusignan,6,1375.0
Saint Marinus,4,366.0
John Kourkouas,6,1010.0
Johannes von Geissel,6,1864.0
Guy I of Thouars,6,1242.0
"Anthony Cary, 5th Viscount of Falkland",10,1694.0
Anastasia of Kiev,4,1074.0
"Giovanni Borgia, 2nd Duke of Gandia",12,1497.0
Gilbert Buatère,4,1018.0
André le Breton,4,1779.0
Douglas Rodríguez,3,2012.0
Saint Mungo,4,614.0
Zhang Jiuling,4,740.0
Jacob Milich,4,1559.0
Anna Margareta von Haugwitz,8,1673.0
Wanyan Zongjun,5,1125.0
Knut Hamsun,6,1952.0
Fan Ye,3,445.0
August Heinrich Petermann,5,1878.0
Marie de Foix,5,1467.0
Adolf II of Waldeck,6,1302.0
"Philip II, Landgrave of Hesse-Rheinfels",12,1583.0
Max Schultze,4,1874.0
Anselm Franz von Ingelheim,9,1749.0
Albert Engelschalk,4,1430.0
Christoph von Trautmannsdorf,7,1480.0
Salvador Dalí,4,1989.0
"Katherine Neville, Duchess of Norfolk",7,1483.0
Maximilian Emanuel of Württemberg-Winnental,11,1709.0
Jean-Jacques Boissard,7,1602.0
Jean de Venette,5,1368.0
"Henry I, Count of Bar",7,1190.0
Du Gao,3,1248.0
Elia Levita,5,1549.0
Raffaello Magiotti,6,1656.0
Einar Smjørbak Gunnarsson,9,1263.0
Mårten Triewald,7,1747.0
Juan Boscán Almogáver,7,1542.0
"Philip III, Margrave of Baden-Rodemachern",12,1620.0
Алла Готфская,7,375.0
Ibn Abi Zayd al-Qayrawani,11,996.0
Dirk I van Valkenburg,7,1228.0
Robert Scalio,4,1110.0
Pierre de Luxembourg,4,1387.0
Miura Taneyoshi,6,1221.0
Ernst Rüdiger von Starhemberg,8,1701.0
Antigonus I Monophthalmus,8,-301.0
Hieronymus Praetorius,6,1629.0
Cleopatra II of Egypt,6,-116.0
Giovanni della Rovere,5,1501.0
Bartholomaeus of Drahonice,10,1443.0
Vladas Jakubėnas,6,1976.0
Johann Bernhard Bach the younger,6,1743.0
José Mariano de Conceição Vellozo,9,1811.0
Ludwig Senfl,4,1542.0
"Christopher, Duke of Brunswick-Harburg",9,1606.0
Wilhelm von Beetz,5,1886.0
Johann Gustav Gottlieb Büsching,7,1829.0
Caspar Netscher,5,1684.0
Pietro Marcello,3,1428.0
Charles-Henri-Louis d'Arsac de Ternay,13,1780.0
Andreas Eschenbrender,6,1717.0
William of Sainte-Mère-Église,9,1224.0
John de Peebles,5,1390.0
José del Campillo,5,1743.0
Margaret of Brandenburg,4,1509.0
Johann Kaspar Zeuss,5,1856.0
Johannes Oporinus,5,1568.0
Georg von Cancrin,6,1845.0
"Frederick II, Duke of Swabia",8,1147.0
Géza Lakatos,5,1967.0
George Edwards,3,1773.0
Empress Gongshu,5,1200.0
Daniel Sudermann,5,1631.0
Louise of Mecklenburg-Strelitz,7,1810.0
Abu Zayd al-Balkhi,8,934.0
Landulf I of Capua,7,843.0
Friedrich Bernhard Gottfried Nicolai,5,1846.0
Bartholomew Albizzi,7,1361.0
Prince Rupert of the Rhine,6,1682.0
"Giuliano de' Medici, Duke of Nemours",12,1516.0
Heinrich Raspe I.,6,1130.0
Albert I of Käfernburg,8,1232.0
Juan Alfonso de la Cerda,7,1347.0
Sibylle of Bavaria,5,1519.0
Li Cunxin,4,902.0
Maximilian William of Brunswick-Lüneburg,10,1726.0
Eustace,4,1215.0
Jacques Durandi,4,1469.0
Borna of Croatia,5,821.0
"Augustus William, Duke of Brunswick-Lüneburg",12,1731.0
Håkon,3,1267.0
Adela of France,5,1079.0
Childeric I,5,481.0
Adam Heinrich von Steinau,6,1712.0
Manuel Chrysaphes,5,1463.0
Antoinette de Bourbon,5,1583.0
Ferdinand Zirkel,4,1912.0
Marius Žaliūkas,6,2020.0
Gottlieb Christoph Adolf von Harless,8,1879.0
Rotrude,3,810.0
Albin Moller,5,1618.0
Maria Sofia of Neuburg,6,1699.0
Gustav Neumann,3,1881.0
Adriaen Block,5,1627.0
Philip III of Navarre,5,1343.0
"Leopold IV, Duke of Austria",7,1411.0
Otto Walper,4,1624.0
"William VII, Marquess of Montferrat",10,1292.0
Nicolas Poussin,4,1665.0
"Anselm, Duke of Friuli",9,803.0
Accursius,4,1260.0
Friedrich Wilhelm Freiherr von Bülow,8,1816.0
John of Toledo,4,1275.0
Ælfflæd of Whitby,8,713.0
蕭巖壽,4,1077.0
Selim II,4,1574.0
"Otto IV, Duke of Lower Bavaria",8,1334.0
Antonio Coello,4,1652.0
Michael Doukas Glabas Tarchaneiotes,11,1305.0
Empress Yuan Leshang,6,601.0
Agostino Trivulzio,6,1548.0
Amalie von Hirschberg,6,1564.0
John Henry,3,1375.0
Lu Dushi,4,471.0
Carl Philipp Emanuel Bach,5,1788.0
Aleksandr Berkutov,6,2012.0
Józef Piłsudski,7,1935.0
Robert Burnell,4,1292.0
Friedrich Karl Forberg,5,1848.0
Albert Speer,3,1981.0
Pietro Vassalletto,5,1186.0
Abraham Petros I Ardzivian,8,1749.0
Walter Devereux,5,1190.0
Pei Liang,3,535.0
Ludwig Compenius,5,1671.0
Franz Brendel,4,1868.0
Nicole-Reine Lepaute,8,1788.0
Sun Fu,3,1057.0
Friedrich August Ludwig von Burgsdorff,8,1802.0
Martin Heidegger,3,1976.0
Alexander von Dönhoff,6,1742.0
Theodoor van Thulden,8,1669.0
Li Daliang,4,645.0
Gottfried Semper,5,1879.0
Friedrich Christian Bressand,5,1699.0
Barthold Heinrich Brockes,6,1747.0
Hilda Knobloch,6,1960.0
John Surtees,4,2017.0
Andreas Glorez,4,1700.0
Alexandrine of Mecklenburg-Schwerin,8,1952.0
Hamza al-Isbahani,8,961.0
Benno,3,1106.0
Nicephorus Gregoras,7,1360.0
Eugen Fink,3,1975.0
Mokjong,3,1009.0
Gentile da Fabriano,5,1427.0
Sophie Germain,3,1831.0
"Bogislaw VII, Duke of Pomerania",10,1404.0
Anne of France,4,1522.0
Georgios I of Makuria,7,920.0
Ignaz Kögler,6,1746.0
Jan Matthys,4,1534.0
Toyotomi Hideyoshi,6,1598.0
Heiric of Auxerre,6,876.0
Eduard Petzold,6,1891.0
Werner Naumann,4,1982.0
Judith of Bohemia,4,1230.0
René Fonck,4,1953.0
蕭遙光,4,499.0
"Berthold I, Duke of Swabia",9,1090.0
Ivan II of Moscow,5,1359.0
Shi Miyuan,4,1233.0
Dong Jin,3,799.0
Gustav Klimt,4,1918.0
Giovanni Andrea Cortese,5,1548.0
Mariano Arciero,6,1788.0
Jan IV of Oświęcim,7,1495.0
Walter Noddack,5,1960.0
Jaromír,4,1035.0
Niccolò de Chiaramonte,8,1227.0
Princess Alexandra of Saxe-Coburg and Gotha,11,1942.0
Charles IV,3,1378.0
Goswin III of Heinsberg,8,1180.0
Thomas Sprat,4,1713.0
Antiochus XII Dionysus,7,-84.0
Piero Vettori,6,1585.0
Duke Adolf Friedrich of Mecklenburg,6,1969.0
Adolphe Thiers,5,1877.0
Walram of Thierstein,6,1403.0
Jelle Reyners,5,1634.0
Ernest Ziaja,4,1997.0
Friedrich von Fronau,5,1293.0
David Pohle,4,1695.0
Kurt Zeitzler,5,1963.0
Ōtomo no Otomaro,6,809.0
Friedrich Leibniz,3,1652.0
Antoine Charles IV de Gramont,7,1720.0
Erlend Haraldsson,6,1156.0
Zecharias Frankel,5,1875.0
Maria Barbara Bach,4,1720.0
Ottone II di Bentheim,7,1279.0
Ashikaga Yoshitane,7,1523.0
Johann Sigmund Deybel von Hammerau,8,1752.0
Daniël Mijtens,5,1647.0
"John of Eltham, Earl of Cornwall",9,1336.0
Charles Henry Hitchcock,4,1919.0
Eugène Charles Catalan,5,1894.0
Edmund Castell,3,1685.0
Lucrezia de' Medici,7,1553.0
Brigit of Kildare,5,525.0
Justus Ludwig Adolf Roth,6,1892.0
George Ripley,3,1490.0
Guilhem Ademar,5,1217.0
John Langton,4,1337.0
Hedwig of Nordgau,6,993.0
Empress Cao,4,884.0
Johann Christoph Fugger,5,1612.0
Henriette Herz,4,1847.0
Dragotin Kette,4,1899.0
劉虎 (北魏),7,416.0
Boniface of Ragusa,6,1582.0
Yahya of Antioch,5,1066.0
"Beatrice of Savoy, Lady of Villena",9,1292.0
Empress Wang,4,786.0
Gemistus Pletho,5,1452.0
Hans Fruhstorfer,6,1922.0
"Henry VI, Count of Luxembourg",7,1288.0
Hugh I of Cyprus,5,1218.0
Auguste von Harrach,5,1873.0
Thomas Robert Malthus,6,1834.0
Vitalis of Assisi,5,1370.0
Matthias von Rammung,5,1478.0
Karl Staaff,4,1915.0
Ingegerd Sverkersdotter,8,1204.0
"Edward Charleton, 5th Baron Cherleton",11,1421.0
Li Anshi,4,493.0
Svatopluk I,6,894.0
Marguerite d'Évreux,8,1350.0
Antonio Beccadelli,4,1471.0
Charles Fleetwood,3,1692.0
Johann Schenk zu Schweinsberg,7,1506.0
Jacques I Androuet du Cerceau,9,1585.0
Francesco Sassetti,5,1490.0
Christine of Baden-Durlach,7,1705.0
Paul von Kügelgen,6,1904.0
Heinrich Göppert,4,1884.0
"William d'Aubigny, 4th Earl of Arundel",13,1224.0
Jacob ben Nissim,5,1006.0
Xiao Zeng,3,531.0
Albert III. von Winkel,6,1380.0
Sir John fitz John,6,1275.0
Erwin Stresemann,5,1972.0
John I of Blois-Châtillon,10,1404.0
Federico Commandino,4,1575.0
John Rolfe,4,1622.0
"Anne Hastings, Countess of Pembroke",7,1384.0
Ferdinand von Miller,4,1887.0
Pons of Melgueil,7,1126.0
Alexander Andreyevich Ivanov,6,1858.0
Ernst Ortlepp,5,1864.0
Wilhelm Herter von Hertneck,7,1477.0
Andras Guttormsson,7,1544.0
Pierre Petit,3,1687.0
Tomaso Albinoni,5,1751.0
"Herman IV, Count of Weimar-Orlamünde",11,1319.0
Empress Yuchi Chifan,7,595.0
"William Seymour, 2nd Duke of Somerset",10,1660.0
Johann II. von Elben,7,1367.0
"William III, Count of Burgundy",7,1127.0
Duchess Elisabeth Alexandrine of Württemberg,9,1864.0
Beatrice Portinari,4,1290.0
Hieronymus of Syracuse,5,-214.0
高美人,3,1112.0
Günter de Bruyn,6,2020.0
Johannes Knebel,4,1481.0
Constance of Arles,5,1032.0
August Kestner,5,1853.0
Diogo Gomes,4,1502.0
"Charles II, Duke of Brunswick",7,1873.0
António Filipe Camarão,7,1648.0
"Alfonso II, Count of Provence",7,1209.0
Heinrich Nikolaus Gerber,4,1775.0
Johannes Widmann,4,1505.0
"Floris IV, Count of Holland",8,1234.0
Heinrich von Bünau,5,1762.0
Jaromar,3,1294.0
Axel Paulsen,4,1938.0
Queen Victoria,3,1901.0
Plato,2,-347.0
Heinrich Julius Holtzmann,5,1910.0
Wen Yanbo,4,637.0
Hermann Wilhelm Vogel,4,1898.0
"Muhammed X, Sultan of Granada",8,1454.0
Johannes Lupfdich,5,1518.0
Dragotin Kette,4,1899.0
Marco Dente,4,1527.0
Charles d'Albert de Luynes,8,1621.0
Andrea Dandolo,4,1298.0
George Martinuzzi,4,1551.0
Dmitry of Tver,5,1326.0
Gisela of France,5,999.0
"Wilhelm, German Crown Prince",6,1951.0
Jean d’Estampes,7,1455.0
謝景溫 (皇祐進士),10,1097.0
Miguel de Cervantes,4,1616.0
John III of Nassau-Weilburg,8,1480.0
Óláfr Guðrøðarson,9,1153.0
Flavio Biondo,5,1463.0
Francesco Geminiani,5,1762.0
Anton Karas,4,1985.0
Andreas Butz,4,1657.0
Domenico Michele,4,1130.0
Catherine of Austria,4,1572.0
Saint Casimir,4,1484.0
"Henrietta Godolphin, 2nd Duchess of Marlborough",13,1733.0
Elias Boudinot,4,1821.0
Perkin Warbeck,5,1499.0
Vela Jiménez,4,883.0
Petrus Plancius,5,1622.0
Heinrich von Pappenheim,6,1482.0
"Edward III, Duke of Bar",7,1415.0
Wang Meng,3,1385.0
Gottfried von Calw,6,1131.0
Edmund Hillary,3,2008.0
Damasus II,4,1048.0
Galeazzo I Visconti,6,1328.0
