prompt,prompt_len,target
Coral Terrace,3,FL
North Chicago,3,IL
Polo,2,IL
Miamitown,4,OH
Ontonagon County,5,MI
Jarvis Christian College,5,TX
Casey,2,IL
Muttontown,4,NY
San Joaquin,3,CA
Camp Point,3,IL
Donna,2,TX
George West,3,TX
Fairview Park,4,OH
La Grange Park,4,IL
Mount Holly Springs,4,PA
Clarcona,3,FL
Wilmington,3,NC
Brazoria County,4,TX
Wickerham Manor-Fisher,7,PA
195 Broadway,5,NY
Chassell,3,MI
Candler County,4,GA
Lake Victoria,3,MI
High Point,3,NC
Columbus,2,OH
Illinois Institute of Technology,5,IL
Golden Glades,4,FL
St. Leo,4,FL
Valley Hill,3,NC
Standish,3,MI
Pecatonica,4,IL
Pittsburgh Playhouse,3,PA
Snyder County,4,PA
Vinings,3,GA
Wellston,3,OH
Lexington Reservoir,3,CA
Anderson Lake (California),6,CA
Hershey,3,PA
Page Park,3,FL
Edgemont Park,4,MI
Onondaga Lake,5,NY
Mexia,3,TX
Nassau Village-Ratliff,6,FL
Calabash,4,NC
Coolville,3,OH
Lauderdale Lakes,5,FL
Westview,3,FL
Johnston City,3,IL
Mills River,3,NC
Cairnbrook,4,PA
DeBary,4,FL
Basilica of Regina Pacis,7,NY
Howland Center,4,OH
Sankertown,4,PA
Circleville,3,OH
Redding,3,CA
Cornerstone University,4,MI
Schlusser,4,PA
Nolanville,3,TX
Higgins Lake,3,MI
State University of New York at Fredonia,9,NY
Deer Lake,3,PA
Calcutta,3,OH
Soudersburg,4,PA
St. James Cathedral (Chicago),8,IL
Standish,3,MI
Piney Point Village,5,TX
Lanark,3,IL
Temblor Range,5,CA
Woodcrest,3,CA
Neoga,3,IL
Laughlin AFB,4,TX
Cahokia,4,IL
Choctaw Lake,5,OH
Cleone,3,CA
Port Vue,3,PA
University of Florida Center for African Studies,8,FL
Liberty Triangle,3,FL
Cheyney University of Pennsylvania,7,PA
Waymart,3,PA
East Hampton North,4,NY
Northville,3,MI
Wayne,2,MI
Bridgeview,3,IL
Walnuttown,3,PA
Columbia University School of Social Work,7,NY
Senoia,4,GA
Florida Atlantic University,4,FL
Ubly,3,MI
Pinckney,4,MI
Panthersville,4,GA
Goliad,4,TX
125 Greenwich Street,6,NY
New Freedom,3,PA
Pettus,4,TX
Brewster-Douglass Housing Projects,8,MI
River Forest,3,IL
Walden,3,NY
Peck,3,MI
Montour Falls,4,NY
Montverde,3,FL
Le Grand,3,CA
Jackson Lake (Georgia),6,GA
Galveston Bay,4,TX
Stony Ridge,4,OH
Round Lake Beach,4,IL
Staley,3,NC
Evendale,3,OH
North Topsail Beach,5,NC
Corry,3,PA
Big Pink,3,NY
Hauppauge,4,NY
Tryon,3,NC
Shiawassee County,6,MI
Lone Star,3,TX
McBain,3,MI
El Dorado County,4,CA
Baywood Park,4,CA
Kate Gleason College of Engineering,6,NY
Katy,2,TX
West View,3,PA
Matador,3,TX
Northgate,3,OH
Gladwin County,4,MI
Beverly Beach,3,FL
West Newton,3,PA
Muhlenberg Park,5,PA
Mayacamas Mountains,5,CA
Texas Tech University at Amarillo,6,TX
Suisun City,5,CA
Leona Valley,4,CA
Tamiami,4,FL
Pumpkin Center,3,NC
Tamiami,4,FL
Shell Ridge,3,CA
Reading,2,PA
Cheboygan County,5,MI
Manistique,3,MI
Caswell County,4,NC
Long Grove,3,IL
Bithlo,4,FL
Oscoda,3,MI
Old Fort,3,NC
Upper Brookville,4,NY
Pheasant Run,4,OH
Belle Center,3,OH
Penbrook,3,PA
Okeechobee County,5,FL
Mechanicstown,3,NY
Dowagiac,4,MI
University of West Los Angeles,6,CA
Yoe,3,PA
Beech Mountain Lakes,5,PA
Swedeland,4,PA
West Chicago,3,IL
Pennsbury Village,5,PA
Port Chester,3,NY
McLeansboro,5,IL
Gibsonton,4,FL
Fruitland Park,4,FL
Elfin Forest,4,CA
University of Arizona Global Campus,6,IL
Zeigler,4,IL
Pine Mountain,3,GA
Lewis College of Business,5,MI
Woodlyn,3,PA
Donna,2,TX
Garrick Theatre (New York City),9,NY
Madeira Beach,4,FL
Ogle County,4,IL
Pasadena Hills,4,FL
Lake Tanglewood,5,TX
Taliaferro County,5,GA
Putnam Lake,4,NY
McCullom Lake,5,IL
Buckeye Lake,4,OH
Moody AFB,3,GA
Altamaha Technical College,6,GA
Haviland,3,NY
Crest Theatre,3,CA
"Most Holy Trinity Church, Mamaroneck",9,NY
Hale County,3,TX
Groveport,3,OH
Sultana,4,CA
St. Simons,4,GA
Traverse City,3,MI
Dent,2,OH
Piermont,3,NY
"Proctor's Theatre (Schenectady, New York)",14,NY
Kennesaw,4,GA
Waco,3,TX
Big Bear Lake,4,CA
Barnes Lake,3,MI
Romeo,2,MI
Wurtsboro,4,NY
Flowery Branch,4,GA
Manteo,4,NC
Wrightwood,3,CA
Hinesville,4,GA
Honesdale,4,PA
"St. Mary, Our Lady of Mount Carmel Cathedral (Gaylord, Michigan)",17,MI
Ormond Beach,4,FL
Solon,3,OH
Grundy County,4,IL
Brenau University,4,GA
International Academy of Design & Technology – Detroit,9,MI
Grundy County,4,IL
Pecan Hill,4,TX
North Lewisburg,4,OH
Reed Creek,3,GA
Lenoir,4,NC
Landen,3,OH
Red Lion,3,PA
Lake Lorraine,3,FL
Moyock,3,NC
Manistique,3,MI
Troutman,3,NC
Old Field,3,NY
Glenmoor,3,OH
St. John Fisher University,6,NY
Center for Entrepreneurship and Innovation,7,FL
Cypress,2,CA
Fort Stewart,3,GA
Hearne,3,TX
Fitzgerald,3,GA
Chenoa,4,IL
Longwood,3,FL
South Lake Tahoe,4,CA
Carleton,3,MI
Candler County,4,GA
South Nyack,4,NY
McLean County,4,IL
Napa County,4,CA
West Lealman,4,FL
Romeoville,4,IL
Nicholls,4,GA
Bosque County,4,TX
West Carthage,3,NY
Floral City,3,FL
Jesup,3,GA
Millbourne,3,PA
Gaston County,4,NC
Carmi,3,IL
Taylorville,3,IL
South Temple,3,PA
Newaygo County,5,MI
West Carson,3,CA
Meadows Place,4,TX
Douglasville,3,GA
Winter Haven,3,FL
Bleckley County,4,GA
Great Neck Estates,4,NY
Roosevelt Gardens,4,FL
Moody AFB,3,GA
Old University of Chicago,5,IL
Hallettsville,5,TX
Flora,2,IL
Highland Beach,3,FL
Callaway,3,FL
Cincinnati Christian University,4,OH
Crestview,3,FL
Homestead Base,4,FL
Peotone,3,IL
Berwyn,3,IL
Walthourville,5,GA
Stormstown,3,PA
Raleigh,2,NC
Salinas,3,CA
Phoenix Lake,3,CA
Daly City,4,CA
Hiram,3,GA
Barker Reservoir,4,TX
Saline,3,MI
Honey Grove,3,TX
Lake Linden,3,MI
Avalanche Lake (New York),8,NY
Villa Grove,3,IL
New Concord,3,OH
Wilkshire Hills,5,OH
Mount Cobb,3,PA
Farmers Branch,3,TX
Dollar Bay,3,MI
Fremont,3,CA
La Moille,4,IL
New Lebanon,3,OH
Waleska,3,GA
McCaysville,4,GA
Alachua County,4,FL
Crowell,3,TX
University of Texas at Arlington College of Engineering,9,TX
Three Oaks,3,FL
Millbury,3,OH
Titus County,3,TX
Adrian,2,MI
Stony Creek Mills,5,PA
Tuscarawas County,6,OH
Forest Oaks,3,NC
Plainedge,4,NY
Cincinnati,2,OH
Edgecombe County,4,NC
Fairborn,3,OH
Caro,2,MI
Bertsch-Oceanview,6,CA
Bedford Hills,4,NY
Aventura,3,FL
Tucker,2,GA
Jekyll Island,4,GA
Savannah State University,4,GA
Reeves County,4,TX
Delaware County,3,PA
LeTourneau University,5,TX
Universal City,3,TX
Glen Head,3,NY
Napanoch,4,NY
Florida Polytechnic University,4,FL
Church of Sts. Cyril & Methodius and St. Raphael,13,NY
Ohioville,3,PA
St. Hedwig,5,TX
Banning,3,CA
Aurora University,3,IL
Grove City,3,OH
Zeeland,3,MI
Sherman,2,TX
Ulster County,4,NY
Freestone County,4,TX
Florida State University College of Arts and Sciences,9,FL
Andrews University,3,MI
Mayodan,3,NC
Center Moriches,4,NY
Cotati,3,CA
Eagleview,3,PA
Susquehanna University,4,PA
Gamewell,3,NC
Northern Illinois University,4,IL
Chadds Ford,4,PA
Southern Polytechnic State University,5,GA
Wilmington Island,4,GA
Franklin College of Arts and Sciences,7,GA
Beech Mountain Lakes,5,PA
Day Heights,3,OH
Cedarville,3,OH
Brookport,3,IL
North Carolina Central University,5,NC
Croswell,3,MI
Guerneville,4,CA
Round Lake Beach,4,IL
Hunt County,3,TX
Grandyle Village,4,NY
Conley,3,GA
Newaygo,4,MI
Jesup,3,GA
Hydetown,3,PA
Sankertown,4,PA
Quaker City,4,OH
"Cathedral of Saint Jude the Apostle (St. Petersburg, Florida)",15,FL
Baird,3,TX
Holy Family Orphanage,5,MI
Manitou Beach-Devils Lake,8,MI
Orchestra Hall (Detroit),7,MI
Shorewood-Tower Hills-Harbert,9,MI
Lewis College of Business,5,MI
McKinney,3,TX
Robbins,3,IL
Coahoma,4,TX
Onondaga County,5,NY
Sylvester,3,GA
Sasakawa International Center for Space Architecture,9,TX
Walthourville,5,GA
Bethalto,4,IL
Oldsmar,3,FL
Feasterville,3,PA
Greenport West,4,NY
North Barrington,3,IL
Beckville,3,TX
Arlington Heights,3,IL
"Most Holy Trinity Church, Mamaroneck",9,NY
Penn Estates,3,PA
Yanceyville,4,NC
North Carolina Central University,5,NC
Boronda,3,CA
Whitney Point,3,NY
Franklin College of Arts and Sciences,7,GA
Bolingbrook,4,IL
La Puerta,3,TX
Mexico Beach,3,FL
North Apollo,3,PA
Cotati,3,CA
Petoskey,4,MI
Channahon,4,IL
Snellville,4,GA
Pine Flat Dam,4,CA
"Saint Joseph Parish (Mountain View, California)",10,CA
Loving County,3,TX
Carnesville,4,GA
Mountain Lodge Park,4,NY
Sanibel,3,FL
Alapaha,4,GA
Corona,2,CA
Lilburn,3,GA
Edison,2,GA
Rochester Hills,3,MI
University at Buffalo,4,NY
Jackson Lake (Georgia),6,GA
Moon Lake,3,FL
Wewahitchka,6,FL
Pearland,3,TX
Jamaica Beach,3,TX
Hemlock Lake,4,NY
Belleair Beach,4,FL
Capital University,3,OH
Burnt Store Marina,4,FL
Mount Vernon Nazarene University,6,OH
Newaygo,4,MI
Tillson,3,NY
Fallsburg,3,NY
Duncan Falls,3,OH
Cathedral City,4,CA
Washington Avenue Immigration Station,5,PA
Golden Gate University,4,CA
Sunset Beach,3,NC
Loveland Park,4,OH
Royersford,4,PA
Beaver Falls,3,PA
Curtisville,3,PA
Greenview,3,IL
Great Craggy Mountains,6,NC
Obetz,3,OH
Kirtland,4,OH
Cheboygan,4,MI
Austell,3,GA
Level Green,3,PA
Wyanet,4,IL
Ottawa Hills,3,OH
Albemarle,4,NC
Country Club Estates,4,GA
Ridgway,3,PA
Griggs University,4,MI
The Plains,3,OH
Albany,2,NY
Waycross,3,GA
Palm Beach Shores,4,FL
Cobb County,4,GA
Gahanna,4,OH
Morthland College,5,IL
Boyd,2,TX
South Holland,3,IL
Bogue,3,NC
Matamoras,4,PA
Lathrup Village,5,MI
Mammoth Pool Reservoir,5,CA
South Daytona,3,FL
Cedartown,3,GA
Birch Run,3,MI
Heritage Pines,3,FL
Granite Bay,3,CA
Indian Lake Estates,4,FL
Marble Cliff,3,OH
Pinnacle,4,NC
Tatamy,3,PA
West DeLand,4,FL
Royal Oak Music Theatre,5,MI
Frazer,3,PA
Lake Lorelei,4,OH
Pen Mar,3,PA
Manteno,3,IL
Buffalo Gap,3,TX
Oakland County,3,MI
Dutch Island,3,GA
Blasdell,3,NY
Wamac,4,IL
Gamewell,3,NC
Roscommon,3,MI
Doraville,3,GA
West Bradenton,5,FL
Hudson Bend,3,TX
Hollister,3,CA
Jeromesville,4,OH
New Straitsville,4,OH
Woodland Beach,3,MI
Danvers,3,IL
Somis,3,CA
Kenly,3,NC
Keego Harbor,4,MI
McKinney Acres,4,TX
Bunnlevel,4,NC
Royersford,4,PA
Olympia Centre,3,IL
Chattahoochee County,7,GA
Womelsdorf,5,PA
Plymouth Meeting,3,PA
Leavittsburg,5,OH
Newman,2,CA
Fort Johnson,3,NY
Kountze,4,TX
Melbourne Village,3,FL
Red Springs,3,NC
Dowagiac,4,MI
Quaker City,4,OH
Loganville,3,GA
Chillicothe,5,OH
Marquette,3,MI
Dortches,3,NC
Elsie,3,MI
Peachtree City,5,GA
East Atlantic Beach,4,NY
North Pekin,4,IL
Beckett Ridge,4,OH
Golf Manor,3,OH
Peachland,3,NC
Aviston,3,IL
Raoul,3,GA
Canyon Lake,3,TX
East Newnan,4,GA
Premier Flight Academy,4,OH
Day Valley,3,CA
Gulf Stream,3,FL
Deer Creek,3,IL
Mahomet,4,IL
Monroeville,5,PA
Brittany Farms-The Highlands,6,PA
Vassar,3,MI
Laurys Station,5,PA
Catoosa County,5,GA
Euharlee,4,GA
Glenwood Landing,4,NY
Houghton Lake,4,MI
Wake County,3,NC
Jan Phyl Village,5,FL
Bolindale,3,OH
Kincheloe,4,MI
Lavonia,3,GA
Robert Lee,3,TX
Detroit Windsor Dance Academy,5,MI
Fontana Lake,4,NC
Grayling,3,MI
Oliver,2,PA
Dinuba,3,CA
Westfield Center,4,OH
Millers Creek,4,NC
Fort Gaines,3,GA
Wake Village,3,TX
Mio,2,MI
Solar Star,3,CA
Cataula,3,GA
Planada,3,CA
Lake Heritage,3,PA
James City,3,NC
Bonnie Brae,4,IL
Lakeside City,4,TX
Del Mar,3,CA
Benzonia,3,MI
East Berlin,3,PA
Broxton,3,GA
Foster City,3,CA
Gaines County,4,TX
Pittsburg,4,CA
West Hurley,3,NY
Presque Isle Harbor,5,MI
Hertford,4,NC
Mills River,3,NC
Clarktown,3,OH
Georgia Institute of Technology College of Architecture,8,GA
Chippewa Lake,4,OH
Florida Atlantic University,4,FL
O'Donnell,4,TX
Cheboygan County,5,MI
Dearborn Heights,4,MI
New York,3,NY
Gerber,3,CA
Roslyn,3,PA
Gratis,2,OH
Stockertown,4,PA
Lincolndale,4,NY
Hooven,3,OH
Glascock County,4,GA
Ansonville,3,NC
Citrus City,3,TX
Finneytown,4,OH
Hoschton,4,GA
Ojai,3,CA
Rantoul,3,IL
Swepsonville,5,NC
Napoleon,2,OH
Candlewood Lake,4,OH
Haw River,3,NC
Apopka,4,FL
Lorain County,4,OH
Spring Arbor University,4,MI
Ochiltree County,5,TX
Westmere,3,NY
Freestone County,4,TX
Long Island University,4,NY
Twinsburg,3,OH
Loma Rica,4,CA
Tuscola,3,IL
Brandman University,4,CA
Chapel Hill,3,NC
Sugarcreek,3,PA
War Memorial Opera House,5,CA
Mattoon,3,IL
Brownfield,3,TX
Girardville,4,PA
Avalon Regal Theater,5,IL
Bethune-Cookman University,7,FL
Big Rock,3,IL
Isle of Hope,4,GA
Evanston,3,IL
Milledgeville,4,GA
McLean County,4,IL
Mount Sinai,3,NY
Rosiclare,4,IL
Barnardsville,4,NC
East San Gabriel,4,CA
Lake Winfield Scott,4,GA
University of Georgia Graduate School,6,GA
Sankertown,4,PA
Arcade,2,GA
Wallis,2,TX
Pasatiempo,4,CA
Gouldsboro,5,PA
"Ohio Theatre (Cleveland, Ohio)",8,OH
Denair,3,CA
University of the Incarnate Word,7,TX
Red Springs,3,NC
Columbia County,3,GA
Copiague,4,NY
Holbrook,3,NY
Bardmoor,3,FL
North Merrick,3,NY
Wolverine Lake,3,MI
Lincolndale,4,NY
Shorter University,4,GA
Taft Mosswood,5,CA
Bartonville,3,IL
Beeville,3,TX
Baker College,3,MI
West Easton,3,PA
New Hanover County,4,NC
Orland Hills,4,IL
Sylvan Lake,4,MI
Willoughby,3,OH
Belleair,3,FL
Crescent City,4,CA
Mount Pocono,4,PA
Pigeon Creek,3,OH
Westwood Shores,4,TX
Anaheim University,4,CA
Westfield Center,4,OH
Milledgeville,4,GA
Acton,3,CA
Naperville,4,IL
Mono Lake,3,CA
Duke University,3,NC
Swansboro,4,NC
McRae-Helena,5,GA
Queens County,3,NY
Sag Harbor,3,NY
Kennett Square,4,PA
Menard,3,TX
Whitemarsh Island,5,GA
Port Sanilac,5,MI
Weatherly,3,PA
Hemlock Farms,4,PA
Yadkin College,5,NC
Buford,3,GA
Allen Park,3,MI
Hillsdale County,4,MI
Casey,2,IL
Albany Technical College,4,GA
Horse Shoe,3,NC
Mount Blanchard,3,OH
Runge,3,TX
San Patricio County,4,TX
Bret Harte,4,CA
Toombs County,4,GA
Ridgecrest,3,CA
Lambertville,3,MI
California Baptist University,4,CA
Browntown,3,PA
Fairmont City,4,IL
Argenta,3,IL
North Decatur,3,GA
Seminole,4,FL
Wampsville,4,NY
Kankakee County,5,IL
Coulterville,4,IL
Leipsic,4,OH
Knightdale,3,NC
Holden Heights,4,FL
Wellston,3,OH
Ferris,3,TX
Sugar Grove,3,IL
Millheim,3,PA
Lake Sherwood,3,CA
Valle Vista,3,CA
College of Coastal Georgia,5,GA
Rialto,4,CA
Irwinton,4,GA
South Canal,3,OH
Coal City,3,IL
Quinnesec,4,MI
Heidelberg University,3,OH
Smiley,3,TX
University of South Florida,5,FL
Van Horn,3,TX
North Bellport,4,NY
Lampasas,3,TX
Briarcliff Manor,5,NY
Gastonville,4,PA
Homestead Meadows North,5,TX
King Mountain Wind Farm,5,TX
Maury,3,NC
Lake Travis,3,TX
Stokes County,3,NC
Terra Bella,3,CA
Stormstown,3,PA
Roslyn Heights,4,NY
Jefferson Heights,3,NY
Wyoming,2,MI
Northeast Ohio Medical University,5,OH
Bairdford,4,PA
De Leon,3,TX
Wrens,3,GA
Coldspring,3,TX
Lynwood,3,CA
Glascock County,4,GA
Arkport,3,NY
Montour Falls,4,NY
Lakemont,4,PA
Fillmore,3,CA
Altamaha Technical College,6,GA
Aguanga,3,CA
Rocky Point,3,NY
Big Pink,3,NY
Gastonville,4,PA
Maybrook,3,NY
Bonsall,3,CA
Midwestern Baptist College,5,MI
Ashokan Reservoir,5,NY
Anderson Creek,3,NC
Frankenmuth,4,MI
East Butler,3,PA
Patterson Heights,3,PA
Santa Paula,3,CA
Kettleman City,5,CA
Rock Spring,3,GA
Terra Bella,3,CA
Academy of Chinese Culture and Health Sciences,8,CA
Kennedy,2,CA
Niagara Falls,3,NY
Upper Brookville,4,NY
Pinehurst,3,NC
Elkin,3,NC
Scioto County,5,OH
Melville,3,NY
New Birth Missionary Baptist Church,6,GA
Scottdale,3,GA
Wayne County,3,MI
New Freedom,3,PA
University of Scranton,4,PA
Dobbins Heights,5,NC
Walnut Springs,3,TX
Hickory,3,NC
East Lansing,3,MI
Norwood,3,OH
Laingsburg,4,MI
Hapeville,4,GA
West Nyack,4,NY
Pewamo,3,MI
Berkeley Lake,3,GA
Auberry,4,CA
Collingdale,4,PA
"Cathedral Church of St. Luke (Orlando, Florida)",13,FL
Cambridge Springs,3,PA
State University of New York at Brockport,9,NY
Witt,2,IL
West Homestead,3,PA
Palmer Mansion,3,IL
Northwest Ithaca,3,NY
Koppel,3,PA
Albemarle,4,NC
Crest Hill,3,IL
Unionville,3,NC
University of West Florida,5,FL
Mars Hill,3,NC
Tuscarawas,5,OH
Transylvania County,4,NC
Bagwell College of Education,6,GA
Wixom,4,MI
Shackelford County,5,TX
Villa Grove,3,IL
Dutchess County,5,NY
Santa Barbara County,4,CA
University of Michigan College of Pharmacy,7,MI
Apopka,4,FL
Barrington Hills,4,IL
Buncombe County,4,NC
Cass City,3,MI
Tarboro,3,NC
Murrysville,4,PA
McBain,3,MI
West Ishpeming,5,MI
Point Baker,3,FL
Temple Terrace,3,FL
Crosby County,4,TX
Linglestown,4,PA
Roslyn Estates,4,NY
Reddick,3,FL
Inez,3,TX
Cooleemee,4,NC
Lee,2,FL
Norman Park,3,GA
Sanilac County,5,MI
Almont,3,MI
Texas Tech University at Abilene,7,TX
Blairsville,4,PA
Muskegon,4,MI
West County Energy Center,5,FL
Bret Harte,4,CA
Elfers,3,FL
Flint,2,MI
Palm Desert,3,CA
Sewall's Point,6,FL
Byesville,4,OH
Wyndmoor,4,PA
Zavala County,5,TX
Mackinaw City,4,MI
Gholson,4,TX
Belhaven,3,NC
University of Texas at Arlington College of Engineering,9,TX
Whitmore Lake,4,MI
Thomas University,3,GA
Genesee County,4,MI
Greensboro,3,NC
Boothwyn,3,PA
Arvin,3,CA
Charlton County,4,GA
Pennsbury Village,5,PA
Wayne,2,MI
Dade City,3,FL
North Gates,3,NY
Ford Rotunda,4,MI
Alger County,3,MI
East Flat Rock,4,NC
Thornwood,3,NY
Roxana,3,IL
Kenton,3,OH
Pitt County,3,NC
Oldsmar,3,FL
Temperance,3,MI
Machesney Park,5,IL
Port Carbon,3,PA
Matinecock,4,NY
Flushing,3,MI
Wakeman,3,OH
Saint John Fisher College,5,NY
Mountain Park,3,GA
Holiday Shores,3,IL
Au Sable,3,MI
Kermit,3,TX
Braidwood,4,IL
Lake Jesup,4,FL
East Newnan,4,GA
Bagwell College of Education,6,GA
Gamewell,3,NC
University of St. Francis,6,IL
Depew,3,NY
Fordham Graduate School of Arts and Sciences,9,NY
Elizabeth City State University,5,NC
Ai,2,OH
Tracy,2,CA
Montezuma,3,GA
New Square,3,NY
Solon,3,OH
Rockdale County,4,GA
Conneaut,3,OH
Simi Hills,4,CA
Pembroke Park,4,FL
North Wilkesboro,4,NC
Bouquet Reservoir,4,CA
"Basilica of the Sacred Hearts of Jesus and Mary (Southampton, New York)",17,NY
Crainville,4,IL
Maple Ridge,3,OH
Blewett Falls Lake,6,NC
Lithia Springs,4,GA
Apple Creek,3,OH
Tamaroa,3,IL
Tatamy,3,PA
Burt,2,MI
Bemiss,3,GA
Birch Run,3,MI
Crompond,3,NY
Attapulgus,5,GA
Santa Maria,3,CA
Tarentum,4,PA
Lake Georgetown,3,TX
Munising,3,MI
Settles Hotel,4,TX
North Rose,3,NY
Mountain View,3,CA
Devola,3,OH
Snellville,4,GA
Butts County,4,GA
Laurel University,3,NC
Charlotte Harbor,3,FL
Baldwinsville,4,NY
Seneca Lake (New York),8,NY
Appling,3,GA
Life University,3,GA
De Witt County,4,IL
Lakemoor,4,IL
Southwest Ranches,4,FL
California Polytechnic State University,5,CA
Palos Heights,4,IL
Bodfish,3,CA
State University of New York at Canton,8,NY
Canal Fulton,3,OH
Steuben County,4,NY
North Catasauqua,6,PA
California Coast University,4,CA
Hanna Theatre,3,OH
Howe,3,TX
Brinckerhoff,4,NY
Bowen,3,IL
Fordham Graduate School of Arts and Sciences,9,NY
Young County,3,TX
Page Park,3,FL
Toronto,2,OH
Ladera Heights,4,CA
Keego Harbor,4,MI
Pewamo,3,MI
New Melones Lake,5,CA
Hillside Lake,4,NY
Flagler Beach,4,FL
"Holy Name of Jesus Cathedral (Raleigh, North Carolina)",12,NC
Cohutta,3,GA
Honey Lake,3,CA
Southwest Sandhill,4,TX
Luzerne County,4,PA
Bowdon,3,GA
Northlakes,3,NC
Poulan,3,GA
State University of New York at Geneseo,10,NY
Boulder Hill,3,IL
Ionia,3,MI
New York Theatre Workshop,5,NY
Lake Allatoona,5,GA
Tekonsha,4,MI
East Galesburg,4,IL
New Straitsville,4,OH
Ore City,3,TX
Plain View,3,NC
Merritt Park,5,NY
Alpena County,4,MI
Piper City,3,IL
Pinecrest,4,FL
Ardsley,4,NY
Claxton,3,GA
River Grove,3,IL
Cochran,3,GA
Odum School of Ecology,6,GA
Medina Lake,4,TX
Calumet Park,4,IL
Caseyville,3,IL
Taliaferro County,5,GA
