prompt,prompt_len,target
(1*(2+2)),8,4
(1+(5*9)),8,46
(8*(9+7)),8,128
(6*(6-8)),8,-12
(1-(1*1)),8,0
(9*(9+7)),8,144
(6*(3-2)),8,6
(4*(7-9)),8,-8
(9*(3+9)),8,108
(4+(8*2)),8,20
(8+(4*6)),8,32
(8-(2*7)),8,-6
(3*(7-6)),8,3
(3*(2+9)),8,33
(1+(5*9)),8,46
(1*(2+1)),8,3
(2*(1+3)),8,8
(8*(4-8)),8,-32
(6*(7-8)),8,-6
(9+(9*4)),8,45
(8-(1*3)),8,5
(1*(9-5)),8,4
(7*(5+2)),8,49
(1*(8+6)),8,14
(4*(4-3)),8,4
(9+(8*4)),8,41
(6+(1*9)),8,15
(5*(7-7)),8,0
(5-(9*2)),8,-13
(3*(4-8)),8,-12
(3*(2+7)),8,27
(5-(9*9)),8,-76
(7+(8*3)),8,31
(6+(7*7)),8,55
(8*(5+4)),8,72
(5-(6*6)),8,-31
(1-(4*4)),8,-15
(8-(5*6)),8,-22
(5-(3*3)),8,-4
(7-(4*2)),8,-1
(5+(4*2)),8,13
(7+(8*6)),8,55
(1-(2*8)),8,-15
(4*(7+6)),8,52
(7*(3-7)),8,-28
(8*(6+6)),8,96
(3*(5-7)),8,-6
(7*(4+1)),8,35
(4*(4-5)),8,-4
(6-(2*6)),8,-6
(5*(3-5)),8,-10
(9-(1*2)),8,7
(5*(1-1)),8,0
(5+(9*1)),8,14
(1*(4-1)),8,3
(5+(1*9)),8,14
(5-(6*3)),8,-13
(4*(1-9)),8,-32
(1*(7+7)),8,14
(3*(8+4)),8,36
(5*(5+2)),8,35
(2-(5*3)),8,-13
(4+(8*7)),8,60
(4*(9-4)),8,20
(3*(2-3)),8,-3
(6*(5-1)),8,24
(7+(5*5)),8,32
(3-(3*8)),8,-21
(3*(5+6)),8,33
(4*(9+9)),8,72
(7+(7*4)),8,35
(8-(7*1)),8,1
(4+(5*9)),8,49
(1*(9-9)),8,0
(8+(1*9)),8,17
(9-(6*4)),8,-15
(3*(5+3)),8,24
(8*(8+4)),8,96
(6*(8-5)),8,18
(3-(4*9)),8,-33
(8*(2+7)),8,72
(8*(7+5)),8,96
(2-(6*7)),8,-40
(6*(3-3)),8,0
(5-(8*1)),8,-3
(9*(4-1)),8,27
(5+(5*5)),8,30
(3-(4*2)),8,-5
(7*(3+1)),8,28
(9*(3+8)),8,99
(1+(6*6)),8,37
(5-(6*2)),8,-7
(8*(6+6)),8,96
(9-(9*9)),8,-72
(3*(1+2)),8,9
(5*(8-4)),8,20
(3*(4+9)),8,39
(4*(6-2)),8,16
(6+(6*8)),8,54
(7*(3-4)),8,-7
(1-(4*2)),8,-7
(3-(7*5)),8,-32
(5-(5*5)),8,-20
(4*(2+4)),8,24
(4-(3*3)),8,-5
(3*(7+8)),8,45
(9-(3*6)),8,-9
(2*(9+1)),8,20
(5-(8*3)),8,-19
(7-(9*3)),8,-20
(5*(1-1)),8,0
(7-(6*8)),8,-41
(1+(2*4)),8,9
(6+(4*8)),8,38
(6*(8-9)),8,-6
(4*(6-8)),8,-8
(6*(9+8)),8,102
(5+(8*5)),8,45
(2*(6-6)),8,0
(6-(8*3)),8,-18
(4*(2+7)),8,36
(8-(8*5)),8,-32
(9+(1*2)),8,11
(6*(4-9)),8,-30
(7+(7*3)),8,28
(1*(1+2)),8,3
(6*(2+5)),8,42
(4+(3*4)),8,16
(5-(3*6)),8,-13
(7+(7*9)),8,70
(1-(6*4)),8,-23
(9*(8-9)),8,-9
(1*(8+3)),8,11
(8+(4*2)),8,16
(5*(9-2)),8,35
(5+(5*6)),8,35
(1-(4*3)),8,-11
(6+(6*1)),8,12
(2-(4*9)),8,-34
(3*(4-1)),8,9
(7*(7+4)),8,77
(7*(5+2)),8,49
(2*(2+8)),8,20
(2*(9+1)),8,20
(4*(5+3)),8,32
(4-(7*3)),8,-17
(3+(5*6)),8,33
(2+(7*2)),8,16
(4-(3*4)),8,-8
(1*(6+7)),8,13
(7+(5*7)),8,42
(9+(1*7)),8,16
(5-(3*7)),8,-16
(4+(7*9)),8,67
(4*(2-9)),8,-28
(9-(2*9)),8,-9
(9+(5*3)),8,24
(2*(9+8)),8,34
(9+(5*5)),8,34
(1*(1+6)),8,7
(7-(9*4)),8,-29
(9-(6*4)),8,-15
(9*(5-1)),8,36
(5*(4-7)),8,-15
(7+(7*1)),8,14
(5+(5*7)),8,40
(4*(8+9)),8,68
(8*(4+8)),8,96
(3*(7+3)),8,30
(3*(6+3)),8,27
(6-(5*1)),8,1
(1*(4-1)),8,3
(9+(4*2)),8,17
(4*(7-3)),8,16
(6*(8-1)),8,42
(1*(9-4)),8,5
(1*(3-2)),8,1
(9-(1*8)),8,1
(1-(1*1)),8,0
(5-(6*4)),8,-19
(2*(9+1)),8,20
(6*(8-3)),8,30
(9*(6+2)),8,72
(4-(2*4)),8,-4
(7*(7+8)),8,105
(7-(8*4)),8,-25
(8+(7*6)),8,50
(5-(5*2)),8,-5
(8*(8-8)),8,0
(9*(1-7)),8,-54
(2+(8*9)),8,74
(2*(9-1)),8,16
(9*(5-9)),8,-36
(1*(4+1)),8,5
(1*(2+7)),8,9
(9*(4+9)),8,117
(2-(1*7)),8,-5
(1-(5*4)),8,-19
(7-(7*3)),8,-14
(4*(7+3)),8,40
(5*(4+5)),8,45
(5-(1*7)),8,-2
(9*(4+7)),8,99
(4*(7+8)),8,60
(9+(1*2)),8,11
(7+(6*9)),8,61
(1-(4*4)),8,-15
(7*(7-6)),8,7
(5-(1*2)),8,3
(2-(1*9)),8,-7
(3-(4*6)),8,-21
(1+(9*2)),8,19
(6*(4-6)),8,-12
(1*(9-2)),8,7
(6-(3*4)),8,-6
(7-(4*5)),8,-13
(9+(8*5)),8,49
(8*(3+1)),8,32
(7*(7+2)),8,63
(2*(4+7)),8,22
(7-(8*2)),8,-9
(5-(8*2)),8,-11
(5+(7*8)),8,61
(9-(7*3)),8,-12
(3*(3+7)),8,30
(3-(9*6)),8,-51
(4-(5*2)),8,-6
(1*(3-8)),8,-5
(8*(7+3)),8,80
(1*(7+7)),8,14
(3*(8-1)),8,21
(6*(1+3)),8,24
(6-(4*8)),8,-26
(2-(8*2)),8,-14
(3+(9*7)),8,66
(5*(5-1)),8,20
(1-(7*6)),8,-41
(2-(2*2)),8,-2
(7*(2-8)),8,-42
(3+(8*6)),8,51
(3+(9*7)),8,66
(1*(1+9)),8,10
(2*(7+8)),8,30
(4-(5*8)),8,-36
(5*(7-3)),8,20
(1*(5-4)),8,1
(9*(5-6)),8,-9
(4-(1*8)),8,-4
(4-(5*9)),8,-41
(9-(7*1)),8,2
(8*(6+3)),8,72
(8*(4-7)),8,-24
(1-(8*1)),8,-7
(9+(1*9)),8,18
(5*(7-3)),8,20
(8*(9+2)),8,88
(3+(9*4)),8,39
(3-(2*1)),8,1
(9*(7+8)),8,135
(7*(8+2)),8,70
(6*(6-5)),8,6
(2*(2-1)),8,2
(1-(3*5)),8,-14
(3+(7*6)),8,45
(3*(3+8)),8,33
(1-(5*7)),8,-34
(1*(1+8)),8,9
(6*(7-4)),8,18
(9+(8*8)),8,73
(4-(7*6)),8,-38
(2-(3*2)),8,-4
(8*(6+6)),8,96
(4*(5-2)),8,12
(4*(6-4)),8,8
(4-(9*7)),8,-59
(9*(9-6)),8,27
(7-(5*9)),8,-38
(2*(3+6)),8,18
(8*(4-2)),8,16
(4+(2*2)),8,8
(4-(4*2)),8,-4
(9*(3+8)),8,99
(3*(2-2)),8,0
(6*(8-1)),8,42
(7-(4*2)),8,-1
(3*(4+5)),8,27
(2+(7*1)),8,9
(1*(6-9)),8,-3
(7-(3*5)),8,-8
(2+(3*7)),8,23
(4-(9*7)),8,-59
(7*(1-1)),8,0
(6+(6*8)),8,54
(1*(7+7)),8,14
(3-(4*3)),8,-9
(2*(1+8)),8,18
(1*(2-6)),8,-4
(6*(2-6)),8,-24
(8*(8-4)),8,32
(2*(5+2)),8,14
(4+(5*9)),8,49
(3+(2*3)),8,9
(2*(4-8)),8,-8
(8*(5+3)),8,64
(6*(7+4)),8,66
(8-(6*8)),8,-40
(1*(7-5)),8,2
(8+(7*6)),8,50
(3+(8*1)),8,11
(1-(7*8)),8,-55
(6*(2-3)),8,-6
(5+(4*2)),8,13
(5-(5*7)),8,-30
(9-(4*4)),8,-7
(7-(3*1)),8,4
(8*(4+2)),8,48
(3*(2-3)),8,-3
(5*(1-7)),8,-30
(8*(6+6)),8,96
(5*(1-7)),8,-30
(6+(4*7)),8,34
(5+(2*7)),8,19
(8*(9-9)),8,0
(8+(7*8)),8,64
(7*(5-6)),8,-7
(4+(8*6)),8,52
(5*(8-4)),8,20
(1*(4+9)),8,13
(3-(1*9)),8,-6
(9-(9*5)),8,-36
(3+(5*4)),8,23
(6-(7*2)),8,-8
(8-(8*8)),8,-56
(2*(4-5)),8,-2
(7*(8+3)),8,77
(6+(7*3)),8,27
(3*(5-9)),8,-12
(5+(9*1)),8,14
(8+(4*3)),8,20
(5*(4+9)),8,65
(4*(1-7)),8,-24
(4+(8*5)),8,44
(6+(9*2)),8,24
(7-(3*2)),8,1
(1*(9-5)),8,4
(6*(3+7)),8,60
(9*(3+9)),8,108
(5*(9+2)),8,55
(6-(3*5)),8,-9
(4-(8*4)),8,-28
(3-(8*6)),8,-45
(9+(8*1)),8,17
(4+(3*3)),8,13
(6+(2*9)),8,24
(7+(1*8)),8,15
(4-(6*3)),8,-14
(1*(2-3)),8,-1
(2*(9-1)),8,16
(9-(2*8)),8,-7
(3*(4-4)),8,0
(9+(2*7)),8,23
(1*(9-1)),8,8
(6*(3-4)),8,-6
(5*(9-4)),8,25
(9-(1*1)),8,8
(1-(7*2)),8,-13
(9*(4-8)),8,-36
(3+(9*1)),8,12
(8-(6*3)),8,-10
(3-(8*5)),8,-37
(9*(7-9)),8,-18
(3+(9*8)),8,75
(7-(8*9)),8,-65
(6*(9-3)),8,36
(6-(1*2)),8,4
(2*(4+1)),8,10
(5*(4-3)),8,5
(6*(3-9)),8,-36
(4*(8-1)),8,28
(4-(2*4)),8,-4
(1-(1*7)),8,-6
(8*(2+8)),8,80
(7+(5*2)),8,17
(4*(6-6)),8,0
(7-(2*8)),8,-9
(8+(5*4)),8,28
(8-(5*2)),8,-2
(9*(2+3)),8,45
(2*(6-4)),8,4
(8-(7*9)),8,-55
(6*(5+2)),8,42
(4*(9-3)),8,24
(7*(3+7)),8,70
(5*(6+9)),8,75
(5-(9*1)),8,-4
(4*(8+1)),8,36
(2-(2*6)),8,-10
(2*(6-7)),8,-2
(6+(5*4)),8,26
(2-(5*7)),8,-33
(1+(5*5)),8,26
(5*(4-2)),8,10
(4*(6-7)),8,-4
(2-(8*5)),8,-38
(7-(3*8)),8,-17
(3*(6-9)),8,-9
(7*(2-4)),8,-14
(6*(8-2)),8,36
(3-(9*9)),8,-78
(1+(3*5)),8,16
(4+(2*4)),8,12
(1*(2-2)),8,0
(1-(4*3)),8,-11
(3-(9*5)),8,-42
(3*(4-4)),8,0
(8-(7*1)),8,1
(9+(1*1)),8,10
(5+(1*8)),8,13
(1*(1+1)),8,2
(9*(1-4)),8,-27
(8-(2*7)),8,-6
(1+(5*9)),8,46
(1-(8*9)),8,-71
(3+(1*6)),8,9
(6-(1*4)),8,2
(8+(1*1)),8,9
(2*(3+2)),8,10
(7+(8*6)),8,55
(6*(7+5)),8,72
(3+(6*6)),8,39
(5-(3*9)),8,-22
(8-(8*9)),8,-64
(4*(2+4)),8,24
(1*(1-7)),8,-6
(8-(5*9)),8,-37
(6*(1+7)),8,48
(6+(5*9)),8,51
(8-(2*1)),8,6
(9*(8-9)),8,-9
(1-(5*8)),8,-39
(3*(6-8)),8,-6
(2-(8*9)),8,-70
(4+(4*1)),8,8
(1-(4*6)),8,-23
(5*(1-2)),8,-5
(3*(5-2)),8,9
(8+(1*7)),8,15
(7+(6*6)),8,43
(2*(8-1)),8,14
(5-(8*5)),8,-35
(2+(4*7)),8,30
(1+(1*9)),8,10
(5+(4*6)),8,29
(4*(5+2)),8,28
(4+(9*5)),8,49
(7+(2*3)),8,13
(5*(9+4)),8,65
(5*(9-8)),8,5
(1*(8-8)),8,0
(8+(1*3)),8,11
(9-(1*2)),8,7
(6*(3-6)),8,-18
(4-(2*8)),8,-12
(6-(5*7)),8,-29
(1-(6*2)),8,-11
(7*(4-5)),8,-7
(1-(4*9)),8,-35
(7*(4+3)),8,49
(4-(7*8)),8,-52
(6-(3*2)),8,0
(1-(4*5)),8,-19
(1+(2*2)),8,5
(6-(2*5)),8,-4
(9+(7*6)),8,51
(1+(2*2)),8,5
(2-(7*9)),8,-61
(2*(3-5)),8,-4
(5+(9*9)),8,86
(2*(7+5)),8,24
(5*(9-9)),8,0
(7-(4*1)),8,3
(5+(8*2)),8,21
(7+(9*9)),8,88
(8*(9-5)),8,32
(9*(4-4)),8,0
(2-(3*5)),8,-13
(7-(8*2)),8,-9
(6-(3*7)),8,-15
(8*(6+6)),8,96
(5-(3*9)),8,-22
(5-(6*3)),8,-13
(5*(3-6)),8,-15
(5*(6-6)),8,0
(9*(7+7)),8,126
(4+(3*7)),8,25
(1-(1*6)),8,-5
(8*(3+6)),8,72
(2*(8-5)),8,6
(2+(4*4)),8,18
(8*(6+2)),8,64
(9*(9+7)),8,144
(8+(5*3)),8,23
(9-(1*2)),8,7
(7*(3+5)),8,56
(7-(1*4)),8,3
(6*(6-1)),8,30
(1-(2*9)),8,-17
(5*(1-4)),8,-15
(1-(3*2)),8,-5
(6-(7*4)),8,-22
(7*(4-5)),8,-7
(2*(9+8)),8,34
(6+(5*4)),8,26
(4*(2-7)),8,-20
(6+(5*6)),8,36
(9-(5*3)),8,-6
(9*(9+8)),8,153
(7*(8-2)),8,42
(5+(5*2)),8,15
(8*(2-7)),8,-40
(2-(8*2)),8,-14
(1*(4+1)),8,5
(4+(1*4)),8,8
(9+(5*7)),8,44
(8-(4*5)),8,-12
(8*(2+1)),8,24
(8+(1*3)),8,11
(3*(2-2)),8,0
(2*(2-7)),8,-10
(9*(8+6)),8,126
(4-(2*5)),8,-6
(6*(3-1)),8,12
(4+(9*6)),8,58
(6+(6*7)),8,48
(1*(5+8)),8,13
(4*(4-4)),8,0
(5*(1-7)),8,-30
(5-(4*7)),8,-23
(6+(3*6)),8,24
(3-(8*3)),8,-21
(2*(6+8)),8,28
(6*(3-4)),8,-6
(6-(7*3)),8,-15
(9+(9*4)),8,45
(4-(5*1)),8,-1
(6+(4*3)),8,18
(7+(3*4)),8,19
(7*(6+6)),8,84
(4*(3-7)),8,-16
(8*(8+2)),8,80
(5*(9-4)),8,25
(3*(7+5)),8,36
(6*(1+8)),8,54
(4*(1-8)),8,-28
(6-(6*5)),8,-24
(3-(6*8)),8,-45
(2*(9+6)),8,30
(3*(6+4)),8,30
(4*(2-3)),8,-4
(1*(8-4)),8,4
(1*(8-1)),8,7
(5*(4+9)),8,65
(5+(5*8)),8,45
(2*(7+1)),8,16
(9+(6*6)),8,45
(4*(2-1)),8,4
(6-(4*8)),8,-26
(1*(2-7)),8,-5
(5*(7+7)),8,70
(8+(8*2)),8,24
(9*(8+4)),8,108
(8*(9+5)),8,112
(7+(9*5)),8,52
(1+(5*4)),8,21
(8+(4*7)),8,36
(2-(7*2)),8,-12
(8*(4-6)),8,-16
(4*(6+1)),8,28
(2-(3*1)),8,-1
(7*(7-5)),8,14
(1*(4+5)),8,9
(5-(3*9)),8,-22
(3+(7*6)),8,45
(2-(5*1)),8,-3
(8-(3*3)),8,-1
(4*(6+7)),8,52
(1*(8+6)),8,14
(5*(1-1)),8,0
(1-(3*3)),8,-8
(2*(2-8)),8,-12
(9-(2*2)),8,5
(3*(4+1)),8,15
(5*(3+6)),8,45
(3+(3*3)),8,12
(3*(1-8)),8,-21
(1*(2+4)),8,6
(9-(9*2)),8,-9
(7*(5+5)),8,70
(9-(7*8)),8,-47
(4-(3*8)),8,-20
(2*(6+4)),8,20
(8-(8*8)),8,-56
(5*(7-4)),8,15
(7*(6-5)),8,7
(9*(5-7)),8,-18
(4+(7*2)),8,18
(4-(2*8)),8,-12
(6+(1*2)),8,8
(9*(4+2)),8,54
(8*(4+4)),8,64
(3+(5*2)),8,13
(6*(6+2)),8,48
(8*(5-9)),8,-32
(2-(3*5)),8,-13
(4*(8-1)),8,28
(8+(2*8)),8,24
(4+(4*3)),8,16
(2+(9*8)),8,74
(5+(9*5)),8,50
(8-(5*5)),8,-17
(1*(7-1)),8,6
(3*(6-4)),8,6
(6-(7*5)),8,-29
(2-(3*9)),8,-25
(8*(6+7)),8,104
(2*(5+5)),8,20
(4+(3*5)),8,19
(9*(2-3)),8,-9
(6+(6*3)),8,24
(4*(1-4)),8,-12
(7-(5*4)),8,-13
(1*(9-6)),8,3
(1*(5+4)),8,9
(2-(3*6)),8,-16
(9*(5-8)),8,-27
(5-(2*1)),8,3
(9*(2-9)),8,-63
(3-(6*6)),8,-33
(4*(9-2)),8,28
(2+(6*4)),8,26
(7*(9+2)),8,77
(5*(3+1)),8,20
(4*(3+6)),8,36
(8-(1*7)),8,1
(1-(2*6)),8,-11
(4*(4-4)),8,0
(7*(3-6)),8,-21
(3*(3-6)),8,-9
(5-(7*7)),8,-44
(9*(9+5)),8,126
(9-(5*4)),8,-11
(5*(6+6)),8,60
(8+(2*3)),8,14
(5*(9+8)),8,85
(6*(8-3)),8,30
(9+(1*5)),8,14
(4*(2+3)),8,20
(4*(5-3)),8,8
(7+(3*9)),8,34
(3+(1*2)),8,5
(9-(2*1)),8,7
(5-(9*5)),8,-40
(6-(4*1)),8,2
(2+(9*5)),8,47
(8-(3*3)),8,-1
(4-(2*3)),8,-2
(6*(8-6)),8,12
(1+(9*7)),8,64
(3*(4-6)),8,-6
(1*(8+6)),8,14
(9*(9-5)),8,36
(8*(2+3)),8,40
(3*(8-1)),8,21
(3+(9*2)),8,21
(9+(4*9)),8,45
(1*(7-4)),8,3
(1*(3+9)),8,12
(4*(7+4)),8,44
(6-(9*9)),8,-75
(9*(6-6)),8,0
(9-(4*6)),8,-15
(4*(5-4)),8,4
(4*(4+5)),8,36
(7*(4+7)),8,77
(4*(5-2)),8,12
(8-(7*5)),8,-27
(3-(2*7)),8,-11
(6*(4+9)),8,78
(3*(8-4)),8,12
(3*(6-3)),8,9
(8*(9+7)),8,128
(4+(9*8)),8,76
(6*(8+3)),8,66
(1+(1*9)),8,10
(5*(7+6)),8,65
(3*(4+6)),8,30
(1+(1*2)),8,3
(3+(3*9)),8,30
(6+(5*3)),8,21
(4*(4-6)),8,-8
(1-(4*3)),8,-11
(7+(9*1)),8,16
(2*(3-1)),8,4
(3*(8+7)),8,45
(5+(1*1)),8,6
(3*(6-9)),8,-9
(4+(7*3)),8,25
(5*(8-7)),8,5
(6-(2*5)),8,-4
(2*(3+1)),8,8
(8+(3*7)),8,29
(7+(9*9)),8,88
(5*(9-7)),8,10
(9*(7-2)),8,45
(3*(3-5)),8,-6
(6+(4*9)),8,42
(3+(2*6)),8,15
(7*(1+7)),8,56
(7*(4+7)),8,77
(9+(9*9)),8,90
(1-(5*2)),8,-9
(7+(9*3)),8,34
(9*(4+7)),8,99
(4*(9-7)),8,8
(6*(5+9)),8,84
(9+(6*5)),8,39
(7+(6*5)),8,37
(8+(2*7)),8,22
(2*(8-6)),8,4
(8*(5+2)),8,56
(1*(3-4)),8,-1
(2-(9*7)),8,-61
(1+(3*2)),8,7
(3-(1*3)),8,0
(2-(1*9)),8,-7
(7*(7-2)),8,35
(6-(2*4)),8,-2
(9*(5+6)),8,99
(5-(6*6)),8,-31
(5+(5*7)),8,40
(2*(3+2)),8,10
(3+(9*7)),8,66
(1-(1*6)),8,-5
(8-(5*6)),8,-22
(8*(7-3)),8,32
(5-(7*5)),8,-30
(6-(7*5)),8,-29
(9*(9+9)),8,162
(7+(1*4)),8,11
(3+(2*1)),8,5
(3-(6*7)),8,-39
(1*(6+5)),8,11
(6+(3*9)),8,33
(4*(1-6)),8,-20
(8*(6+8)),8,112
(7-(4*5)),8,-13
(4-(2*8)),8,-12
(3*(3-5)),8,-6
(7+(6*7)),8,49
(2*(4+1)),8,10
(8-(6*8)),8,-40
(6-(4*5)),8,-14
(3+(9*1)),8,12
(7+(4*6)),8,31
(2+(4*6)),8,26
(4+(9*8)),8,76
(5+(6*2)),8,17
(8-(8*8)),8,-56
(2*(9+3)),8,24
(6-(9*2)),8,-12
(6-(1*6)),8,0
(9*(2+9)),8,99
(2*(7+9)),8,32
(5-(5*5)),8,-20
(2*(5-3)),8,4
(6-(8*2)),8,-10
(3-(4*2)),8,-5
(3+(9*4)),8,39
(7*(8-1)),8,49
(7+(9*7)),8,70
(9+(8*3)),8,33
(9*(7+6)),8,117
(5*(8-9)),8,-5
(6*(9-5)),8,24
(9*(5+3)),8,72
(4*(2+1)),8,12
(1*(6+4)),8,10
(5*(8-1)),8,35
(5*(3+4)),8,35
(2-(1*4)),8,-2
(4*(7+7)),8,56
(3*(8+6)),8,42
(5-(3*9)),8,-22
(3*(7+3)),8,30
(5*(7+8)),8,75
(5*(6+8)),8,70
(7*(4-7)),8,-21
(6*(1+7)),8,48
(6+(7*8)),8,62
(9*(6+2)),8,72
(9+(4*5)),8,29
(3+(8*3)),8,27
(2-(9*8)),8,-70
(2+(3*3)),8,11
(5+(2*3)),8,11
(7+(5*2)),8,17
(1*(4-5)),8,-1
(4*(6-1)),8,20
(2*(4+7)),8,22
(2+(8*7)),8,58
(4*(7+2)),8,36
(3*(8-3)),8,15
(7+(9*9)),8,88
(1+(9*8)),8,73
(8*(9+5)),8,112
(1*(3-9)),8,-6
(1*(4-6)),8,-2
(7-(5*5)),8,-18
(2*(2+7)),8,18
(4*(1-7)),8,-24
(7*(6-6)),8,0
(6*(6-1)),8,30
(3*(8+8)),8,48
(3*(9+6)),8,45
(5*(2+8)),8,50
(9+(5*8)),8,49
(4+(6*1)),8,10
(8*(1+6)),8,56
(3*(3-2)),8,3
(6*(1+9)),8,60
(6+(2*4)),8,14
(2-(9*7)),8,-61
(8+(3*6)),8,26
(7-(2*7)),8,-7
(6*(3+9)),8,72
(5-(5*8)),8,-35
(5+(2*7)),8,19
(8*(9+7)),8,128
(7-(8*1)),8,-1
(7*(1-6)),8,-35
(4+(2*6)),8,16
(6+(8*9)),8,78
(7+(3*1)),8,10
(7*(2+1)),8,21
(7*(6-5)),8,7
(4*(1-1)),8,0
(2*(8-3)),8,10
(6-(2*8)),8,-10
(8+(6*2)),8,20
(6-(4*9)),8,-30
(3*(9-7)),8,6
(1+(5*9)),8,46
(5*(4+3)),8,35
(1-(1*7)),8,-6
(8*(1-7)),8,-48
(2-(7*2)),8,-12
(6-(5*4)),8,-14
(5-(4*8)),8,-27
(3*(4-4)),8,0
(7-(2*8)),8,-9
(3*(1+7)),8,24
(5*(1+2)),8,15
(5*(3-3)),8,0
(4*(6+9)),8,60
(1*(2+4)),8,6
(9*(5+5)),8,90
(3*(1-2)),8,-3
(7*(6-7)),8,-7
(8-(6*5)),8,-22
(1-(8*5)),8,-39
(4+(7*1)),8,11
(2*(6+6)),8,24
(3*(9+6)),8,45
(1+(9*9)),8,82
(3+(8*5)),8,43
(7+(8*4)),8,39
(6*(6+6)),8,72
(3-(8*6)),8,-45
(4*(3-6)),8,-12
