prompt,prompt_len,target
How long was it between the time the Apollo 11 landed on the moon and when the writer got his ZX Spectrum?,26,1
How long did it likely take for Obama to decide to close the U.S. base in Cuba?,22,1
Stormy Daniel's fitness class probably lasted,10,1
"After the end of the story, the author is probably:",13,0
After the end of this story the narrator probably,10,0
How long does it take to develop diabetes off a poor diet?,14,1
How long did Manny probably drive with a van full of passengers before he had an accident?,19,1
What is probably true about Lavera shampoo?,10,0
What does Justin do for a living?,9,0
How long did the vote take for the Sentencing Reform and Corrections Act of 2015?,22,1
How likely is Bioeffect to sell out when launched in Australia?,14,0
"When was The Body Shop® blogger event in Coppergate, York?",15,0
When do people often suffer anxiety?,8,0
What does the narrator think about Luna?,9,0
Where did the criminals and ruffians live?,10,0
Who sent their wife out for more groceries?,10,0
The shooting at UCLA probably lasted:,8,1
Why was Hong Joon-pyo pessimistic about the meeting?,13,0
How long will each band probably play for?,10,1
After the end of the story Becky probably:,10,0
Why was DeRay McKesson protesting,8,0
How long did it probably take for Republicans and Democrats to negotiate the bill?,16,1
This event probably lasted:,6,1
what does Moon Jae-in want?,9,0
Oral arguments for the case lasted,7,1
where did the situation take place?,8,0
Dennis and the author's meeting probably lasted:,11,1
Who heckled the writer when he was making a speech?,13,0
Who has always supported and challenged the author?,10,0
What is probably true about the narrator?,9,0
How long does it probably take the author to apply one coat of polish?,16,1
Why is the author getting the flu shot?,10,0
How long was Tilda Swinton in show business?,12,1
How long will the results from using detox products last?,12,1
How long was the 30th year birthday episode of EastEnders?,16,1
How long did his dad mourn the loss of his Ray Ban glasses?,15,1
Why isn't achieving impact easy?,9,0
Why did Tillerson call Trump a moron?,10,0
Who are those largely known for using supplements?,10,0
Why was the author trying both lip products?,10,0
How long will most people who were exposed to chemical weapons suffer?,14,1
"After the end of the story, Trump probably is",11,0
What was probably true about Getty's relationship with his wife Theodora?,16,0
the investigation will last for:,7,1
What never gets lost?,6,0
How long did the G-7 summit last?,11,1
How long did the narrator take to notice that the deodorant was working?,15,1
How much time had Desmond Meade already served when he was released from prison?,16,1
A hair cut for the narrator probably lasts,9,1
What is probably true about Kim Hyun-wook?,12,0
The writer believes that,5,0
Who wanted the volume up?,7,0
What did Nick want the author to look at?,11,0
The concert lasted,4,1
What does the Indian man do for work?,10,0
How long has the author been working with the community?,12,1
What is probably true about Annie Dillard?,10,0
"What did the fish have ""more of than any other fish?""",14,0
How long did Trump take to discuss the party with the Eagles?,14,1
How long does the ritual healing take?,9,1
How can Tommy open all the doors of the motel rooms?,13,0
How long did the author and her husband wait to see a doctor after her vision problems started?,20,1
How long would would the negotiations over the Singapore summit take?,13,1
The trip down the driveway probably lasted how long?,11,1
What is probably true of Sean Hannity?,10,0
"Generally, how long does individual testimony before a congressional committee usually last?",15,1
Who was sick of the music business?,9,0
Where did the bully end up going?,9,0
How long did it take the agent to get to the app on her phone?,17,1
The silver burglar probably feels what towards the fingerprint examiner?,12,0
Ralph Northam's new conference lasted,8,1
How long did the fish probably thaw in the sink?,12,1
Why was the author victimized?,8,0
How long were the author and girl on the beach?,12,1
How long has the author been reading blogs?,10,1
Health problems come:,5,0
"After the end of the story, the actor is probably going to do what with her friend?",20,0
Dorian screamed,4,0
Why the author asked for more money:,9,0
Who went back to the hospital?,8,0
How long was the performance of Media Vita for the inspectors at the school?,16,1
When did Kim Jong Un and President Moon Jae-in declare a new era of peace at a summit?,22,0
Why did scholars re-examine the unusual bust?,11,0
The writer believes that,5,0
How does Natalie feel?,6,0
How long has the writer been on the Mediterranean diet?,12,1
Why did narrator hit the dogs with a tree branch?,12,0
How have those workers in the UK felt with the recent proposed changes to the USS pension scheme?,20,0
"at the end, lynch's priority is probably",11,0
The time she took thanking the students for welcoming her probably took,13,1
The tree planting ceremony probably lasted,7,1
How long did the people who performed the study probably sleep at night?,15,1
For how long did each Angel Family member probably speak at the Friday event?,16,1
Who had a blackout at the bar?,9,0
How long does Sondra probably know Billy-Eye?,12,1
Dara and Jody probably laughed for:,9,1
Annie Dillard believes that,6,0
What is probably true of Kim Jong Un?,10,0
Which lipgloss matched the customer's lip color the closest?,15,0
"Who tried out the star stamped, funky, black eyeliner pen?",14,0
How long would it take for North Korea to obtain sanctions relief?,14,1
How long does it take to draw a patients blood?,12,1
When is the proper ricotta made?,8,0
Who suddenly started speaking and walking?,8,0
When did Trump make the statement about a witch hunt?,12,0
How did the actress probably feel about being rejecte?,13,0
"After the mom dropped off groceries, why did the daughter complain about having too much clothes?",19,0
After this story the waitress probably:,8,0
Trump's rally probably lasted,7,1
Why does creativity get tricky?,7,0
"The dispute over the ""D"" on the girl's report card probably lasted:",18,1
Who was the FBI Director?,7,0
How long were the lessons probably going for?,10,1
How long have the Nixes probbaly lived in North America?,14,1
How long had Diane been a Christian?,9,1
What test did Mayo Clinic use to confirm the man's diagnosis?,15,0
How long did the fish probably thaw in the sink?,12,1
The gallery is probably:,6,0
What did he learn about the property?,9,0
Who was listening to the TV,7,0
Who is trying to get sanctions lifted?,9,0
"When did Trump disclose that he reimbursed his lawyer $100,000 for unspecified expenses?",22,0
The cooking probably took,5,1
"After the end of the story, who was my boss?",13,0
The writer probably believes that:,7,0
After Mama comes to school Billie Jo feels,9,0
"After the end of the this story, the writer of the story probably:",16,0
How long did the narrator take to notice that the deodorant was working?,15,1
Jonathan Swift's quote probably lasted:,9,1
Chloe probably were cleaning the house for:,9,1
How long was the news conference?,8,1
How long has the writer been on the Mediterranean diet?,12,1
What is most likely her job?,8,0
"After these votes, will more states vote on legalizing marijuana?",14,0
How long did mum live after receiving end of life care,12,1
How long ago were the authors parent's married?,12,1
What is probably true of the girl,8,0
What was the woman trying to get the husky driving?,12,0
"At the end of this story, the woman who wrote it probably",14,0
What did the daughter threaten to do,8,0
Jimbob scared the other kids:,8,0
How long had they been talking in the bunker?,11,1
How long as Mike Pompeo been Secretary of State?,11,1
What was Paul relieved about?,7,0
"When did Trump say, ""We're going to denuke North Korea""?",17,0
How long did the person attend college?,9,1
The G7 Summit normally lasts,7,1
What kind of drumming sticks does Stan have.,10,0
The re-filling of containers probably lasted:,10,1
The rain storm in the story most likely lasted:,11,1
How long did it probably take for Trump to get to Singapore from the U.S.?,19,1
How long did the trip last?,8,1
"Generally, how long does individual testimony before a congressional committee usually last?",15,1
How long did it probably take Bryan and Alexandra to work on the Sacred Landscapes?,17,1
How long did the leaders spend posing for pictures?,11,1
What is the most likely duration of the old song?,12,1
How long does it take to get to North Korea?,12,1
"After the end of this story, Carol Field is probably",12,0
What state of mind is the narrator probably in as he leaves the hospital?,16,0
Why did Trump make a racist remark?,9,0
The writer thinks that others on social media:,10,0
Who are the two that allege racial harassment?,10,0
The G7 Summit normally lasts,7,1
How long after reading did the author start practicing Wicca?,13,1
How long did the author live in the second apartment?,12,1
Why was the student leaving the class?,9,0
How long does it take the author to fall asleep,11,1
Ranur probably died:,6,1
What does Justin do for a living?,9,0
US and North Korea summits and negotiations will probably last:,12,1
Ryan coughing up the money for his bill probably took:,12,1
"Who backed away from a ""maximum pressure"" approach with North Korea?",15,0
What states pitched proposals to Barack Obama?,9,0
About how long after the summit did Trump tweet his criticism of Trudeau?,15,1
Who owned the apartment the author had been taken to?,12,0
Why were people greedy and selfish?,8,0
How long does it take to get to Ricks place?,13,1
How long did it probably take the author to test the products?,14,1
The shooting at UCLA probably lasted:,8,1
"Satya Nadella, Microsoft's CEO probably lasted:",13,1
Who made a statement to the VOA?,10,0
The decision probably took,5,1
Hpw long had the candidate been enrolled in school?,12,1
How long did Clinton's fundraising event likely take?,12,1
Who only had to watch the movies once?,10,0
The demonstration of cooking lasted,6,1
How long did the party probably last?,9,1
How long did President Trump stay at the summit?,11,1
How long ago or what estimated year did this episode occur?,13,1
How long did the pipsqueak's concussion last?,13,1
Who listened to the song before?,8,0
How long does it take the beautician to cut the writer's hair?,17,1
The campaigns will probably last for:,8,1
How long will the meeting between Trump and Kim probably last?,13,1
Who is a pretty self-conscience person?,11,0
What is Senator Ben Cardin a critic of?,11,0
How long has Cynthia probably been afraid of Greg?,11,1
Trump met with US lawmakers for how long?,10,1
Why did the second play fail?,8,0
Why was the attention of the media grabbed by the PURE study?,14,0
The writer was asked for pictured:,8,0
How long Nicolette was in the room with the King?,13,1
How long does the author have goals for?,10,1
why did Lynch give Florida $1 million,9,0
How long has the author probably been using online dating websites for?,14,1
How long ago did the narrator probably get braces?,11,1
Julie was employed at the job she mentioned losing for how long?,14,1
"After the end of the story, the narrator is probably:",13,0
The diet lasted for,5,1
When did she discovered her daughter was taking testosterone injections:,12,0
How did the Grandmother feel when the baby vomited?,12,0
How long did it probably take Kasich to tweet about Trump regarding the Judge Curiel comment?,20,1
The boyfriend was probably what?,7,0
Why is there a sense that Trump and Kim Jong Un have a clear idea of the deal they ultimately want to strike?,25,0
What is the name of Trump's lawyer?,11,0
How long has Justin probably been outside?,9,1
How long did protesters stand yelling at Kirstjen Nielsen outside of the restaurant?,17,1
How long was the conversation between Person A and Person B's mom?,16,1
Why did the narrator's wife refuse to pluck hair,12,0
Christopher probably lived this way for,7,1
"After the scan shows no damage, what did the family do?",14,0
after the story ends does Pyongyang take more prisoners?,11,0
Hpw long had the candidate been enrolled in school?,12,1
Why does the author believe that not all people need to supplement their meals with extra protein supplements?,20,0
How long have Pete and Ray known each other for?,12,1
What kind of messages did the software produce?,10,0
How long does it take to get to North Korea?,12,1
"How long after Trump cancels the summit with North Korea, does he contact them to consider meeting with them?",22,1
"After the end of this story, Republicans probably will still control:",14,0
How long did Trump meet with the second most powerful man in North Korea?,16,1
What is probably true about the student?,9,0
How does Bob feel about marijuana?,8,0
"After the end of this story, Kim Jong Un probably is:",14,0
How long did it probably take for the author to find the phonebook?,16,1
Who assisted the man in kicking off the stones off the road?,14,0
The driver's time passing his billboard probably lasted,11,1
Where did Ana live in the dream?,9,0
How long did it take for the author's father to build Dogland?,17,1
How long has Cohen represented Trump?,8,1
Ray's shift probably lasted:,8,1
How long did the author's wife spend in the hospital before being discharged?,17,1
How long was the narrator living with his mother?,11,1
What foods are would be found in a raw food diet?,13,0
What did the teacher do when the student misbehaved?,12,0
What happened after the author sent Claire a list of potential questions?,14,0
Winter probably lasted:,5,1
The author believes that:,6,0
When did/will the author help out a local charity?,13,0
How long did the trip last?,8,1
How long was the dog probably in the car?,11,1
Why did the door opening not bother the person?,11,0
What newspaper did the main character write a regular column for?,13,0
they would probably carry out the plan for:,10,1
when did the modern militia movement gain traction?,10,0
How long did protesters stand yelling at Kirstjen Nielsen outside of the restaurant?,17,1
The narrator has probably been living in his neighborhood:,11,1
How long is the distance in ages between the student and the teacher?,15,1
How long should it take to hire a real estate agent?,13,1
What is probably true about David Meyer,8,0
"After Northam takes office in VA,  he probably is:",13,0
What is most likely the author's job?,11,0
How long was the narrator probably helping his wife with her treatments?,14,1
How long was the conversation between Person A and Person B's mom?,16,1
When did the author last visit Trento?,9,0
When did the Pentagon release the tweets?,9,0
How long are the author and Stuart likely to remain friends?,13,1
What is probably true about the author?,9,0
What was getting heavier as time went on?,10,0
How long was the radio playing before the author shut it off?,14,1
Why did Pompeo say that it's a great day?,13,0
How long does agretti typically last at the market?,12,1
How long will it be until Obama is no longer president?,13,1
How long did it probably take the garage guys to set up their own game?,17,1
Who does not think the North Koreas would not take the US leaving the Iran deal one what or the other,23,0
How quickly did it likely take the bluejay to return to Patch?,15,1
How long has Rob probably been gone?,9,1
How long did Greg probably live in a rental house?,12,1
How long did the author work with the Armenian monks?,12,1
Why was Diaz-Canel elected?,9,0
What is probably true about the narrator?,9,0
When did Jim Mattis slam China on their militarization of the South China Sea islands?,19,0
The narrator believes that:,6,0
How long did it probably take the runners in the study of 23 athletes to run one mile?,22,1
When can you message each other on Tinder?,10,0
How long did the students test kinetic sculptures?,10,1
What does the author think of the lighting in the film?,13,0
Making colomba probably lasts,6,1
How long did Harris speak at a detention facility with several mothers?,14,1
How many members does the British Sociological Association have?,11,0
What kind of disorder does Julie suffer from?,10,0
The friendship has lasted,5,1
What is probably true about the author?,9,0
Why did Kim commit to denuclearize North Korea?,12,0
Ranur probably died:,6,1
When did Roland start feeling impelled?,8,0
How long has the tax plan been worked on?,11,1
How long probably Julie and Dingo talked for?,11,1
Trump probably believes his comments toward Judge Curiel:,11,0
How long Nicolette was in the room with the King?,13,1
When did the author learn about the original food pyramid?,12,0
How long does it take for the novelty of junk food to wear off?,16,1
Dan probably retrieved the body in:,8,1
What is probably true of the narrator?,9,0
What happened to the area after 9/11?,13,0
When did Cecil snort?,7,0
How long ago was the women involved in the crime deemed young?,14,1
How long did his dad mourn the loss of his Ray Ban glasses?,15,1
How long did President Trump & President Buhari meet for?,12,1
How long did it likely take the author to write their analysis?,14,1
How long did the bully stay at the school with the author,13,1
What did Bluejay say to Patch?,9,0
How long has Chan most likely been alive?,10,1
When did Phil Murphy get elected Governor?,9,0
"After the end of the study, what did the participants probably do with their diets?",18,0
How long did it probably take for Republicans and Democrats to negotiate the bill?,16,1
What is probably true about Paul?,8,0
What does Maria Isabella know about Lorenzo when she first sees him?,14,0
How much money does Buford have in the bank?,12,0
How long did it probably take the US to discover that China was militarizing the Spratly islands?,21,1
How long do you need to drain the spinach and ricotta?,13,1
What did the author think of her boyfriend at 16?,14,0
This activity probably took:,6,1
Deborah stayed at the hospital:,7,1
What is probably true about Annie Dillard?,10,0
Tom probably filled in for Neoldner for:,11,1
How long did the summit last between the US and North Korea?,14,1
How long Jason probaby was at the planet Zog?,13,1
What is probably true about the author,8,0
John shouldn't have missed his appointment by:,11,1
How long did it probably take the garage guys to set up their own game?,17,1
Why did the writer of the story want to get more wood?,14,0
How long was the writer's labor?,10,1
Carnie called her sister:,7,0
How long did it take the writer to cash out?,12,1
How long was it probably until the author divorces?,12,1
"According to the author, the harbor is spectacular, which harbour is spectacular?",16,0
The length of time between the news breaking and the family finding out was,15,1
The teens think that the program was what?,10,0
When did Trump attend the CPAC?,9,0
The night of drinking probably lasted:,8,1
How long did he keep the head in the property?,12,1
Why Greg's car turned heads?,9,0
How long did the author probably study European Law?,11,1
The total time it took the patient to heal:,11,1
What is probably true of the author?,9,0
How long had Diane been a Christian?,9,1
"For the best results, how long should the reader clean at one time?",16,1
Who thinks the sun somehow looks different now?,10,0
Why was the woman thinking so long about the spanking issue?,14,0
Why did Pompeo say that it's a great day?,13,0
Why is the WFP leader interested in the Summit?,12,0
How long will it take the writer to recover from the injuries received during this incident?,18,1
What is probably true about the superior?,9,0
How does the writer probably feel about the seaplane excursion?,13,0
How long were the children detained before a whistleblower likely passed on the recording?,17,1
How long was the narrator probably helping his wife with her treatments?,14,1
What is the author sensitive to?,8,0
Where did they meet?,6,0
The rain storm in the story most likely lasted:,11,1
The nurse probably believes that:,7,0
What ad came before the ad for casino?,10,0
What did the small bunny do after Big Al let him up?,14,0
What does Teresa May likely think about Trump's threat to place tariffs on foreign cars?,19,0
How does the speaker feel about hot weather?,10,0
How long does it take the author to fall asleep,11,1
What issue does the author have with the Rose Geranium?,13,0
After the story Trump might have,7,0
Why do people take supplements?,7,0
"After the project was complete, the narrator likely:",11,0
How long did the retrieval of the body probably take?,12,1
How long did it take the young man to tour the property?,14,1
How long will the party at the private club last?,12,1
How long probably was it since the author had seen her supposed half-sister?,17,1
"After passing the Senate Judiciary Committee, the legislation probably",11,0
How long does the person think about life?,10,1
How long did the computer screen probably take to turn on?,13,1
The manicure probably lasted,5,1
Why did William have 3 cups of coffee already?,12,0
Who has died?,5,0
"How did Hitler find his preferred medium for pursuing fame and wealth, according to the text?",19,0
How long has Chiculy been creating sculptures for,10,1
Why did he like stuart,7,0
For how long has the husband felt attracted to the same sex?,14,1
What is probably true about him,7,0
How long did the washington conference last?,9,1
How does the author feel about her eye doctor?,11,0
John shouldn't have missed his appointment by:,11,1
why didn't the man's mom and dad see what the cats did?,18,0
Marnie was probably disliked by Deborah for:,11,1
Becky's illness probably lasted,7,1
Probably how long was Jeffrey Lewis' interview with Vice News?,13,1
"How long did it take the prison population drop below 1,486,000",21,1
What did Nicolette look back at after crossing the bridge?,13,0
How long was the publicity campaign for Comey's book?,14,1
Why does creativity get tricky?,7,0
Who did the author and their co-authors decide that they should liaise with?,18,0
Who taught him desktop publishing?,7,0
How long did Rob suffer from depression?,9,1
Deborah stayed at the hospital:,7,1
Coaching probably lasts:,5,1
Who serves as Virginia's secretary of education?,11,0
How long does it take the beautician to cut the writer's hair?,17,1
They probably debated whether to stay or leave for:,11,1
Why did the student think he wasn't going to graduate?,14,0
Sondra was probably browsing online for:,9,1
Why did Jason go to the bar?,9,0
How long did the author's first daughter probably spend in college?,15,1
Heading back to New Jersey took roughly how long?,11,1
How long has the narrator been going on whale watches?,12,1
How long did it take the boulder to hit the sergeant?,13,1
How long did the relationship last?,8,1
Who was known for being a speedy driver?,10,0
Winter probably lasted:,5,1
What is the author's nickname for the MD?,12,0
why did the author believe he wanted revenge on Scut,12,0
How long did he cry after the second wedding?,11,1
When did President  Trump's reversal of a policy of separating migrant families at the U.S.-Mexico border occur?,26,0
Trump probably believes that:,6,0
How long was his partner's call to the police?,13,1
When did the woman who had to move ask the man what he would do?,17,0
How long does it probably take to cook a healthy meal?,13,1
How long did it probably take to complete the application,11,1
How long does it take a person to get evaluated for constipation?,14,1
The rape attempt lasted?,6,1
How long did he last in total at the jobthat he described?,15,1
How long did it probably take the US to convince the Soviet Union to tear down the Berlin Wall?,21,1
Why do healthy meals become a thing of the past?,12,0
When did person C argue about the Kindle?,10,0
How long did the computer screen probably take to turn on?,13,1
Why was Grandmother Rosemary interviewed?,7,0
The narrator received the fish,6,0
How long did the author have BPD?,9,1
How long does the ghost tour probably last?,10,1
North Korea probably thinks what about US's demands regarding nuclear disarmament?,15,0
Where do the characters probably live?,8,0
