prompt,prompt_len,target
Goshamahal Baradari,6,0
Verinag,4,0
"Blackwood, South Australia",6,0
"Deephaven, Minnesota",5,0
"Lampasas County, Texas",6,0
Stanmore,3,1
Morbegno,4,0
Boulder City Hospital,4,0
"St Mary of the Angels, Bayswater",9,1
American Lake,3,0
Rescaldina,4,0
"Bramley, Hampshire",5,1
Uppada,3,0
Timperley,4,1
Santa Balbina,4,0
Shorne,3,1
Sathankulam,5,0
Barua Sagar Tal,5,0
"Barrington, Cambridgeshire",6,1
"Hussainabad, Jharkhand",7,0
"Nacogdoches County, Texas",8,0
North Sheen railway station,5,1
Pattingham,3,1
Dausa district,4,0
Thrikkodithanam,7,0
St. Aloysius Chapel,7,0
Torricella Peligna,7,0
"Salem, Montserrat",4,1
Waltham St Lawrence,5,1
"Lubec, Maine",5,0
"Pusey, Oxfordshire",6,1
"Beeston, Leeds",5,1
Birchwood,3,1
"Sahebganj, Muzaffarpur",9,0
"Madeley, Staffordshire",5,1
"Wallington, London",5,1
"Pitt County, North Carolina",6,0
Mazzin,4,0
"Standish, Greater Manchester",6,1
Harrow-on-the-Hill station,10,1
Central railway station (London),7,1
Christleton,3,1
Roundway,3,1
"Mount Nathan, Queensland",5,0
Torrumbarry,5,0
"Canterbury, New South Wales",7,0
Cliffsend,3,1
"Boronia Heights, Queensland",6,0
Great Yarmouth,3,1
Richmond station (London),6,1
Stamford Brook tube station,6,1
Canning Town station,5,1
Grenada Lake,4,0
Province of Arezzo,5,0
North Molton,4,1
Blackley,3,1
Moncalieri Castle,5,0
Stratford-upon-Avon,7,1
Whyteleafe railway station,6,1
"Cardington, Bedfordshire",6,1
Priolo Gargallo,5,0
Denver Federal Center,4,0
Penna Ahobilam,7,0
Preston Road tube station,5,1
"Sturmer, Essex",6,1
"Broke, New South Wales",6,0
Loppington,4,1
"Stratford, New Jersey",6,0
"Thornhill, West Yorkshire",6,1
Moresco,3,0
Campoformido,4,0
Malumichampatti,6,0
Garsington,4,1
"William Street, Melbourne",5,0
Combe Florey,5,1
Pathapatnam,5,0
Bishop's Waltham,5,1
Meare,3,1
Riverway Stadium,4,0
Streatham Hill railway station,7,1
Trimley St Martin,5,1
"Trundle, New South Wales",8,0
Breaston,3,1
Brandesburton,4,1
Manyana,3,0
Tolpuddle,4,1
"Arce, Lazio",5,0
Shire of Strathbogie,7,0
Loders,3,1
Biramitrapur,6,0
Tickenham,4,1
Bogangar,4,0
Kalterer See,4,0
Resolven,3,1
Manchester Central Library,4,1
"Moose Creek, Alaska",5,0
Fourmile Lake (Oregon),7,0
Wyre Forest District,5,1
Paud,3,0
Earlswood railway station (Surrey),9,1
Nayagarh district,5,0
Krishnagiri district,4,0
Castiglione di Sicilia,6,0
Peasemore,4,1
Neasden tube station,6,1
Snaresbrook tube station,6,1
"Balarampur, Purulia",8,0
"Murray Bridge, South Australia",6,0
"Kempsey, New South Wales",8,0
Liddington,3,1
San Giovanni Rotondo,5,0
Umbria,3,0
Auraiya district,5,0
"Upton, Northamptonshire",6,1
Bremhill,4,1
Laurel River Lake,4,0
"Moira, County Down",6,1
Province of Avellino,5,0
Gangavalli,4,0
Shadwell DLR station,6,1
"Pekin, Illinois",5,0
Pavaratty,4,0
Crews Hill,4,1
Elveden,3,1
Roana,3,0
Poynton,4,1
St Margaret Lothbury,5,1
"Giria, India",5,0
Galatone,4,0
Stuart Highway,3,0
Rockport Reservoir,4,0
London Waterloo station,4,1
"Ely, Cardiff",4,1
Catterick Garrison,5,1
Palkonda Hills,5,0
"San Bernardino, California",5,0
"Hollinwood, Greater Manchester",7,1
Merstham railway station,6,1
"Caerau, Cardiff",6,1
San Carlo ai Catinari,6,0
Lake Ballard,3,0
Lesbury,3,1
"Wingham, New South Wales",7,0
"Parmer County, Texas",6,0
"Casterton, Victoria",5,0
Cockermouth,4,1
Ockendon railway station,6,1
Caulonia,4,0
Monterotondo,4,0
Calvisano,4,0
Rolleston on Dove,5,1
"Holden Hill, South Australia",7,0
Stoke-by-Clare,7,1
"Blyn, Washington",5,0
Gioiosa Ionica,5,0
Certaldo,3,0
Piacenza Cathedral,5,0
Pytchley,4,1
Mamoiada,4,0
"St Thomas, Exeter",5,1
Jordanstown,3,1
Tuebrook,3,1
Lowton,3,1
"Enoggera Reservoir, Queensland",7,0
Maiden Newton,4,1
"Montgomery County, Georgia",5,0
Capel-y-ffin,7,1
Twerton,4,1
Loughguile,5,1
Malout,3,0
"Steeple, Essex",6,1
Bosbury,3,1
"San Lucas, California",5,0
Coulby Newham,5,1
Sennen Cove Lifeboat Station,7,1
Ouyen,3,0
"Glenlyon, Victoria",5,0
Argentiera,4,0
Billinghay,3,1
"Kinney County, Texas",6,0
Regent's Park tube station,8,1
Minsterley,4,1
Revò,3,0
Brenchley,4,1
"Belrose, New South Wales",7,0
"Bhuvanagiri, Tamil Nadu",9,0
Slyne-with-Hest,8,1
Sands End,4,1
"Thornton, Merseyside",5,1
Supaul district,4,0
District Council of Mount Barker,6,0
Holyhead,3,1
Thingwall,3,1
Morena district,4,0
"College Point, Queens",5,0
Baglihar Dam,5,0
Satpuli,4,0
Dengie,4,1
Denbigh,4,1
Appleby-in-Westmorland,9,1
Tockenham,4,1
Burnt Oak,3,1
Brigg,3,1
Mount Lofty Ranges,5,0
"St Raphael's Church, Surbiton",10,1
Canneto sull'Oglio,8,0
Poplar DLR station,6,1
Mount Kembla,4,0
Almora district,4,0
Upperthong,3,1
Apricale,3,0
Batemans Bay,5,0
"Risdon, Tasmania",5,0
Barton Mills,3,1
Madesimo,4,0
"Monticello, Illinois",5,0
"Caulfield, Victoria",6,0
Settles Hotel,4,0
Upton St Leonards,6,1
Bexley railway station,6,1
"Canton, Georgia",4,0
"Belvedere, California",5,0
Cameley,3,1
Burton Bradstock,4,1
Costigliole d'Asti,9,0
"Ripley, Surrey",5,1
Modica,3,0
"Capalaba, Queensland",6,0
Baytu,3,0
Appleton Roebuck,5,1
Boroughbridge,4,1
Theale,3,1
Baltonsborough,5,1
"Cannonvale, Queensland",5,0
"Vernon, Utah",4,0
Bilston,3,1
Hampton railway station (London),7,1
Down Hall,3,1
East Suffolk District,4,1
Upper Halliford,5,1
Trimdon,4,1
Aldgate,3,1
"Comptche, California",6,0
Shishuvinahala,6,0
Friston,4,1
Patashpur I,5,0
Jingellic,4,0
"Clifton, Bedfordshire",6,1
St Tudy,4,1
"Strathbogie, Victoria",7,0
St Luke Old Street,5,1
Lowton,3,1
Fourmile Lake (Oregon),7,0
"Pennington, Cumbria",5,1
Lancaster Gate tube station,5,1
Brondesbury Park,5,1
Nalbari,4,0
"St Mary's Church, Watford",8,1
Brownhills,3,1
San Pietro in Cariano,6,0
Chipstead railway station,5,1
Lohardaga district,5,0
Sitapur,3,0
Raisen district,4,0
"Cody, Wyoming",4,0
Sambhal district,5,0
Tiptur,4,0
Hunstanton,4,1
"Kings Cross, New South Wales",7,0
Aquileia,4,0
St Stephen Walbrook,5,1
"Horsley Park, New South Wales",8,0
Rionero in Vulture,6,0
"Camp County, Texas",5,0
Trehafod,4,1
Castle Donington,4,1
"Warren County, North Carolina",6,0
Upper Edmonton,3,1
"Bradfield, Berkshire",5,1
University City (Charlotte neighborhood),7,0
Gatley,3,1
"Silsbee, Texas",6,0
"Poulton, Gloucestershire",5,1
Bicknacre,5,1
Starwood (nightclub),7,0
Croydon,3,1
Vernazza,4,0
Stourton with Gasper,7,1
"Richmond, Illinois",4,0
Sancreed,4,1
"Queen Street, Melbourne",5,0
"Calamvale, Queensland",6,0
Valguarnera Caropepe,6,0
Scartho,3,1
Madonna della Ceriola,5,0
Bendora Dam,4,0
Geography of the British Virgin Islands,7,1
"Broughton, Flintshire",6,1
Turville,3,1
Lodsworth,3,1
Theodore Roosevelt Lake,4,0
Bowthorpe,3,1
Brean,3,1
Glemsford,4,1
"Broughton, Lincolnshire",5,1
Thriplow,4,1
Beragh,4,1
Croxteth,4,1
Muckhart,4,1
Burgh le Marsh,5,1
San Giorgio di Piano,5,0
Sathupalli,5,0
Carlton Colville,4,1
Tilehurst,3,1
Lewes,3,1
Consett,3,1
Main North Road,4,0
San Giustino,5,0
Galliate,4,0
"St. Joseph Church, Edinburgh of the Seven Seas",11,1
Clun,3,1
Penukonda,4,0
"Smithton, Tasmania",5,0
Bulkeley,3,1
Rosslea,3,1
Lochee,3,1
Stocks House,3,1
Santa Cesarea Terme,5,0
Burmantofts,5,1
"Hooker County, Nebraska",6,0
"Crook, County Durham",6,1
Llantrisant,5,1
"Belton, North Lincolnshire",6,1
Bolzano,3,0
Rhosllanerchrugog,8,1
Lower Granite Dam,4,0
Epping tube station,5,1
"Rolleston, Queensland",5,0
Stowmarket,4,1
Bodicote,4,1
Central Darling Shire,4,0
Barcellona Pozzo di Gotto,8,0
"Bonito, Campania",5,0
Codroipo,4,0
"Broadway, Worcestershire",4,1
Varangaon,4,0
Pragelato,4,0
Cleethorpes,5,1
"Thornton, Merseyside",5,1
Brompton Road tube station,6,1
Pugalur,4,0
Roscigno,4,0
Mahadevpur,4,0
Gazeley,3,1
Mountnorris,4,1
San Giuseppe dei Falegnami,8,0
Caloundra,4,0
"Homebush, New South Wales",7,0
"Pennington, Cumbria",5,1
Gajendragad,6,0
St Dunstan-in-the-West,10,1
"Two Boats, Ascension Island",6,1
Clyffe Pypard,7,1
Penge West railway station,6,1
Coleorton,3,1
Ripponden,4,1
Lake Agnes (Colorado),6,0
"Glen Alpine, North Carolina",6,0
San Canzian d'Isonzo,9,0
Croscombe,3,1
Remenham,4,1
Applecross,4,1
San Cesareo,4,0
"Carthage, Illinois",5,0
Huntspill,3,1
St Bartholomew-by-the-Exchange,9,1
Cambiago,4,0
"Clifton, York",5,1
"Bridgewater Township, New Jersey",7,0
"Cambria, Wisconsin",5,0
Vaglia,3,0
Città di Castello,5,0
Bletchley and Fenny Stratford,8,1
Arnos Grove tube station,6,1
Dal-Tex Building,5,0
"Mascot, New South Wales",7,0
Verzuolo,4,0
East India DLR station,6,1
St Mary Moorfields,5,1
Hamoaze,4,1
"Lostant, Illinois",5,0
Battersea Power Station tube station,7,1
"Elizabeth Town, Tasmania",5,0
"Lugarno, New South Wales",7,0
Nevertire,3,0
"Shipley, West Yorkshire",6,1
"Frisco, Colorado",5,0
Rhyl,3,1
Carpenter Rocks,3,0
Crowcombe,3,1
Tockenham,4,1
"Bottesford, Leicestershire",6,1
"Clare, South Australia",5,0
Santa Marinella,4,0
Angmering,3,1
"Burnett Heads, Queensland",6,0
Lyminge,4,1
Bayana,3,0
"Mount Annan, New South Wales",7,0
"Mount Britton, Queensland",5,0
Lake Conroe,4,0
Church Village,3,1
Milan Cathedral,3,0
East Putney tube station,6,1
Magrahat II,4,0
"Bethlehem Township, New Jersey",7,0
Quepem taluk,5,0
"Penne, Abruzzo",6,0
Northern Expressway,3,0
Cercola,3,0
Great Sankey,4,1
Hackney Central railway station,6,1
Hounslow Central tube station,7,1
"Middlesex County, Connecticut",7,0
Gragnano,3,0
Southfields tube station,5,1
Burnopfield,4,1
Alexandrina Council,4,0
Torness nuclear power station,6,1
Walloon Lake,4,0
Kokrajhar district,5,0
Cobram,3,0
Blackrod,3,1
"Mira, Veneto",4,0
Baberu,4,0
Stotfold,4,1
"Thorpe, Surrey",5,1
"White Island, Isles of Scilly",8,1
"Brinkworth, Wiltshire",6,1
"Branksome, Dorset",6,1
San Vito Chietino,6,0
"Gravesend, New South Wales",7,0
"Perth, Tasmania",4,0
Midway Atoll,5,0
"Saunemin, Illinois",6,0
Aylesbury Vale,5,1
"Saint Francis Xavier Cathedral (Green Bay, Wisconsin)",11,0
Magnet Theater,3,0
Rendlesham,4,1
Bembridge,3,1
Trebaseleghe,5,0
Sanguem,4,0
"Salem, Fulton County, Arkansas",7,0
"Elanora, Queensland",6,0
"Rokewood, Victoria",6,0
Catcliffe,3,1
Begbroke,3,1
San Donato Milanese,5,0
"Honeyville, Utah",5,0
Anston,3,1
King's Road Chelsea railway station,8,1
"Avoca, Victoria",5,0
"Runnells, Iowa",6,0
"Oombulgurri Community, Western Australia",10,0
"Browns Plains, Queensland",6,0
Gazeley,3,1
Ganderbal district,5,0
Northolt Park railway station,6,1
"Toms River (CDP), New Jersey",9,0
Blackfen,3,1
Palazzo Castiglioni (Milan),7,0
"Gayton, Norfolk",5,1
"St Mary's Church, Hendon",9,1
Tre Cime di Lavaredo,7,0
Bisacquino,4,0
"Queens Park, Bedford",5,1
City of Frankston,5,0
Bichkunda,5,0
Llan Ffestiniog,6,1
Epsom,3,1
Kynuna,4,0
"Santa Maria di Loreto, Rome",7,0
Silea,3,0
Hounslow East tube station,7,1
"St Peter's Church, Huddersfield",8,1
Bidkin,3,0
"Carroll County, Georgia",5,0
Lake Misurina,4,0
"Pine Creek, Northern Territory",6,0
"Riverton, New Jersey",6,0
Andora,3,0
Casacalenda,4,0
Little Wittenham,4,1
"Collinsville, Illinois",5,0
"Coasters Retreat, New South Wales",8,0
Beddau,3,1
Tuffley,4,1
Shipton Bellinger,5,1
Bexhill-on-Sea,8,1
Biaora,3,0
Maryland railway station,4,1
Madukkarai,5,0
"Bloomington, Wisconsin",5,0
"Cocking, West Sussex",6,1
"Puttur, Andhra Pradesh",6,0
Pontoon Dock DLR station,7,1
Credenhill,4,1
Blyton,3,1
Gorakhpur,4,0
Rodney Stoke,3,1
Hammersmith tube station (District and Piccadilly lines),12,1
Clapham South tube station,6,1
Library of Birmingham,4,1
Downtown Wichita,3,0
Holmfirth,5,1
Seven Sisters station,4,1
"Fyansford, Victoria",6,0
"Sumter County, Georgia",6,0
"Eighty Four, Pennsylvania",6,0
"Hook, Hart",4,1
Kanpur Dehat district,6,0
Avezzano,3,0
Bhandup,4,0
"Slaton, Texas",6,0
"Sturgis, South Dakota",6,0
"Bordentown Township, New Jersey",7,0
Ustica,3,0
Shustoke,4,1
Thenford,3,1
Lockerley,3,1
Salaparuta,4,0
Petralia Soprana,6,0
"Leland Grove, Illinois",6,0
English Bicknor,4,1
Santi Vincenzo e Anastasio a Trevi,10,0
Calderdale,4,1
St Pancras railway station,6,1
Madanapalle mandal,5,0
Uttara Kannada,5,0
South Harrow tube station,5,1
"Peacock & Chinkara Breeding Centre, Jhabua",11,0
Mullaghbawn,6,1
Moyna (community development block),8,0
No. 1 Deansgate,7,1
Stoke Rochford,5,1
Stratford International station,5,1
Claverley,3,1
Jordanstown,3,1
Rouse Hill House,5,0
Clapham South tube station,6,1
Climping,3,1
"Moira, County Down",6,1
Fulwell railway station,5,1
Cooma,3,0
Lyme Regis,4,1
New Barnet railway station,5,1
Lake Lahontan (reservoir),8,0
Hilton Manchester Deansgate,5,1
"Aurora, Illinois",4,0
Skelton-in-Cleveland,7,1
Crevalcore,4,0
Gopiballavpur II,8,0
Llanbedrog,5,1
Stroud Green,4,1
Beragh,4,1
"St Cuthbert's Church, Edinburgh",8,1
Todmorden,4,1
"Rowley, East Riding of Yorkshire",8,1
Skarfskerry,6,1
Ledbury,3,1
Bawburgh,4,1
Melfi,4,0
Stoney Stanton,4,1
"Bass, Victoria",4,0
San Severo,4,0
Graveney,4,1
Liddington,3,1
Embassy Theatre (London),7,1
Umbertide,4,0
Ballyhalbert,5,1
New Eltham railway station,6,1
Borth,3,1
"Paddington tube station (Bakerloo, Circle and District lines)",14,1
Rowland's Castle,6,1
Thingwall,3,1
"Creston-Kenilworth, Portland, Oregon",11,0
"Castro District, San Francisco",6,0
"Cobbitty, New South Wales",8,0
Denver Federal Center,4,0
Yowah,4,0
Gravesend,3,1
"St. Thomas Cathedral, Mumbai",7,0
"Rockhampton, Gloucestershire",5,1
"Garfield, Victoria",5,0
Phek district,4,0
Tideswell,4,1
Puliyoor,5,0
"Clarksville, Virginia",6,0
Garstang,3,1
Potters Bar railway station,6,1
"I Gesuiti, Venice",7,0
"Braeside, Victoria",6,0
"Raj Mandir Cinema, Jaipur",7,0
"Coffee County, Georgia",5,0
Aalo,3,0
Upton Grey,4,1
"Cannonvale, Queensland",5,0
Simister,3,1
Kewaunee Power Station,6,0
Gundagai,4,0
"Campbell, Australian Capital Territory",6,0
Cradley Heath,5,1
Ruislip Gardens tube station,7,1
Shofuso Japanese House and Garden,8,0
Pulgaon,3,0
Treharris,3,1
Cambusbarron,5,1
"Horton, Northamptonshire",6,1
Chipstead railway station,5,1
"Two Boats, Ascension Island",6,1
Bulkeley,3,1
Great Haseley,4,1
Montichiari,5,0
"Bucknell, Shropshire",5,1
"Broughton, Lincolnshire",5,1
Molise,3,0
Stow-on-the-Wold,10,1
"Queens Park, New South Wales",7,0
"Pickens County, Georgia",6,0
Warwick Avenue tube station,6,1
Nambla,4,0
St Dionis Backchurch,6,1
Leytonstone,4,1
Malltraeth,4,1
Santi Sergio e Bacco,6,0
"Bulahdelah, New South Wales",9,0
"Bath, Somerset",4,1
Bridge of Orchy,5,1
Lake Maumelle,4,0
Catfield,3,1
Osterley tube station,5,1
"Gallia County, Ohio",6,0
Blackfen,3,1
"St Mary's Bay, Kent",8,1
Matagorda Bay,5,0
"Grangetown, North Yorkshire",7,1
"Melbourne, East Riding of Yorkshire",7,1
Pawai,3,0
"Leven, East Riding of Yorkshire",7,1
Bhalswa Horseshoe Lake,6,0
"Holywell, Flintshire",6,1
Jammu district,4,0
Appiano Gentile,4,0
City of Moorabbin,6,0
"Ben Hill County, Georgia",6,0
Bankstown,3,0
Shravasti district,5,0
Vado Ligure,5,0
"Stretton, Warrington",5,1
First Presbyterian Church (Tulsa),8,0
Garforth,3,1
Waltham on the Wolds,7,1
Penmaenmawr,6,1
"Mebane, North Carolina",7,0
Sangole,3,0
Great Brickhill,4,1
"Imperial Hotel, London",5,1
"Versailles, Pennsylvania",5,0
Llangyfelach,6,1
St Peter's Italian Church,7,1
Trowbridge,4,1
Brickhill,3,1
"Shirley, West Midlands",5,1
Biddulph,5,1
"Kosciusko County, Indiana",7,0
Flaxley Abbey,5,1
Aquileia,4,0
Hilton London Metropole,5,1
Rhoose,3,1
"Grandview, Missouri",5,0
Cowal,3,1
"Horsey, Norfolk",5,1
Tidmarsh,3,1
Pencoed,4,1
"Sheridan County, Nebraska",6,0
Tatiara District Council,6,0
"Lees, Greater Manchester",5,1
"Thuringowa Central, Queensland",7,0
Compton Bassett,4,1
Stoke Gifford,4,1
Beaumont Leys,5,1
Luton Airport Parkway railway station,7,1
Apollo Bay,3,0
"Johnstown, Pennsylvania",5,0
Llay,3,1
"Rushall, West Midlands",6,1
Greenvale Reservoir,4,0
"St Peter, Westcheap",6,1
Burton Agnes,3,1
Grosvenor Chapel,4,1
Thotapalli Barrage,7,0
Stuart Highway,3,0
Boconnoc,4,1
"Underwood, Nottinghamshire",6,1
"Cissna Park, Illinois",7,0
Burrowbridge,4,1
Vastral,3,0
Medstead,3,1
Sidhi district,4,0
"Brighton, Tasmania",4,0
Isola del Giglio,6,0
North Harrow tube station,5,1
Wandsworth Common railway station,6,1
Blackheath railway station,5,1
Hackney Downs railway station,6,1
"Castor, Cambridgeshire",6,1
"Salem, New York",5,0
"Apache Junction, Arizona",5,0
Koderma district,4,0
Thiene,3,0
"St. Peter's Catholic Church (Charlotte, North Carolina)",14,0
St Minver,4,1
"Calwell, Australian Capital Territory",7,0
"Freshford, Somerset",5,1
Gozaria,4,0
"Beeston, Norfolk",5,1
Manchester City Region,4,1
Medina Lake,4,0
Piacenza Cathedral,5,0
St Stephen-in-Brannel,8,1
Shottesbrooke,4,1
Aldwych tube station,5,1
Majholi,3,0
Maguiresbridge,5,1
"Primrose, Wisconsin",5,0
Cinderford,4,1
Ickenham tube station,6,1
Loughgall,4,1
"Eleebana, New South Wales",8,0
"Yeoval, New South Wales",8,0
Crowthorne,3,1
Ledston,3,1
"Camden, Delaware",5,0
General Holmes Drive,4,0
Marble Arch tube station,5,1
Bilambil Heights,5,0
Sassari,3,0
"Burla, India",5,0
"Upper Township, New Jersey",6,0
Bhilai,4,0
"Elberon, New Jersey",7,0
Long Crendon,4,1
Malmesbury Abbey,5,1
Somerhill House,4,1
Veeraghattam,6,0
"Roebling, New Jersey",7,0
Province of Agrigento,6,0
Mukutmanipur,5,0
Perinaldo,3,0
Holbeck,3,1
Gateley,3,1
"Waddington, Lincolnshire",5,1
Armidale Regional Council,6,0
Mundon,3,1
"St Martin's Church, Wareham",9,1
"Brougham, Cumbria",6,1
Ritchie's Archipelago,6,0
Symphony Space,3,0
Ramban district,4,0
"Moree, New South Wales",7,0
Province of Rome,4,0
Steeple Claydon,6,1
Finchley Road & Frognal railway station,10,1
Lewisham,3,1
Amethi district,4,0
Bledington,4,1
"Goombungee, Queensland",7,0
Canosa di Puglia,5,0
City of Liverpool (New South Wales),9,0
Somerley,3,1
San Giovanni in Persiceto,7,0
Santa Maria del Popolo,6,0
"Colfax County, New Mexico",7,0
Apice,3,0
"Patterson Lakes, Victoria",5,0
Sidcup railway station,5,1
Aosta Valley,4,0
"Zion, Illinois",4,0
Llandogo,4,1
"Mount Torrens, South Australia",7,0
Wanstead Park railway station,7,1
Bandikui,4,0
Sasni,3,0
Rozzano,3,0
Moniaive,4,1
Bawdeswell,5,1
Visavadar,4,0
Hayward Gallery,4,1
Thundersley,4,1
"Mount Warrigal, New South Wales",8,0
Potton,3,1
Berceto,3,0
Province of Agrigento,6,0
Elvet,3,1
Monks Eleigh,5,1
Gatley,3,1
Goring-on-Thames,8,1
Stalybridge,4,1
"Sand City, California",5,0
Goldington,3,1
Bowthorpe,3,1
"Ki Ki, South Australia",6,0
Skewen,3,1
Uckfield,4,1
"Green Brook Township, New Jersey",7,0
"Burringbar, New South Wales",8,0
Potenza Picena,5,0
Skewen,3,1
Mordiford,4,1
Trezzo sull'Adda,7,0
"Bramley, Surrey",5,1
Ballykinler,5,1
Peaslake,4,1
Lower Earley,4,1
"Maurice River Township, New Jersey",7,0
Farfa Abbey,4,0
"Church of Holy Trinity, Minories",8,1
Roundway,3,1
Reggio Calabria,4,0
Llandygai,5,1
"Miami-Dade County, Florida",7,0
Santaldih Thermal Power Station,8,0
Condover,4,1
"Lincoln County, New Mexico",6,0
Croxley Green railway station,7,1
"Barauli, Bihar",6,0
"Rockhampton, Gloucestershire",5,1
New Wine Church,4,1
"Lowick, Northumberland",5,1
Gilling West,4,1
Skelmanthorpe,4,1
Church of St Mary Axe,6,1
Rogate,3,1
"Belgium (town), Wisconsin",6,0
"Mount Pleasant, Wisconsin",5,0
"Turvey Park, New South Wales",8,0
Seven Kings railway station,5,1
Lurgan,3,1
"Monte Vista, Colorado",5,0
Pathri,3,0
"Great Bridge, West Midlands",6,1
Lewes,3,1
Meltham,3,1
"Thornton, West Yorkshire",6,1
"Richmond County, Georgia",5,0
Siston,3,1
Skipsea,3,1
Presteigne,4,1
Cilgerran,4,1
Cameley,3,1
Euston St Pancras railway station,9,1
"Hoddles Creek, Victoria",7,0
Mentana,3,0
Gleno Dam,4,0
Blunham,4,1
Schlanders,3,0
Cassano Magnago,5,0
"Legislative Assembly Building, Canberra",6,0
"St Lawrence, Essex",5,1
Santa Maria in Traspontina,7,0
Bulwell,3,1
Crowan,3,1
Gorizia,3,0
Skipsea,3,1
"Preston, Tyne and Wear",6,1
D'Albertis Castle,7,0
Stratford High Street DLR station,8,1
Tremosine sul Garda,6,0
"Shoal Bay, New South Wales",8,0
"Grays, Essex",5,1
Tirora,3,0
Gulgong,4,0
Cattolica,4,0
Examination Schools,3,1
Stratford station,4,1
Saxmundham,4,1
Hampstead Heath railway station,6,1
Crayford railway station,5,1
