prompt,prompt_len,target
Glamorama,3,1
The Master Butchers Singing Club,7,1
Rajasthan,3,0
The Big Short: Inside the Doomsday Machine,10,1
Britannia,3,1
Grant Comes East,4,1
(Slit Eye),6,0
The Lazarus Project,4,1
Unfinished Business,3,0
A Thousand Splendid Suns,6,1
Reaper's Gale,5,1
Homeward Bound: The Incredible Journey,8,0
So Close,3,0
Avilion,3,1
Behind the Candelabra: My Life with Liberace,12,1
Il cane di terracotta,5,1
The Shadow Rising,4,1
"Mirror, Mirror",4,1
Rocket Men: The Daring Odyssey of Apollo 8 and the Astronauts Who Made Man's First Journey to the Moon,26,1
Calico Joe,4,1
Beyond the Aquila Rift,5,1
The Card Player,4,0
I Wanna Be Rich,5,0
Gray Mountain,3,1
11th Hour,5,1
"Fair Game: My Life as a Spy, My Betrayal by the White House",17,1
Buddy,2,0
Pretty Maids All in a Row,8,0
Creatures of the Night,6,0
American Shows of All Time,6,1
Distrust That Particular Flavor,6,1
Coming Home,3,1
The Colorado Kid,4,1
Beauty: A Retelling of the Story of Beauty and the Beast,14,1
Barney Bear,3,0
I'll Give All My Love to You,10,0
Rudraveena,4,0
Everybody Hates Me,5,0
Most Likely You Go Your Way and I'll Go Mine,13,0
Pouic-Pouic,6,0
Owls' Castle,5,0
James and the Giant Peach,6,1
Heaven,2,0
Prem Kahani,4,0
Trout Fishing in America,5,1
LAPD '53,6,1
Brimstone,4,1
I Don't Think I Will,8,0
People Help the People,5,0
Battle of Moscow,4,0
The Adventure of the Christmas Pudding,7,1
The Taming of the Queen,7,1
"Confidence Men: Wall Street, Washington, and the Education of a President",15,1
Been Down So Long It Looks Like Up to Me,11,1
The Darkest Evening of the Year,8,1
De Niro's Game,6,1
Idea Man: A Memoir by the Cofounder of Microsoft,12,1
Dragons in the Waters,5,1
Robots and Empire,4,1
Midnight Run,3,0
Beer Can't Fix,6,0
Star Wars: The Old Republic: Revan,10,1
U Already Know,4,0
Oye,2,0
Start-up Nation: The Story of Israel's Economic Miracle,14,1
Mohra,3,0
Shockaholic,4,1
Wish You Were Mine,5,0
The Decay of the Angel,6,1
Steve Jobs,3,1
Celtic Empire,3,1
M Is for Magic,5,1
Father Figure,3,0
Once Upon a Time in the North,8,1
"Chicka Chicka 1, 2, 3",13,1
Priyamaanavale,6,0
The Red Maple Leaf,5,0
No Apology:,5,1
Rebels: City of Indra,7,1
Warcross,3,1
Diary of a Madman,6,0
Daemon,2,1
Forks,3,1
Legend of the Eight Samurai,6,0
Brother Odd,3,1
Tree and Leaf,4,1
Under the Dome,4,1
Make Me,3,1
The Structure of Evolutionary Theory,6,1
Elephant Run,3,1
פנתר במרתף,7,1
Ordinary Lives,3,0
Nine Coaches Waiting,4,1
Dark Purpose,3,0
Susan's House,5,0
When to Rob a Bank: ...And 131 More Warped Suggestions and Well-Intended Rants,23,1
The Call of Cthulhu and Other Weird Stories,10,1
People Everyday,3,0
Sorry (I Didn't Know),9,0
Tales from the Mos Eisley Cantina,9,1
Droopy's Double Trouble,7,0
Bad Man,3,0
Ayo Technology,3,0
Only Want You,4,0
Player Piano,3,1
The Entertainer,4,0
Empty Garden (Hey Hey Johnny),8,0
Beneath the Neon,4,1
When We Were Kings,5,0
Raatri,3,0
Monkey Grip,3,1
Aneurysm,4,0
The Essex Serpent,4,1
Ada Wigfield,4,1
Hilldiggers,4,1
Dharm Adhikari,5,0
A Yank in Viet-Nam,7,0
The Coming of the TerraphilesThe Pirates of the Second Aether,14,1
Let Me Be Myself,5,0
Beautiful Chaos,3,1
Keeping Up with the Steins,7,0
True You: A Journey to Finding and Loving Yourself,11,1
The Tanks Are Coming,5,0
The Seven Deaths of Evelyn Hardcastle,8,1
Feel Free: Essays,5,1
The Closers,4,1
The Wheel of Darkness,5,1
Carry On Girls,4,0
The Flamethrowers,5,1
Timebomb,3,0
Bobby,2,0
Beatrice and Virgil,4,1
The Power of One,5,1
"Perdón, Perdón",6,0
The Potter's Field,6,1
Miracle,2,0
The Border Post,4,0
Divine Madness,3,1
Heaven is for Real,5,1
Sympathy for the Underdog,7,0
Ship of Magic,4,1
Home,2,0
A Wilderness of Error: The Trials of Jeffrey MacDonald,11,1
Summer of the Seventeenth Doll,6,0
"Roderick, or The Education of a Young Machine",12,1
Mass Effect: Revelation,5,1
Ain't a Party,6,0
The Thing on the Doorstep and Other Weird Stories,11,1
The Killing Moon,4,1
Saturn,2,0
Tarzan and the Madman,7,1
Blue Moon,3,1
Swear It Again,5,0
Bugs' Bonnets,5,0
Birdsong,3,1
Carry On Teacher,4,0
The New New Deal,5,1
Ishmael,3,1
A Huey P. Newton Story,7,0
Swoon,3,0
Theodore Boone: The Fugitive,7,1
Confessions of an Ugly Stepsister,9,1
100 Things Successful People Do,8,1
Heaven's on Fire,6,0
Song #3,4,0
Shoe Dog,3,1
Principles of Corporate  Finance,6,1
River Beat,3,0
Moon Over Soho,4,1
American Shows of All Time,6,1
The Blood Crows,4,1
Two on a Guillotine,6,0
Rage,2,1
Mad Dogs,3,1
Everything's Ruined,6,0
Mistral's Kiss,6,1
The Spanish Gardener,4,0
My Sister's Keeper,6,1
Looney Tunes Golden Collection: Volume 5,10,0
Nightmare in Pink,4,1
King Lear,3,0
The Great War: American Front,7,1
The Prefect,4,1
I Cut Like a Buffalo,6,0
The Last Book in the Universe,7,1
Bus stop,3,0
Amnesia,3,1
When the Wind Blows,6,1
Wifemistress,6,0
Mess Her Up,4,0
Sins of Empire,5,1
Pebble in the Sky,6,1
The Fire Chronicle,4,1
Beyond the Fall of Night,6,1
The Way of the Warrior,6,1
Guru,2,0
Rama Revealed,3,1
My Apocalypse,3,0
I Am Brian Wilson: A Memoir,8,1
Make Me an Offer,5,0
I'll Think of Something,7,0
Suicide Blonde,3,0
Left of Boom: How a Young CIA Case Officer Penetrated the Taliban and Al-Qaeda,20,1
There's Someone Inside Your House,8,1
"Waterloo: The History of Four Days, Three Armies and Three Battles",14,1
The Target,3,1
(The Authors of Freakonomics Offer to Retrain Your Brain),14,1
Class of 1999,8,0
All Tomorrows,5,1
The Anniversary,3,0
I Got Nothin',6,0
The Ode Less Travelled: Unlocking the Poet Within,12,1
Salamander Street,4,0
Carnival Night,3,0
East Bound and Down,5,0
Junior,2,1
On the Edge of the Dark Sea of Darkness,10,1
Salem Falls,3,1
The Reality Bug,4,1
Cubbyhouse,4,0
A Fighting Chance,4,1
Fads and Fallacies in the Name of Science,11,1
The Undoing Project,5,1
Universal Soldier,3,0
Head over Heels,4,0
Pagaivan,4,0
Falling,2,0
The Garden of Abdul Gasazi,7,1
Dancing the Dream,4,1
Crescent Dawn,4,1
Every Heart a Doorway,6,1
"The Stars, Like Dust",6,1
Enamorado Por Primera Vez,8,0
The Burning Room,4,1
The Embezzler,6,0
Vishnu,3,0
Unbelievable Adventures of Italians in Russia,8,0
Sharpe's Escape,6,1
Children of Blood and Bone,6,1
Zimbo,3,0
Bop Bop Baby,5,0
Colors,2,0
Beautiful Trauma,3,0
Torch of Freedom,4,1
Love the World,4,0
Gregor and the Prophecy of Bane,7,1
A Decent Ride,4,1
More Myself: A Journey,6,1
Piano Concerto No. 1,7,0
Il ladro di merendine,8,1
She's Got That Vibe,7,0
Dancing the Dream,4,1
Tideland,3,1
Agatha,3,0
Hild,3,1
Paandavar Bhoomi,6,0
Fargo Rock City: A Heavy Metal Odyssey in Rural Nörth Daköta,18,1
Champagne for One,4,1
You Never Give Me Your Money,7,1
Séance,3,0
Heartthrob,4,0
Throne Room,4,0
The Growing Pains of Adrian Mole,8,1
Wonder Boys,3,1
Almost Human,3,0
Days of Infamy,5,1
The Story of Martha,5,1
Fireworks,3,0
Love at Second Sight,5,0
Coffee,2,0
House of Whipcord,5,0
Carry On Teacher,4,0
The Diving Bell and the Butterfly,7,1
Dr. Jerkyl's Hide,8,0
Election,2,1
Waiting for Eden,4,1
The Spook's Sacrifice,7,1
Requiem,2,0
Better Late Than Never,5,0
Yaadon Ki Baaraat,7,0
Bunny O'Hare,5,0
Radical: My Journey out of Islamist Extremism,10,1
Ring,2,1
The Gun in Betty Lou's Handbag,10,0
The Gate Thief,4,1
First Rider's Call,6,1
Raven's Gate,5,1
The New New Deal,5,1
Empire Falls,3,1
They Were Not Divided,5,0
Sunnyside,3,1
P.S. I Still Love You,9,1
Ethel & Ernest,5,1
When Heaven and Earth Changed Places,7,1
Somewhere in the City,5,0
Ten Things I Hate About Me,7,1
Memoria / 夜 (Time for the Moon Night),11,0
The Cult of the Amateur,6,1
The Pleasure of My Company,6,1
"Mama, You Been on My Mind",8,0
Les Démoniaques,5,0
The Leftovers,4,1
Where's Wally? The Wonder Book,9,1
The Hanging Garden,4,1
Boat People,3,0
Boom Boom,3,0
The Ring of Solomon,5,1
Maximum Ride: School's Out Forever,9,1
The Great War: American Front,7,1
Gideon the Ninth,5,1
Just Because,3,0
Barney Bear,3,0
Anathem,4,1
Prem Kahani,4,0
Manifold: Space,5,1
12th of Never,6,1
Lord Sunday,3,1
Slow Man,3,1
Right Down the Line,5,0
Gaja Gamini,5,0
41: A Portrait of My Father,9,1
Raqeeb: Rivals in Love,8,0
I Want a Hippopotamus for Christmas,8,0
I'm a Loner,7,0
Delirium,3,1
Orgasm Addict,6,0
The Broken Kingdoms,4,1
Strangers (Zarim),7,0
Psycho,2,0
Taxandria,3,0
Two Experts Pick the Greatest,6,1
Area 7,4,1
Doctor Krishna,3,0
Sticky Fingers,3,0
Fine on the Outside,5,0
Generation Kill,3,1
Joyland,3,1
The Hive,3,1
Wonder Boys,3,1
The Dangerous Days of Daniel Xtraterrestrial,10,1
Welcome to the Jungle,5,1
Destination Anywhere: The Film,6,0
Waking Up: A Guide to Spirituality Without Religion,11,1
"The Future of the Mind: The Scientific Quest to Understand, Enhance, and Empower the Mind",19,1
House of Leaves,4,1
Fully Flared,4,0
The Stand,3,1
Legend of Suheldev: King Who Saved India,11,1
Devil to the Belt,5,1
Asterix & Obelix: Mission Cleopatra,9,0
His Majesty's Dragon,6,1
Modelland,3,1
Pippi Longstocking,6,0
The Sin,3,0
I'll Find You,6,0
Reckless,4,1
Starship Troopers,5,1
Soul Harvest: The World Takes Sides,8,1
Revelation,2,1
Nightrise,3,1
Running Brave,3,0
Red Dwarf,3,1
4 Gold Chains,4,0
Beneath the Neon,4,1
Journeys with George,5,0
The Immortal Life of Henrietta Lacks,8,1
Champlain's Dream,6,1
The Yes Man,4,0
Blind Chance,3,0
Shine,2,0
John Henry Days,4,1
Escape from Hell,4,0
Push,2,1
Have a Party,4,0
Graveyard of Honor,5,0
Man vs Beast,4,1
The Tuloriad,5,1
What the Hell,4,0
One Thing Right,4,0
The Visible Man,4,1
Sex,2,1
Tinkers,3,1
The Good Muslim,4,1
The Twelfth Card,4,1
Beauty's Exotic Dance: Torture!,9,0
Setting Me Up,4,0
Personal,2,1
Moonseed,3,1
Tennessee Champ,3,0
"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality, and Our Destiny Beyond Earth",22,1
Does My Head Look Big In This?,9,1
Never Send Flowers,4,1
Southern Fried Rabbit,4,0
A Picture of You,5,0
Start-up Nation: The Story of Israel's Economic Miracle,14,1
The Dragonbone Chair,5,1
Fatwa on Terrorism and Suicide Bombings,9,1
Freakonomics:,4,1
Titan,2,1
1632,5,1
Die unendliche Geschichte,6,1
Achchamundu! Achchamundu!,11,0
"Enchanted, Inc",5,1
Tyrannosaur Canyon,5,1
A Wizard of Mars,5,1
Union Leader,3,0
Absolution Gap,4,1
Blues Brothers: Private,5,1
Bloodline,3,1
The Tuloriad,5,1
Australia Day,3,0
Imperial Woman,3,1
The “Priest” They Called Him,8,0
After the Hole,4,1
The Neverending Story,5,1
Through Black Spruce,4,1
12 Rules for Life: An Antidote to Chaos,12,1
Younger,2,0
Ransom My Heart,5,1
Another Drink,3,0
I Don't Want to Spoil the Party,11,0
Moonlight Express,3,0
To Brave Alaska,4,0
Some Beach,3,0
To Dorothy a Son,5,0
Ark,2,1
Death of a Neapolitan Mathematician,8,0
City of Golden Shadow,5,1
Beneath the Neon,4,1
Deliver Us From Evil,5,1
Folie douce,4,0
Protect the Land,4,0
Murder by Decree,4,0
Voices from Beyond,4,0
What Do You Want from Me,7,0
Il ladro di merendine,8,1
The Profane Exhibit,5,0
Exit Music,3,1
Speechless,3,0
"Augustin, King of Kung-Fu",9,0
The Emerald Atlas,4,1
Speed,2,0
Mr. E's Beautiful Blues,8,0
The Bartimaeus Trilogy: The Amulet of Samarkand,14,1
Wisemen,3,0
Elephant Run,3,1
Gentleman,3,0
Long Hot Summer,4,0
Popcorn,2,1
Let It Snow: Three Holiday Romances,9,1
Spread Your Wings,4,0
Rush,2,0
Someone,2,0
Popcorn,2,1
Desert God,3,1
1945,5,1
Don't Make a Black Woman Take Off Her Earrings,12,1
Until I Find You,5,1
In Persuasion Nation,5,1
New Day,3,0
The Perks of Being a Wallflower,7,1
The Book of Dave,5,1
Freeglader,4,1
Fools Rush In,5,0
In Cold Blood: A True Account of a Multiple Murder and Its Consequences,15,1
Star Wars: Thrawn: Alliances,9,1
Charlie and the Chocolate Factory,6,1
Captain Hareblower,4,0
Without Fail,3,1
Instagram,2,0
The Quick Red Fox,5,1
All Over Creation,4,1
Walk On By,4,0
Duel of Champions,4,0
Shadow of Night,4,1
Ladies in Black,4,0
Sea Prayer,3,1
The Search for the Dice Man,7,1
Charlie the Choo-Choo,7,1
Building Harlequin's Moon,6,1
Flirt,3,1
The Science of Interstellar,6,1
Pearl Harbor:,4,1
Fingersmith,3,1
White Lines (Don't Don't Do It),13,0
The Thanatos Syndrome,5,1
Bye and Bye,4,0
The New Centurions,6,1
Diary of a Bad Year,6,1
Ego Is the Enemy,5,1
Caught by the Fuzz,5,0
Alien Thunder,3,0
Homeward Bound,4,1
The Quants,4,1
Accessory to War: The Unspoken Alliance Between Astrophysics and the Military,14,1
Cranes in the Sky,6,0
La Bamba,4,0
Mean Business on North Ganson Street,8,1
Vanna Jigina,5,0
The Kill Artist,4,1
Blood of Tyrants,5,1
The First Turn-On!,7,0
The Fight for Truth,5,1
17th Suspect,6,1
Can & Can'tankerous,8,1
Fatwa on Terrorism and Suicide Bombings,9,1
Nothing Compares 2 U,7,0
The Book of the Dead,6,1
The World According to Ann Coulter,7,1
Post to Be,4,0
Pudhiya Mannargal,6,0
Tongue Tied,3,0
The Fox,3,1
(How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It),21,1
Begging You,4,0
Metro 2033,7,1
Almost Human,3,0
Me Gustas Tu,5,0
Talking to Strange Men,5,1
Fire World,3,1
The Artemis Fowl Files,6,1
Scandalous,4,0
Queen of My Double Wide Trailer,7,0
Get On Your Boots,5,0
The Chalk Garden,4,0
5:15,5,0
Now and Forever,4,0
The Golem's Eye,6,1
Love Poem,3,0
Paul McCartney:,4,1
Christmas Child,3,0
Soltera,3,0
Does My Head Look Big In This?,9,1
Straight Up,3,0
All or Nothing,4,0
A Room for Romeo Brass,6,0
Carry On Doctor,4,0
Neva End,4,0
David Watts,3,0
You & Me,4,0
Boond Jo Ban Gayee Moti,9,0
Gable and Lombard,5,0
Coming Home,3,0
Sweet Child o' Mine,6,0
Next Floor,3,0
Conman in Tokyo,5,0
Morpho Eugenia,4,1
Blue Movie,3,0
Beyond Therapy,3,0
It's Not About the Bike: My Journey Back to Life,14,1
Away With Words,4,0
Sawaan... The Love Season,8,0
Cold Vengeance,3,1
Bazaar,3,0
Warriors of the Storm,5,1
Dear April,3,0
Over Under Sideways Down,6,0
Dance of Death,4,1
I Won't Change You,7,0
World Without End,4,0
Tiempo de silencio,4,0
Wake Me Up,4,0
The Last Tycoons: The Secret History of Lazard Frères & Co,17,1
Ali Baba and the Forty Thieves,7,0
Take It from Me,5,0
Built to Last,4,1
The Restraint of Beasts,6,1
Me Myself I,4,0
Be There or Be Square,6,0
Ground Zero,3,0
Et s'il n'en restait qu'une (je serais celle-là),21,0
Night Visions 5,5,1
Ego Tripping Out,5,0
How the Quest for the Ultimate Learning Machine Will Remake Our World,13,1
Angel,2,0
Ong Bak 2: The Beginning,8,0
Sha-La-La-La-Lee,10,0
Petunia,3,0
Two Graves,3,1
Here on Earth,4,1
This Storm,3,1
The Dragonbone Chair,5,1
The Candy Shop War,5,1
No Ashes in the Fire,6,1
Dammn Baby,4,0
Pretty When You Cry,5,0
Hyper Sapien: People from Another Star,9,0
The Fugitive,4,0
The Shadow Rising,4,1
My Little Girl,4,0
Saints of the Shadow Bible,6,1
Twenty Five Years of an Artist,7,1
Black,2,0
Appears,3,0
Rebels: City of Indra,7,1
Ta fête,3,0
I Can Tell You About Pain,7,0
Under the Pendulum Sun,6,1
Little Man,3,0
"Liars, Leakers, and Liberals: The Case Against the Anti-Trump Conspiracy",18,1
Kryptonite (I'm on It),11,0
You,2,0
Girls in Their Summer Clothes,6,0
Blues Brothers: Private,5,1
That Lucky Touch,4,0
Hot Millions,3,0
Green Darkness,3,1
Knife of Dreams,4,1
The Science of Success: How Market Based Management Built the World's Largest Private Company,18,1
Revelation,2,1
The Pirate King,4,1
Rich People Problems,4,1
The Twelve Days of Dash & Lily,8,1
Crashing Las Vegas,5,0
The Helen Morgan Story,5,0
The Arm of the Starfish,7,1
Tales from Jabba's Palace,8,1
The Camel Club,4,1
The Los Angeles BB Murder Cases,7,1
Priyamaanavale,6,0
The Zombie Survival Guide,5,1
The Perks of Being a Wallflower,7,1
The Train,3,0
Praetorian,4,1
His Majesty's Dragon,6,1
Eenie Meenie,5,0
This Groove,3,0
Crackerbox Palace,5,0
Angeleyes,4,0
The Bonehunters,4,1
Yolngu Boy,5,0
A Rogue Economist Explores,6,1
Bring My Flowers Now,5,0
L'odore della notte,6,1
Beneath the Neon,4,1
Brimstone,4,1
Mistral's Kiss,6,1
East is East,4,1
The Waterboy,4,0
Every Second Counts,4,1
Emma Hamilton,3,0
Moon Over Soho,4,1
Fluorescent Adolescent,4,0
Hammered,3,1
Herod the Great,5,0
A Patriot's History of the United States,10,1
Capital Letters,3,0
Beyond Religion: Ethics for a Whole World,9,1
A Torch Against the Night,6,1
Poseidon's Wake,6,1
House of Chains,4,1
Hell's Corner,5,1
La pazienza del ragno,7,1
The Elves of Cintra,6,1
The Famished Road,5,1
Sweden: Heaven and Hell,6,0
Paladin of Souls,4,1
Nocturnal,3,1
Sucker's Portfolio,6,1
Whatcha Gonna Do with a Cowboy,8,0
The Truth About Spring,5,0
the Mind's Eye,6,1
"Christology: A Biblical, Historical, and Systematic Study of Jesus",14,1
Luck in the Shadows,5,1
Eye of the Tiger,5,0
Humpin' Around,6,0
Peter and the Sword of Mercy,7,1
The Ballad of Curtis Loew,6,0
Love in This Club,5,0
The Last Colony,4,1
Goofus,3,0
Don Muthu Swami,5,0
Girls,2,0
Confessions of an Ugly Stepsister,9,1
Stanky Legg,4,0
Kadhalar Dhinam,7,0
Dream On,3,0
Gotti,3,0
The Forgotten,3,1
It Sure Is Monday,5,0
House of Cards: A Tale of Hubris and Wretched Excess on Wall Street,17,1
If We Make It Through December,7,0
Rainbow Kids,3,0
Skios,3,1
Dance with You (Nachna Tere Naal),11,0
Cherry Pie,3,0
Survivor's Quest,5,1
We Joined the Navy,5,0
Duska,3,0
Spit Your Game,4,0
Fight the Power,4,0
August Heat,3,1
Underworld,3,1
The God Machine,4,1
Nightrise,3,1
Bankrobber,4,0
Darwin's Radio,5,1
On Canaan's Side,6,1
Spirit Lost,3,0
Kadhalar Dhinam,7,0
Evil Star,3,1
Annan Ennada Thambi Ennada,9,0
A Kiss of Shadows,5,1
Hussar Ballad,5,0
Dar um Jeito (We Will Find a Way),12,0
Avalon,3,1
It's Called a Heart,7,0
Let's Go to the Mall,8,0
Sweet Lady Genevieve,4,0
The Forgotten,3,1
The Eroticist,5,0
Dark Fire,3,1
The Dark Tower VI:,6,1
Aces Go Places IV,5,0
The New Biographical Dictionary of Film,7,1
Sharpe's Fortress,6,1
The Eagle's Prey,6,1
Story of a Girl (novel),8,1
Love You Forever,4,1
The Truth About the Harry Quebert Affair,9,1
Never Take Sweets from a Stranger,7,0
"We, the Women",5,0
Tea in the Sahara,5,0
The Fox,3,1
We Joined the Navy,5,0
Hideous Kinky,5,1
I Need You,4,0
I Love You,4,0
À la folie,4,0
Still Got It,4,0
Download It,3,0
Mister B. Gone,5,1
Ancient Evil: Scream of the Mummy,8,0
The Manchurian Candidate,5,1
Silent Jealousy,4,0
Tiburones Remix,5,0
Cloudy with a Chance of Meatballs,8,1
Mistral's Kiss,6,1
It's a Wonderful World,7,0
Si-cology 1,6,1
Yellow,2,0
Yug Dekhi Yug Samma,9,0
The Abduction Club,5,0
White Jazz,3,1
Alien Hunter,3,0
Right Here,3,0
Miss America,3,1
The People of Sparks,5,1
Kranti,3,0
The Swarm,3,1
"Zorro, The Gay Blade",7,0
Cover Me Babe,4,0
Flirt,3,1
Impulse,2,1
Mr. Soul,4,0
The Magic Strings of Frankie Presto,7,1
The Feminine Mystique,5,1
Beechwood 4-5789,11,0
The Silence of the Lambs,7,1
Night Flight from Moscow,5,0
Three the Hard Way,5,0
The Leftovers,4,1
Assembly,2,0
Stone Cold,3,1
Destiny's Road,5,1
The Fields of Death,5,1
No Apology:,5,1
Tales from the Mos Eisley Cantina,9,1
The Last of the Sky Pirates,7,1
Sexuality,2,0
Scream & Shout,4,0
The Shiva Option,4,1
Leo the Last,4,0
The Closers,4,1
The Pinochet File: A Declassified Dossier on Atrocity and Accountability,15,1
Many Waters,3,1
Radioactive,3,0
Mistborn: The Well of Ascension,8,1
Celebrate the Day,4,0
Wise Blood,3,1
Heartless,3,0
O: A Presidential Novel,6,1
The Remarkable Mr. Pennypacker,8,0
Blue Bird,3,0
Hells Bells,4,0
Koolaids: The Art of War,9,1
The Book of Lies,5,1
Burning Birds,3,0
House of Debt,4,1
Two Graves,3,1
"Ida B. ...and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",22,1
Warm Bodies,3,1
Earth Afire,4,1
(Pane e cioccolata),7,0
War Story,3,0
Man Trouble,3,0
Alludugaru,5,0
Westlife – Our Story,6,1
(The Authors of Freakonomics Offer to Retrain Your Brain),14,1
The Science of Success: How Market Based Management Built the World's Largest Private Company,18,1
Letters To A Young Brother,6,1
Hello Taxi,3,0
Carve the Mark,5,1
The Mother Hunt,4,1
Every Nation for Itself: Winners and Losers in a G-Zero World,16,1
Reaper's Gale,5,1
Hohoemi no Bakudan,7,0
The Accidental Tourist,4,1
Chasing Cars,3,0
Disappearing Earth,4,1
The House Where Evil Dwells,7,0
Life with the Lyons,5,0
The Browning Version,4,0
'''Way Over There,5,0
Born Free,3,0
God Whispered Your Name,6,0
Versace,3,0
My Ship Is Coming In,6,0
Queer,3,0
Hello Down There,4,0
The New Centurions,6,1
Deep Throat in Tokyo,5,0
Ballistic Kiss,4,0
Em and the Big Hoom,7,1
Loren Cass,3,0
The Beast,3,0
Luther,2,0
The Oath of the Vayuputras,9,1
(A Romance in Lower Mathematics),8,0
The Dark Tower VI:,6,1
Flirt,3,1
Man vs Beast,4,1
Tiger! Tiger!,5,1
Through It All,4,0
Playing for Keeps,4,0
Looney Tunes Golden Collection: Volume 5,10,0
Great,2,0
The Women of the Cousins' War,8,1
Love Me If You Can,6,0
Affliction,3,1
I Know,3,0
"The Future of Humanity: Terraforming Mars, Interstellar Travel, Immortality, and Our Destiny Beyond Earth",22,1
The Bro Code,4,1
Sycamore Row,4,1
The Women of the Cousins' War,8,1
Snow Cats,3,0
Grant Comes East,4,1
Vishnu,3,0
Sick of Life,4,0
The Resurrection Casket,5,1
The Race Beat,4,1
The Mitten,4,0
Rent-a-Kid,6,0
Ribsy,3,1
Words,2,0
Private,2,1
Woman on the Night Train,6,0
Hello-Goodbye,4,0
Grant Comes East,4,1
Storm Warning,3,1
If I Fall You're Going Down with Me,11,0
All Tomorrow's Parties,6,1
Tales from Jabba's Palace,8,1
Thunderball,3,1
Vandaag,3,0
Slide,2,0
The Rag and Bone Shop,6,1
Cleanup Time,3,0
The Lazarus Project,4,1
Parasite,3,1
Two tickets to India,5,0
Perfect Exchange,3,0
Sex Pot,3,0
Last Orders,3,1
Call Me Back Again,5,0
Come Fly with Me,5,0
The Shadow of Saganami,6,1
True Blue,3,1
Lamentation,4,1
Young Man with a Horn,6,0
The Decay of the Angel,6,1
Love in the First Degree,6,0
The Strange Death of Europe,6,1
Tommy and Quadrophenia Live,8,0
Sometimes a Great Notion,5,1
The Broken Compass: How British Politics Lost its Way,11,1
Blood of Tyrants,5,1
Straken,3,1
Dreaming,2,0
The Longshot,4,0
Who Killed Dr Bogle and Mrs Chandler?,10,0
Passing Strangers,3,0
Strictly Dishonorable,5,0
Mr. Monk on Patrol,6,1
All Over Me,4,0
The Fifty Year Sword,5,1
Brisingr,4,1
Sivaranjiniyum Innum Sila Pengalum,10,0
The Throne of Caesar,5,1
All Systems Red,4,1
Salt and Pepper,4,0
Time's Champion,5,1
The Neutronium Alchemist,5,1
Isabel,2,0
The Science of Success: How Market Based Management Built the World's Largest Private Company,18,1
Bad Blood,3,0
Bitter Harvest,3,0
The Fort,3,1
Fall Again,3,0
Gunslinger's Revenge,6,0
Aathi,3,0
Cowards Bend the Knee,6,0
The New Rebellion,4,1
How to Make an American Quilt,7,0
