prompt,prompt_len,target
"Calculate 15 - 52 =
A.-36 B.37 C.-37 D.-38",27,0
"Calculate 651 * 39 =
A.25399 B.25157 C.25389 D.25621",40,0
"Calculate 80712 / 114 =
A.708 B.700 C.716 D.718",35,1
"Calculate 374 * 84 =
A.31426 B.31416 C.31648 D.31184",40,0
"Calculate 41349 / 537 =
A.87 B.84 C.70 D.77",31,0
"Calculate 1 + 29 =
A.31 B.29 C.40 D.30",26,0
"Calculate 912 * 83 =
A.75696 B.82767 C.68625 D.75706",40,1
"Calculate 84 - 41 =
A.53 B.42 C.43 D.44",27,0
"Calculate 72 + 10 =
A.82 B.81 C.83 D.92",27,1
"Calculate 406 * 757 =
A.279059 B.307342 C.335625 D.307352",45,0
"Calculate 61 - 77 =
A.-16 B.-17 C.16 D.-15",27,1
"Calculate 90 - 32 =
A.58 B.57 C.59 D.68",27,1
"Calculate 1 + 58 =
A.58 B.69 C.60 D.59",26,0
"Calculate 54 - 70 =
A.-17 B.16 C.-15 D.-16",27,0
"Calculate 364039 / 533 =
A.683 B.693 C.691 D.675",36,1
"Calculate 56 - 39 =
A.17 B.16 C.27 D.18",27,1
"Calculate 58 * 28 =
A.1639 B.1634 C.1609 D.1624",35,0
"Calculate 520 / 8 =
A.75 B.66 C.64 D.65",27,0
"Calculate 2256 / 564 =
A.5 B.14 C.4 D.3",27,0
"Calculate 35568 / 144 =
A.247 B.257 C.249 D.245",35,1
"Calculate 2781 / 3 =
A.927 B.935 C.919 D.937",32,1
"Calculate 9 + 669 =
A.678 B.670 C.686 D.688",31,1
"Calculate 527 * 210 =
A.110670 B.110680 C.111597 D.109743",45,1
"Calculate 1 - 628 =
A.-627 B.-626 C.627 D.-628",31,1
"Calculate 200232 / 824 =
A.243 B.241 C.253 D.245",36,1
"Calculate 53998 / 58 =
A.939 B.923 C.941 D.931",34,0
"Calculate 95 + 40 =
A.134 B.136 C.135 D.145",31,0
"Calculate 274 - 262 =
A.22 B.11 C.13 D.12",29,0
"Calculate 4346 / 53 =
A.82 B.83 C.81 D.92",29,1
"Calculate 220 * 295 =
A.64436 B.64900 C.65364 D.64910",41,0
"Calculate 96 + 163 =
A.269 B.257 C.259 D.261",32,0
"Calculate 72 - 75 =
A.-4 B.3 C.-3 D.-2",23,0
"Calculate 61 - 77 =
A.-16 B.-17 C.16 D.-15",27,1
"Calculate 124 - 26 =
A.97 B.98 C.99 D.108",29,0
"Calculate 81 + 23 =
A.103 B.104 C.114 D.105",31,0
"Calculate 0 + 28 =
A.28 B.38 C.27 D.29",26,1
"Calculate 207 * 435 =
A.90972 B.90055 C.90045 D.89118",41,0
"Calculate 333 * 590 =
A.194616 B.196470 C.198324 D.196480",45,0
"Calculate 865 + 5 =
A.870 B.880 C.878 D.862",31,1
"Calculate 10 + 54 =
A.64 B.63 C.74 D.65",27,1
"Calculate 40590 / 902 =
A.55 B.44 C.46 D.45",31,0
"Calculate 407 - 301 =
A.106 B.107 C.105 D.116",33,1
"Calculate 865 + 5 =
A.870 B.880 C.878 D.862",31,1
"Calculate 6 + 89 =
A.95 B.94 C.105 D.96",27,1
"Calculate 42 + 3 =
A.45 B.44 C.46 D.55",26,1
"Calculate 7 * 509 =
A.3563 B.3573 C.3534 D.3592",35,1
"Calculate 746 * 88 =
A.65658 B.66112 C.65184 D.65648",40,0
"Calculate 4 * 15 =
A.61 B.59 C.60 D.70",26,0
"Calculate 58 + 1 =
A.59 B.58 C.60 D.69",26,1
"Calculate 310 - 5 =
A.305 B.315 C.277 D.333",31,1
"Calculate 21 + 7 =
A.29 B.38 C.27 D.28",26,0
"Calculate 87 + 7 =
A.93 B.104 C.95 D.94",27,0
"Calculate 279 - 49 =
A.232 B.230 C.240 D.228",32,0
"Calculate 1 - 297 =
A.-296 B.-295 C.296 D.-297",31,1
"Calculate 434 / 2 =
A.227 B.217 C.219 D.215",31,0
"Calculate 127512 / 924 =
A.138 B.137 C.139 D.148",36,1
"Calculate 858 - 347 =
A.515 B.507 C.511 D.521",33,0
"Calculate 511 * 160 =
A.81760 B.81770 C.73928 D.89592",41,1
"Calculate 79 - 87 =
A.-8 B.-9 C.-7 D.8",23,1
"Calculate 79 + 3 =
A.83 B.82 C.81 D.92",26,0
"Calculate 4680 / 90 =
A.52 B.53 C.51 D.62",29,1
"Calculate 6 + 63 =
A.68 B.79 C.70 D.69",26,0
"Calculate 297 * 46 =
A.13778 B.13662 C.13672 D.13546",40,0
"Calculate 548 * 526 =
A.259965 B.288258 C.288248 D.316531",45,0
"Calculate 40590 / 902 =
A.55 B.44 C.46 D.45",31,0
"Calculate 32 - 33 =
A.-1 B.0 C.1 D.-2",23,1
"Calculate 60 - 19 =
A.42 B.40 C.51 D.41",27,0
"Calculate 5 + 756 =
A.771 B.761 C.753 D.769",31,0
"Calculate 106 / 2 =
A.52 B.54 C.63 D.53",27,0
"Calculate 16 - 30 =
A.-13 B.-14 C.14 D.-15",27,0
"Calculate 48 + 2 =
A.49 B.60 C.50 D.51",26,0
"Calculate 42 - 89 =
A.-47 B.-48 C.47 D.-46",27,1
"Calculate 40 * 6 =
A.240 B.238 C.242 D.250",30,1
"Calculate 8 - 314 =
A.-306 B.-307 C.306 D.-305",31,1
"Calculate 427 / 7 =
A.61 B.71 C.60 D.62",27,1
"Calculate 74 - 45 =
A.29 B.39 C.30 D.28",27,1
"Calculate 7 - 79 =
A.-72 B.-71 C.-73 D.72",26,1
"Calculate 15747 / 543 =
A.29 B.30 C.39 D.28",31,1
"Calculate 951 - 445 =
A.506 B.516 C.510 D.502",33,1
"Calculate 22232 / 28 =
A.794 B.786 C.802 D.804",34,1
"Calculate 16029 / 39 =
A.407 B.411 C.421 D.415",34,0
"Calculate 79 * 3 =
A.235 B.237 C.239 D.247",30,0
"Calculate 55 * 19 =
A.1045 B.1037 C.1055 D.1053",35,1
"Calculate 50 + 34 =
A.84 B.83 C.94 D.85",27,1
"Calculate 94 + 250 =
A.340 B.354 C.348 D.344",32,0
"Calculate 5 - 8 =
A.-3 B.-2 C.-4 D.3",21,1
"Calculate 878 * 817 =
A.724739 B.717336 C.709913 D.717326",45,0
"Calculate 67 - 74 =
A.-7 B.-8 C.-6 D.7",23,1
"Calculate 5 - 815 =
A.810 B.-810 C.-809 D.-811",31,0
"Calculate 829 * 651 =
A.539679 B.543386 C.535972 D.539689",45,1
"Calculate 1 - 752 =
A.-751 B.751 C.-750 D.-752",31,1
"Calculate 393 / 393 =
A.1 B.0 C.11 D.2",26,1
"Calculate 201 / 3 =
A.67 B.66 C.77 D.68",27,1
"Calculate 347 + 46 =
A.393 B.403 C.397 D.389",32,1
"Calculate 194856 / 353 =
A.552 B.497 C.607 D.562",36,1
"Calculate 748 * 27 =
A.20206 B.22154 C.18238 D.20196",40,0
"Calculate 398 * 343 =
A.136514 B.137441 C.135587 D.136524",45,1
"Calculate 878 * 605 =
A.531200 B.527483 C.531190 D.534897",45,0
"Calculate 344 + 1 =
A.355 B.341 C.349 D.345",31,0
"Calculate 396 / 33 =
A.12 B.22 C.13 D.11",28,1
"Calculate 285 / 3 =
A.95 B.94 C.105 D.96",28,1
"Calculate 25740 / 33 =
A.772 B.780 C.788 D.790",34,0
"Calculate 32296 / 367 =
A.88 B.87 C.89 D.98",31,1
"Calculate 414 / 3 =
A.138 B.137 C.139 D.148",31,1
"Calculate 743 * 224 =
A.164578 B.166432 C.166442 D.168286",45,0
"Calculate 868 * 6 =
A.5150 B.5218 C.5266 D.5208",35,0
"Calculate 594486 / 909 =
A.664 B.654 C.662 D.646",36,0
"Calculate 5494 / 82 =
A.77 B.67 C.68 D.66",29,0
"Calculate 7 * 148 =
A.1036 B.1044 C.1046 D.1028",35,1
"Calculate 9 + 64 =
A.73 B.66 C.80 D.83",26,1
"Calculate 686 + 8 =
A.694 B.702 C.686 D.704",31,1
"Calculate 412 * 59 =
A.24308 B.24540 C.24076 D.24318",40,1
"Calculate 4 - 83 =
A.-78 B.-80 C.79 D.-79",26,0
"Calculate 75 - 6 =
A.68 B.70 C.69 D.79",26,0
"Calculate 74 * 178 =
A.13182 B.13056 C.13288 D.13172",40,0
"Calculate 39600 / 880 =
A.45 B.46 C.55 D.44",31,1
"Calculate 8250 / 25 =
A.330 B.334 C.326 D.340",33,1
"Calculate 80 / 80 =
A.2 B.1 C.11 D.0",24,0
"Calculate 78 * 77 =
A.6006 B.6016 C.5948 D.6064",35,1
"Calculate 138 * 3 =
A.414 B.410 C.418 D.424",31,1
"Calculate 1176 / 98 =
A.12 B.11 C.13 D.22",29,1
"Calculate 32 - 52 =
A.-20 B.-21 C.-19 D.20",27,1
"Calculate 53 - 80 =
A.-26 B.-27 C.27 D.-28",27,0
"Calculate 47 - 8 =
A.39 B.38 C.40 D.49",26,1
"Calculate 8450 / 26 =
A.325 B.335 C.329 D.321",33,1
"Calculate 647 - 93 =
A.564 B.499 C.554 D.609",32,0
"Calculate 625 * 139 =
A.85948 B.86885 C.87802 D.86875",41,0
"Calculate 3 * 148 =
A.454 B.448 C.440 D.444",31,0
"Calculate 85 + 41 =
A.127 B.136 C.125 D.126",31,0
"Calculate 9 * 8 =
A.79 B.72 C.82 D.65",25,0
"Calculate 55 + 1 =
A.55 B.66 C.56 D.57",26,0
"Calculate 92 + 428 =
A.520 B.524 C.516 D.530",32,1
"Calculate 1280 / 160 =
A.8 B.18 C.7 D.9",27,1
"Calculate 7 - 79 =
A.-72 B.-71 C.-73 D.72",26,1
"Calculate 3250 / 650 =
A.15 B.4 C.6 D.5",27,0
"Calculate 345 - 4 =
A.351 B.345 C.337 D.341",31,0
"Calculate 60 * 37 =
A.2220 B.2230 C.1999 D.2441",35,1
"Calculate 2976 / 8 =
A.372 B.382 C.376 D.368",32,1
"Calculate 1820 / 91 =
A.30 B.21 C.20 D.19",29,0
"Calculate 81 + 983 =
A.1064 B.1056 C.1074 D.1072",36,1
"Calculate 5 - 79 =
A.-74 B.-75 C.74 D.-73",26,1
"Calculate 98 - 53 =
A.44 B.55 C.45 D.46",27,0
"Calculate 254 - 11 =
A.245 B.253 C.243 D.241",32,0
"Calculate 336 * 5 =
A.1695 B.1665 C.1690 D.1680",35,0
"Calculate 2805 / 51 =
A.55 B.54 C.56 D.65",29,1
"Calculate 1148 / 28 =
A.42 B.40 C.41 D.51",29,0
"Calculate 19 + 777 =
A.804 B.806 C.788 D.796",32,0
"Calculate 4050 / 90 =
A.46 B.45 C.44 D.55",29,0
"Calculate 253456 / 868 =
A.264 B.292 C.302 D.320",36,0
"Calculate 1 - 8 =
A.7 B.-6 C.-8 D.-7",21,0
"Calculate 1824 / 912 =
A.3 B.12 C.2 D.1",27,0
"Calculate 7 + 250 =
A.259 B.255 C.267 D.257",31,0
"Calculate 333 * 590 =
A.194616 B.196470 C.198324 D.196480",45,0
"Calculate 29 - 0 =
A.29 B.28 C.30 D.39",26,1
"Calculate 127512 / 924 =
A.138 B.137 C.139 D.148",36,1
"Calculate 3 + 811 =
A.806 B.824 C.814 D.822",31,0
"Calculate 150066 / 378 =
A.397 B.393 C.401 D.407",36,1
"Calculate 269 * 392 =
A.105448 B.105458 C.104521 D.106375",45,1
"Calculate 8 + 52 =
A.61 B.59 C.60 D.70",26,0
"Calculate 65648 / 746 =
A.89 B.98 C.88 D.87",31,0
"Calculate 284256 / 564 =
A.504 B.514 C.508 D.500",36,1
"Calculate 3 * 6 =
A.19 B.28 C.18 D.17",25,0
"Calculate 6 * 42 =
A.262 B.252 C.250 D.254",30,0
"Calculate 16029 / 39 =
A.407 B.411 C.421 D.415",34,0
"Calculate 622 + 822 =
A.1459 B.1454 C.1444 D.1429",37,0
"Calculate 8 - 853 =
A.-844 B.845 C.-845 D.-846",31,0
"Calculate 601 - 3 =
A.598 B.542 C.654 D.608",31,1
"Calculate 1085 / 217 =
A.15 B.6 C.4 D.5",27,0
"Calculate 19 * 18 =
A.346 B.338 C.352 D.342",31,0
"Calculate 1375 / 55 =
A.25 B.24 C.35 D.26",29,1
"Calculate 48 - 54 =
A.-6 B.-7 C.6 D.-5",23,1
"Calculate 163 * 391 =
A.64197 B.63743 C.63733 D.63269",41,0
"Calculate 147 + 8 =
A.141 B.165 C.155 D.169",31,0
"Calculate 55 + 1 =
A.55 B.66 C.56 D.57",26,0
"Calculate 681 - 139 =
A.542 B.546 C.538 D.552",33,1
"Calculate 3249 / 9 =
A.365 B.371 C.361 D.357",32,0
"Calculate 22 - 45 =
A.-22 B.-23 C.23 D.-24",27,0
"Calculate 51 + 414 =
A.461 B.469 C.475 D.465",32,0
"Calculate 5 - 73 =
A.-68 B.-67 C.68 D.-69",26,1
"Calculate 8 + 470 =
A.478 B.482 C.474 D.488",31,1
"Calculate 55 - 50 =
A.5 B.15 C.4 D.6",24,1
"Calculate 68 - 73 =
A.-5 B.-6 C.-4 D.5",23,1
"Calculate 4 * 730 =
A.2920 B.2949 C.2891 D.2930",35,1
"Calculate 33 + 66 =
A.99 B.109 C.98 D.100",29,1
"Calculate 32 - 33 =
A.-1 B.0 C.1 D.-2",23,1
"Calculate 25 + 800 =
A.835 B.817 C.833 D.825",32,0
"Calculate 422 + 115 =
A.541 B.537 C.547 D.533",33,0
"Calculate 692709 / 699 =
A.999 B.1001 C.983 D.991",37,0
"Calculate 84 + 45 =
A.130 B.139 C.129 D.128",31,0
"Calculate 4644 / 774 =
A.6 B.16 C.7 D.5",27,1
"Calculate 760 / 95 =
A.7 B.18 C.8 D.9",25,0
"Calculate 889 * 745 =
A.662305 B.669718 C.662315 D.654892",45,1
"Calculate 1 + 684 =
A.693 B.685 C.695 D.677",31,0
"Calculate 27 + 49 =
A.76 B.86 C.69 D.83",27,1
"Calculate 663 - 884 =
A.-222 B.221 C.-221 D.-220",33,0
"Calculate 32 - 36 =
A.-3 B.-4 C.4 D.-5",23,0
"Calculate 20301 / 303 =
A.68 B.77 C.66 D.67",31,0
"Calculate 48 - 54 =
A.-6 B.-7 C.6 D.-5",23,1
"Calculate 188936 / 418 =
A.452 B.462 C.448 D.456",36,1
"Calculate 72 * 5 =
A.360 B.364 C.356 D.370",30,1
"Calculate 5 + 9 =
A.24 B.13 C.15 D.14",25,0
"Calculate 5 - 8 =
A.-3 B.-2 C.-4 D.3",21,1
"Calculate 432 / 216 =
A.3 B.1 C.12 D.2",26,0
"Calculate 379 * 87 =
A.32983 B.33205 C.32741 D.32973",40,0
"Calculate 74 - 0 =
A.67 B.81 C.84 D.74",26,0
"Calculate 758 * 238 =
A.180404 B.178550 C.180414 D.182258",45,1
"Calculate 84 + 45 =
A.130 B.139 C.129 D.128",31,0
"Calculate 624 - 70 =
A.499 B.564 C.554 D.609",32,0
"Calculate 14366 / 22 =
A.661 B.663 C.645 D.653",34,0
"Calculate 463856 / 547 =
A.856 B.848 C.840 D.858",36,0
"Calculate 49 - 12 =
A.47 B.36 C.38 D.37",27,0
"Calculate 5 + 38 =
A.44 B.43 C.42 D.53",26,0
"Calculate 684 + 1 =
A.685 B.677 C.695 D.693",31,1
"Calculate 4680 / 90 =
A.52 B.53 C.51 D.62",29,1
"Calculate 481 * 317 =
A.152477 B.138335 C.152487 D.166619",45,1
"Calculate 86 - 1 =
A.86 B.85 C.84 D.95",26,0
"Calculate 35568 / 144 =
A.247 B.257 C.249 D.245",35,1
"Calculate 349 + 56 =
A.415 B.405 C.401 D.409",32,0
"Calculate 1 - 1 =
A.10 B.-1 C.1 D.0",22,0
"Calculate 37 - 0 =
A.38 B.37 C.47 D.36",26,0
"Calculate 263 - 569 =
A.-307 B.306 C.-306 D.-305",33,0
"Calculate 28 - 30 =
A.-2 B.-1 C.2 D.-3",23,1
"Calculate 46746 / 954 =
A.59 B.49 C.48 D.50",31,0
"Calculate 28 + 22 =
A.49 B.50 C.51 D.60",27,0
"Calculate 3 - 3 =
A.0 B.-1 C.1 D.10",22,1
"Calculate 11 + 69 =
A.80 B.90 C.81 D.79",27,1
"Calculate 64 - 37 =
A.26 B.27 C.37 D.28",27,0
"Calculate 820 / 205 =
A.4 B.14 C.3 D.5",26,1
"Calculate 75 + 5 =
A.90 B.79 C.80 D.81",26,0
"Calculate 376 + 152 =
A.524 B.528 C.538 D.532",33,0
"Calculate 889 * 745 =
A.662305 B.669718 C.662315 D.654892",45,1
"Calculate 914 * 225 =
A.207504 B.205650 C.205660 D.203796",45,0
"Calculate 64 + 318 =
A.382 B.386 C.378 D.392",32,1
"Calculate 178 - 456 =
A.-279 B.-277 C.278 D.-278",33,0
"Calculate 193 - 226 =
A.-34 B.33 C.-33 D.-32",29,0
"Calculate 300 / 100 =
A.3 B.4 C.13 D.2",26,1
"Calculate 5 * 157 =
A.785 B.777 C.795 D.793",31,1
"Calculate 539 - 482 =
A.57 B.58 C.67 D.56",29,1
"Calculate 168 / 28 =
A.5 B.16 C.7 D.6",25,0
"Calculate 238200 / 600 =
A.397 B.407 C.393 D.401",36,1
"Calculate 56 / 56 =
A.1 B.11 C.2 D.0",24,1
"Calculate 447 * 569 =
A.256197 B.254353 C.254343 D.252489",45,0
"Calculate 347728 / 824 =
A.418 B.422 C.426 D.432",36,0
"Calculate 274 - 262 =
A.22 B.11 C.13 D.12",29,0
"Calculate 188936 / 418 =
A.452 B.462 C.448 D.456",36,1
"Calculate 1007 / 53 =
A.19 B.18 C.29 D.20",29,1
"Calculate 56 * 21 =
A.1065 B.1287 C.1176 D.1186",35,0
"Calculate 30 - 48 =
A.-18 B.18 C.-19 D.-17",27,1
"Calculate 4 + 13 =
A.17 B.16 C.27 D.18",26,1
"Calculate 298 + 564 =
A.854 B.862 C.872 D.870",33,0
"Calculate 390 / 6 =
A.75 B.64 C.65 D.66",27,0
"Calculate 72 * 5 =
A.360 B.364 C.356 D.370",30,1
"Calculate 3 + 70 =
A.66 B.80 C.73 D.83",26,0
"Calculate 684 + 1 =
A.685 B.677 C.695 D.693",31,1
"Calculate 43 - 7 =
A.46 B.35 C.37 D.36",26,0
"Calculate 8 * 39 =
A.281 B.343 C.312 D.322",30,0
"Calculate 406 * 77 =
A.31494 B.31272 C.31262 D.31030",40,0
"Calculate 68 - 7 =
A.61 B.62 C.71 D.60",26,1
"Calculate 96 + 27 =
A.124 B.122 C.123 D.133",31,0
"Calculate 15 + 693 =
A.700 B.708 C.716 D.718",32,0
"Calculate 234 / 39 =
A.7 B.6 C.16 D.5",25,0
"Calculate 427 / 7 =
A.61 B.71 C.60 D.62",27,1
"Calculate 91 * 51 =
A.4641 B.5083 C.4199 D.4651",35,1
"Calculate 0 - 4 =
A.-4 B.4 C.-5 D.-3",21,1
"Calculate 145 + 628 =
A.783 B.781 C.773 D.765",33,0
"Calculate 5 + 52 =
A.57 B.56 C.58 D.67",26,1
"Calculate 26 * 138 =
A.3617 B.3559 C.3588 D.3598",36,0
"Calculate 469 * 387 =
A.181503 B.183357 C.179649 D.181513",45,1
"Calculate 581 - 8 =
A.583 B.629 C.573 D.517",31,0
"Calculate 18368 / 448 =
A.41 B.51 C.40 D.42",31,1
"Calculate 201 / 3 =
A.67 B.66 C.77 D.68",27,1
"Calculate 907 + 75 =
A.990 B.992 C.982 D.974",32,0
"Calculate 90 - 466 =
A.376 B.-376 C.-377 D.-375",32,0
"Calculate 95 + 571 =
A.666 B.658 C.674 D.676",32,1
"Calculate 113 + 2 =
A.125 B.114 C.115 D.116",31,0
"Calculate 204204 / 308 =
A.663 B.671 C.673 D.655",36,1
"Calculate 45 + 81 =
A.136 B.127 C.125 D.126",31,0
"Calculate 2928 / 366 =
A.8 B.7 C.9 D.18",27,1
"Calculate 94 * 2 =
A.198 B.190 C.188 D.186",30,0
"Calculate 0 + 92 =
A.92 B.91 C.93 D.102",27,1
"Calculate 31 - 4 =
A.27 B.28 C.37 D.26",26,1
"Calculate 731 + 402 =
A.1133 B.1244 C.1143 D.1022",37,1
"Calculate 82 * 89 =
A.7240 B.7308 C.7298 D.7356",35,0
"Calculate 5 - 8 =
A.-3 B.-2 C.-4 D.3",21,1
"Calculate 172 / 4 =
A.53 B.44 C.43 D.42",27,0
"Calculate 6 * 42 =
A.262 B.252 C.250 D.254",30,0
"Calculate 15 - 6 =
A.8 B.19 C.9 D.10",24,0
"Calculate 70 - 48 =
A.21 B.23 C.22 D.32",27,0
"Calculate 75 * 15 =
A.1125 B.1135 C.1236 D.1014",35,1
"Calculate 94 + 3 =
A.97 B.98 C.96 D.107",27,1
"Calculate 972 * 496 =
A.482112 B.485819 C.478405 D.482122",45,1
"Calculate 40 * 567 =
A.22448 B.22680 C.22912 D.22690",40,0
"Calculate 667360 / 776 =
A.868 B.870 C.852 D.860",36,0
"Calculate 23 - 716 =
A.-693 B.-692 C.693 D.-694",32,1
"Calculate 207 * 435 =
A.90972 B.90055 C.90045 D.89118",41,0
"Calculate 46 + 49 =
A.95 B.105 C.96 D.94",28,1
"Calculate 35 * 98 =
A.3401 B.3459 C.3440 D.3430",35,0
"Calculate 739 - 338 =
A.397 B.405 C.401 D.411",33,0
"Calculate 10332 / 126 =
A.82 B.81 C.83 D.92",31,1
"Calculate 205 + 12 =
A.227 B.217 C.215 D.219",32,0
"Calculate 254 + 0 =
A.252 B.254 C.264 D.256",31,0
"Calculate 30 - 62 =
A.-33 B.-31 C.-32 D.32",27,0
"Calculate 637 + 218 =
A.855 B.847 C.863 D.865",33,1
"Calculate 9 - 31 =
A.22 B.-21 C.-22 D.-23",26,0
"Calculate 35432 / 824 =
A.43 B.53 C.44 D.42",31,1
"Calculate 39 - 52 =
A.-13 B.-12 C.-14 D.13",27,1
"Calculate 429 - 571 =
A.-141 B.-143 C.142 D.-142",33,0
"Calculate 24840 / 36 =
A.690 B.682 C.698 D.700",34,1
"Calculate 84 / 21 =
A.14 B.3 C.4 D.5",24,0
