prompt,prompt_len,target
Champlain's Dream,6,2008
The Shiva Option,4,2002
Wouldn't I Be Someone,7,1973
Tangerine,3,1970
Viking Death March,4,2012
October,2,1981
So Hott,4,2007
Te Perdiste Mi Amor,7,2013
Pom Poms,4,2013
Thank You for Smoking,5,1994
Intro,2,2019
Bees Saal Baad,5,1989
Heatseeker,3,1988
Don't You (Forget About Me),10,1985
Mehboob Ki Mehndi,7,1971
Runnin,3,1995
The Fear,3,2008
"No, It Isn't",7,2005
Real Muthaphuckkin G's,9,1993
Case of the P.T.A,9,1991
Wolves,2,2017
Get Up,3,2008
That Means a Lot,5,1996
Whip Appeal,3,1990
Crab Rave,3,2018
"1, 2, 3, 4 (Sumpin' New)",18,1996
Ho Hey,3,2012
Everything,2,2013
How Do You Do!,6,1992
El Perdón / Forgiveness,6,2015
Never,2,2004
And Now My Love,5,1974
On the Steel Breeze,5,2013
Norman Fucking Rockwell,4,2019
Fire We Make,4,2013
Seize the Day,5,1956
Baby Please Don't Stop,7,2019
Counting Blue Cars,4,1996
Zutter,3,2015
Dive,2,2012
London Boys,3,1976
The Third Option,4,2000
Sunshine in the Rain,5,2005
Close Enough to Perfect,5,1982
October & April,4,2009
Come Fly with Me,5,1963
Cheater,3,2004
Walk This Way: The Autobiography of Aerosmith,10,1997
David Watts,3,1967
My Trigger,3,2016
Scream,2,2008
Can't Get Enough,6,2011
Everything We Need,4,2019
Loca,3,2010
The One,3,2008
Overtime,3,2009
Sur ma route,4,2014
Ring a Bell / Kane o Narashite,10,2008
Guys My Age,4,2016
Crooked Arrows,4,2012
Heart Is a Drum,5,2014
No One Knows,4,2002
What We're All About,7,2002
Mother,2,1979
I Don't Feel Like Dancin',10,2006
Wait for a Minute,5,2013
I Like the Way (The Kissing Game),11,1991
Flavor of Life,4,2007
Glamorous Sky,4,2005
Save the Day,4,2020
Not in Love,4,2016
The Cry of the Owl,6,1987
Satisfy You,4,1999
Violence,2,2019
Calico Skies,4,1997
Punch and Judy,4,1984
Travels in the Scriptorium,7,2007
I Love to Love,5,1995
Tales from Jabba's Palace,8,1995
Shutting Down Our Town,6,2019
Oh Yeah,3,1985
Change,2,2009
Gardening at Night,4,1982
Blue Magic,3,2007
Waste a Moment,4,2016
Red Dwarf,3,1989
For You,3,2020
Gregor and the Prophecy of Bane,7,2004
Far Away,3,2003
One Wild Night,4,2001
She Thinks His Name Was John,8,1994
Stan,2,2000
මඩොල් දූව,9,1976
Honey,2,2002
If I Can't,6,2003
She Builds Quick Machines,5,2007
Più che puoi,4,2001
Mafioso,3,1962
Cherish,3,1989
Appointment with Danger,4,1950
Deep Silent Complete,4,2000
Baby Buggy Bunny,4,1954
All the Love in the World,7,2001
The Moon Is a Harsh Mistress,7,1966
Fighting Temptation,3,2003
Do You Want to Build a Snowman?,9,2013
Love Story,3,1968
Three Little Birds,4,1980
Things We Lost in the Fire,7,2013
Don't Laugh at Me,7,1998
Crush on You,4,1997
Traduire,3,2011
Grammy Family,4,2006
Passenger,2,1999
Hero,2,2002
Forgiven,3,2008
Trip Around the Sun,5,2004
Secrets,2,2018
Ship of Magic,4,1998
Lost Without U,4,2006
All I Want Is a Life,7,1996
I Am the Walrus,6,1967
Nowhere Girl,3,1980
The Facts of Death,5,1998
Sugar Daddy,3,1971
Une chance sur deux,5,1998
Brooklyn Zoo,3,1995
Fox on the Run,5,1975
Follow Me,3,2012
Everything's Ruined,6,1992
I Disappear,4,2000
Brother Love's Travelling Salvation Show,8,1969
When the Redskins Rode,5,1951
Troubadour,4,2008
Sober,3,2015
Remember You Young,4,2019
Grow Some Funk of Your Own,7,1976
"Bills, Bills, Bills",6,1999
J'attendais,6,1997
Foolish,3,2002
Illicit Dreams 2,6,1997
I Feel Like a Bullet (In the Gun of Robert Ford),14,1976
Steal a Kiss from You,6,2017
Solo Quiero (Somebody to Love),8,2019
Like It's Her Birthday,7,2010
Robot Rabbit,3,1953
People,2,2019
Black Mamba,4,2020
Strange,2,2019
Everything Is Everything,4,1999
The Hangman's Body Count,8,2013
1945,5,1995
Losing Grip,3,2003
Esio Trot,4,1990
Just a Little Bit Better,6,1965
Two Ghosts,3,2017
Big Big World,4,1998
Brand New Man,4,1991
Only,2,2005
Hotride,3,2004
What You Want,4,1997
Goodness of God,4,2019
(The Monstars' Anthem),8,1997
Beautiful Day,3,2000
The Worry Website,4,2002
"Any Time, Any Place",6,1994
Powderfinger,3,1979
Cutting Shapes,3,2016
Prayer for the Dying,5,1994
King of My Castle,5,1997
Ol' Red,4,2002
Jump to the Beat,5,1980
Talk Talk,3,1982
Spit on a Stranger,5,1999
These Walls,3,2015
Toothpaste Kisses,4,2008
A Time for Mercy,5,2020
Last Train Home,4,2004
Sasanam,4,2006
Life in Technicolor II,6,2009
My Voyage to Italy,5,1999
C'est dans l'air,8,2009
Bless the Child,4,2002
Gimme More,3,2007
Kotoko,3,2011
Mr. 3000,8,2004
Toxicity,2,2002
Invisible,2,2011
Fade Away,3,1981
Time Is Up,4,2018
Slippery When Wet,5,1975
Can't Let Go,6,2005
a capella,4,2016
Lala Song,4,2009
When I Grow Up,5,2008
Everywhere You Go,4,1999
Drugs & the Internet,5,2019
Kooda,4,2017
O.N.E,6,2010
Lloran Las Rosas,6,1997
Sweet Spot,3,2019
"Never Again, Again",5,1997
"Rated ""X",4,1972
Snow Cats,3,2016
Tough Love,3,2019
Bits and Pieces,4,1964
The Glass Castle,4,1950
Do Somethin',5,2005
Hands Tied,3,2010
Allez Ola Olé,5,2010
Big Sur,3,1962
The Morning Papers,4,1993
Race for the Yankee Zephyr,6,1981
Garageland,4,1977
Boyfriend,3,2012
(If You're Not in It for Love) I'm Outta Here!,19,1995
Timeless Melody,4,1990
Start a Band,4,2008
Early Winter,3,2008
When We're Human,6,2009
Weak,2,1996
5 O'Clock,5,2011
Eagle of the Pacific,5,1953
Variant,2,2011
Zatoichi the Fugitive,7,1963
Better Things to Do,5,1995
House Party,3,2015
The Nutt House,4,1992
The Corner,3,2005
All Eyez on Me,6,2002
If You Wanna,4,2011
Susan's House,5,1997
Amarillo Sky,4,2002
Without You,3,1990
Tears of Pearls,4,1999
Love the World,4,2008
I'm Gonna Getcha Good!,9,2002
Look at Us Now,5,2017
A Nanny's Secret,6,2009
Cry Uncle!,4,1971
Homburg,3,1967
Pushpanjali,4,1970
Risingson,4,1997
Jessie,2,1993
Love's Not a Competition (But I'm Winning),14,2007
Anywhere,2,2017
Let You Down,4,2017
Buppah Rahtree Phase 2: Rahtree Returns,15,2005
Every Second Counts,4,2003
God And Gun,4,1995
Our God,3,2010
Annai Kaligambal/Shri Kalikamba,12,2003
Defy You,4,2001
Love Shine a Light,5,1997
Storm,2,2018
You Make It Feel Like Christmas,7,2017
The Quants,4,2010
Nuestro Himno,4,2006
Danger!! Death Ray,5,1967
Funky Friday,3,2018
Kurukshetram,6,1977
I'm a Survivor,6,2001
Indio 2: The Revolt,8,1991
Blind,2,2008
First Time,3,2017
Looney Tunes Golden Collection: Volume 5,10,2007
Sheila Ki Jawani,5,2010
Hillbilly Bone,4,2009
Here I Am,4,1971
I Wanna Be a Warhol,6,2013
Channa Mereya,5,2016
Eternity,3,2014
Fefe,3,2018
1901,5,2009
Runaway,3,1961
Déjà Vu,4,2015
Costa Rica,3,2019
When the Redskins Rode,5,1951
Living in the Material World,6,1973
F.N,4,2019
Life,2,1998
Greaser's Palace,6,1972
Double Trouble,3,2020
Rage: A Love Story,6,2009
Wherever She Goes,4,1951
Round Here,3,2003
I Don't Care,6,2005
Thattungal Thirakkappadum,9,1966
Out for Blood,4,2019
Running in the Family,5,1987
Poovukkul,5,1998
Tia Tamera,4,2019
Ready or Not,4,1990
The Legend of Suriyothai,7,2001
Love You More,4,2008
Wish You Were Here,5,2001
The Way (Put Your Hand in My Hand),11,2003
"The Healing of America: A Global Quest for Better, Cheaper, and Fairer Health Care",19,2010
The French Lieutenant's Woman,7,1981
The Gift,3,2006
Spirits,3,2016
Remind Me),4,2006
Twist Around the Clock,5,1961
Doggy Dogg World,5,1994
Can't Stop Playing (Makes Me High),11,2015
Another Day,3,1994
Suddenly,2,2012
Angel,2,1998
What If I Was Nothing,6,2013
Collide,3,2011
Never Should've Let You Go,8,1993
Love Make the World Go Round,7,2016
Crazy for You,4,1985
Bluebird,3,1974
Did It Again,4,2019
On Hold,3,2016
The Lakes,3,2021
The Challengers,4,1990
Hard Place,3,2019
"It's Not the End of the World, But I Can See It from Here",18,2009
Cheap Thrills,4,2015
Grove St. Party,5,2011
Cuddle Up,4,1972
Zero,2,2018
Tim McGraw,3,2006
Miracle,2,1991
Lit,2,2017
Try,2,2014
All I See,4,2008
Rollercoaster,3,1998
Trigger Mortis,4,2015
Ashes,3,2004
That's Life,5,2019
Jazzman,3,1974
Headlock,3,2006
Have You Ever?,5,1998
Ride,2,2012
The Crooked Road,4,1965
Reindeer(s) Are Better Than People,10,2013
House on Fire,4,1986
Wall to Wall,4,2007
Roses in the Hospital,5,1993
Inexcusable,5,2005
Gathering Blue,3,2000
Letters To A Young Brother,6,2006
The Bartimaeus Trilogy: The Amulet of Samarkand,14,2003
One Night Stand,4,2011
Headlights,3,2015
Guns for San Sebastian,5,1968
Some Like It Hot,5,1985
Judwaa,3,1997
Bring the Noize,5,2013
Lalala,3,2019
Beautiful to Me,4,2015
A Light That Never Comes,6,2013
The Last of the Finest,6,1990
Dust of Dreams,4,2009
Dog Days,3,2001
Sunghursh,4,1968
Kaalamellam Kadhal Vaazhga,11,1997
Little Jeanie,4,1980
Queen of My Double Wide Trailer,7,1993
Ding,2,2006
Call on Me,4,2016
How Can You Mend a Broken Heart,8,1971
Why,2,2005
In My Mind (Axwell Mix),9,2012
A&E,4,2008
Tea and Toast,4,2012
Better Things,3,1981
Womanizer,3,2008
Madame Satã,4,2002
Elite Squad,3,2007
Captivated Heart,5,2014
Lament,3,1984
God of Thunder,4,1976
I Love a Rainy Night,6,1980
Green Light,3,2008
Revival,3,2010
The Answer's at the End,8,1975
Control,2,2001
Reencarnación,5,2001
Finally Home,3,2008
King of the World,5,2016
Sunn Raha Hai,6,2013
This Is Gospel,4,2013
Pound the Alarm,4,2012
Baptized in Fire,5,2016
Can't Fight the Moonlight,7,2000
Live Wire,3,1982
Hit 'Em High,5,1997
Canadian Girls,3,2012
Twilight,2,1981
Butterfly Effect,3,2017
Hung Up,3,2005
Whatchulookinat,5,2002
In Waves,3,2011
The Mad Ship,4,1998
Racks on Racks,6,2019
Daag,3,1952
The Lazy Song,4,2011
Ladyfingers,3,1999
Hangover,3,2011
Tell Me Do U Wanna,6,1997
Betray and Degrade,6,2017
Stop Living the Lie,5,2003
Fais ce que tu voudras,7,1986
Girls,2,2010
God Is the Bigger Elvis,6,2012
Making Memories of Us,5,2005
Popular Monster,3,2019
Cross My Broken Heart,5,1987
Going Nowhere,3,1993
Out of Life,4,1991
Ro.Go.Pa.G,8,1963
I Hope You Suffer,5,2013
A-ra-shi: Reborn,8,2019
Beggin & Pleadin,6,2016
Driftwood,3,1999
Hitsville U.K,6,1981
The Flesh Is Weak,5,1957
Everybody's Somebody's Fool,8,1960
Cheated Hearts,4,2006
Sommartider,4,1982
Sincerely Yours,3,1955
A.D.I.D.A.S,12,1997
The Middle,3,2018
Set in Stone,4,2016
My 64,5,2007
(or alternatively Tacatà or Tacatá),11,2012
Breed,2,1991
These Hard Times,4,2008
Salamander Street,4,2020
Cry for Help,4,1991
Doll Parts,3,1994
Everyday,2,2018
Who the Fuck Is That?,7,2007
Red Hill Mining Town,5,1987
Katha,3,1982
Brother,2,2017
Every Girl in This Town,6,2019
Raging,3,2016
Innocent Prey,4,1991
The Keeper,3,1985
"Baby, Let Me Follow You Down",8,1962
Better Dig Two,4,2012
Screaming Bloody Murder,5,2011
So Young,3,1993
Waiting for a Star to Fall,7,1988
Because You Loved Me,5,1996
Days in the Sun,5,2017
Low,2,2003
Calm After the Storm,5,2014
Only You,3,2017
Martika's Kitchen,6,1991
You Are the Only One,6,2016
Where Is the Feeling?,6,1995
I'm Gonna Show You Crazy,8,2014
A Selena Tribute,4,2015
Pearl Harbor:,4,2007
Replay,2,2009
Memories,2,2016
One Thing Leads to Another,6,1982
Peer Pressure,3,2019
Loverboy,3,1984
Samrajyam,4,1990
Dreams of Russia,4,1992
Secrets of the Furious Five,6,2008
Mrs. Salkım's Diamonds,9,1999
The Letter That Johnny Walker Read,7,1975
Pon de Floor,4,2009
Marte Dam Tak,5,1987
Saat Hindustani,5,1969
What U Workin' With?,8,2016
When I Get Where I'm Going,9,2005
Bobbie Jo and the Outlaw,7,1976
Well-Founded Fear,5,2000
Liquorice,3,2012
No,2,2016
I Wish You'd Stay,7,2002
Name and Number,4,1989
La voix du bon Dieu,6,1981
Beachin',4,2014
The Prisoner of Heaven,5,2012
Some Say,3,2019
Happy Song,3,2015
Mille Soya,4,2004
Put It on Me,5,2000
This Head I Hold,5,2012
1955,5,2016
Whole Wide World,4,1977
You and Me and the Devil Makes 3,10,2007
What Would You Do?,6,2001
Halo,2,1997
Mamunia,3,1974
Hunger,2,2018
Electrical Storm,3,2002
Gashina,4,2017
Living for the Weekend,5,2005
El Último Adiós,6,2000
Sissyneck,5,1997
Waiting for the Sirens' Call,8,2005
Who's Afraid of the Big Bad Wolf?,11,1991
Pretty Shining People,4,2019
Egoísta,4,2010
Available,2,2020
Maigoinu to Ame no Beat,8,2010
Joy,2,2018
Tsunami,3,2000
Bernadette,3,1967
Elephant,2,1989
Let Me Go,4,1982
Roadhouse 66,6,1984
King Dork,4,2006
Paperback Writer,3,1966
Doctor Pepper,3,2015
We Got That Cool,5,2019
Let You Be Right,5,2018
Von Ryan's Express,6,1965
18 Days,4,2008
I Don't Dance (Without You),10,2018
Bombón de Azúcar,6,1996
Don't Love You No More (I'm Sorry),14,2005
Hamraaz,4,1967
On the Right Track,5,1981
Opinion,2,2004
"Yes, Mr. Peters",6,1965
(Adua e le compagne),9,1960
Don't You Ever Leave Me,8,1984
Kate,2,1972
Sangee (সঙ্গী),9,2003
Play Dead,3,1993
Pictures of Matchstick Men,6,1968
Into the Nightlife,5,2008
First Day of My Life,6,2005
"Sisters, O Sisters",5,1972
Fatal Instinct,3,1993
Fear Over the City,5,1975
A Street Cat Named Sylvester,6,1953
Loco Enamorado,5,2017
Keep It Real,4,1995
What is Love,4,2015
All Eyez,4,2016
Last to Know,4,2004
Blurred Lines,4,2013
Fly Over States,4,2012
Brooklyn Zoo,3,1995
Walk On,3,2001
Animal Nitrate,3,1993
A Room for Romeo Brass,6,1999
Disco Girl,3,2001
Why I Love You,5,2011
Dirty Deeds Done Dirt Cheap,6,1976
Nothing Lasts Forever,5,1997
Georgia Peaches,3,2011
This Year's Girl,6,1978
Find the Time,4,1986
What You Need,4,1985
Sea of Voices,4,2014
Trip Around the Sun,5,2004
Jet,2,1974
How Do U Want It,6,1996
Where Are You Going,5,2002
Headsprung,3,2004
A Virgin Among the Living Dead,7,1973
Fearless,3,1971
All My Rowdy Friends (Have Settled Down),12,1981
I Seen a Man Die,6,1994
Don't Need No Money,7,2016
Underwater,3,2012
Oliver's Army,5,1979
When We Are Together,5,1999
Love Is the Drug,5,2006
Looney Tunes Golden Collection: Volume 2,10,2004
Man in the Rain,5,1998
Better Now,3,2018
Islands in the Stream,5,1983
I'll Never Fall in Love Again,9,1969
Feel Like Dance,4,1995
Kings of Speed,4,1975
Made in America,4,2011
Agni Pariksha,5,1954
(You Can) Depend on Me,8,1959
Destin,2,1996
Sing,2,2012
Sick Again,3,1975
Barricade,4,2010
Can't We Just Sit Down (And Talk It Over),14,1977
I Know You Are Leaving,6,2016
Pieces of a Dream,5,2005
My Swagger,3,2017
Into You,3,2016
Fuckin' Perfect,4,2010
Bleed lt,4,2019
Love in the First Degree,6,1987
Experiencia Religiosa,5,1995
Falsetto,3,2007
Up All Night,4,2017
I Love My Life,5,2015
Soldier,2,2004
I'm Alright,5,1980
Love Is a Hurricane,5,2010
James and the Giant Peach,6,1961
Alright,2,1995
La pista di sabbia,5,2007
Let the Wind Blow,5,1967
In Love with a Girl,6,2008
Karunamayudu,6,1978
Men of Steel,4,1997
Real Love,3,1992
Home,2,2017
Fallin',4,2001
The Keeper,3,2018
Uh-ee,4,2014
The Steel Helmet,4,1951
Blue Kentucky Girl,4,1965
So Far Away,4,2017
Dr. Plonk,5,2007
जीवन की शतरंज,8,1993
Haunted Mouse,3,1965
Xanny,3,2019
"Swing, Swing",4,2002
Under the Westway,5,2012
Man in the Mirror,5,1988
Lot to Learn,4,2015
I Fall to Pieces,5,1961
Outa-Space,5,1971
A New Machine,4,1987
I Run This,4,2008
They Don't Know,6,1979
Sick Bubblegum,4,2009
Pretty Little Head,4,1986
Anatomy 2,4,2003
Call Me Bwana,5,1963
Goodbye Happiness,3,2010
Summer Day,3,2010
Let the Wind Blow,5,1967
Dangerous,2,2006
The Other Side,4,2013
While Your Lips Are Still Red,7,2007
Ocean Drive,3,2015
At the Zoo,4,1967
Nasty Girl,3,2005
Dream Baby (How Long Must I Dream),10,1962
Faded,3,2012
Trouble,2,2003
Outlaw Blues,4,1965
Running Back,3,2008
This Girl,3,2009
Love Makes Things Happen,5,1990
Another Day,3,1993
Nothin' But the Cavi Hit,9,1996
Me Gusta,4,2020
Life of da Party,5,2008
Won't Get Fooled Again,8,1971
Upside Down,4,2010
Principles of Corporate  Finance,6,2022
Everything Zen,3,1995
Shut Up (and Sleep with Me),9,1995
"Eh, Eh (Nothing Else I Can Say)",11,2009
Rich and Blind,4,2018
I Just Call You Mine,6,2009
Don't Know What to Do,8,2019
Elantris,4,2005
Gwendy's Button Box,8,2017
Saltwater,3,1999
Tarzan & Jane,5,1998
Honey,2,1968
Love Generation,3,2005
B with Me,4,2002
4 Hours,3,1981
Choices,2,2010
Dirt on My Boots,5,2016
Doing It,3,2015
An End Has a Start,6,2007
A Little Bit Longer,5,2008
"Faraway, So Close!",7,1993
Journey to the Past,5,1997
Banana,2,2017
Send It On,4,2009
Don't Check on Me,7,2019
Hands to Myself,4,2016
Just Give Me a Reason,6,2013
Calipso,3,2019
Back to Life (However Do You Want Me),11,1989
Reach for the Sky,5,2004
(The Pronek Fantasies),8,2002
Into the Blue,4,2014
I Need a Girl (Part One),9,2002
Scandalous,4,2003
La Carcacha,5,1992
Bills,2,2015
Dov'è l'amore,8,1999
Don't Call Me Angel,7,2019
Peggy Sue,3,1957
Sober,3,2007
Lily of the Valley,5,1974
Epic,2,2011
Forevermore,3,2017
Third Rock from the Sun,6,1994
Tales from Jabba's Palace,8,1995
The Black Box,4,2005
Work,2,2009
Give a Little More,5,2010
The Abyss Beyond Dreams,5,2014
Goalie Goalie,5,2018
Buy & Cell,4,1988
And Quiet Flows the Don,6,1957
Greaser's Palace,6,1972
Tremor,3,2014
Exposed,2,1983
For You I Will,5,1997
I Hear a Symphony,5,1965
"Tie Me Kangaroo Down, Sport",7,1960
Vato,3,2006
Twist in My Sobriety,7,1988
Country Dance,3,1970
Don't Shoot,5,2014
The Taming of the Queen,7,2015
Under Your Thumb,4,1981
Nightmare,2,1988
Beggin & Pleadin,6,2016
Brand New Man,4,1991
Giants,2,2013
Twilight,2,1998
The Power of the Dream,6,1996
Encore,2,2004
Gold Soundz,4,1994
Single-Bilingual,5,1996
Mr. Magorium's Wonder Emporium,10,2007
Renegade,3,2011
Great House,3,2010
Bullet,2,2011
If My Homie Calls,6,1992
Teenage Dream,3,1974
If the Good Die Young,6,1994
And Another Thing,4,2009
Strait Playin',6,1997
The Eyre Affair,4,2001
I'll Never Fall in Love Again,9,1969
Pirates of the 20th Century,9,1980
Monster,2,2012
Latcho Drom,5,1993
Born to Be Yours,5,2018
Say Somethin,4,2012
Freedom at 21,6,2012
Champagne Night,3,2020
Achilles Last Stand,5,1976
Juggernauts,5,2009
Trippin' (That's the Way Love Works),13,2005
Kevin Carter,3,1996
Money,2,2000
The Real Macaw,5,1998
Motownphilly,4,1991
House of Love,4,1994
The V.I.P.s,9,1963
One Step Beyond,4,1979
White Lightning,3,1959
Dark Purpose,3,1964
Meltdown,3,2014
Sex,2,2016
I Finally Understand,4,2020
A Sky Full of Stars,6,2014
Honeymoon,3,1959
कसम वरदी की,7,1989
Brigham City,4,2001
The Great Escape,4,2007
"Merry Christmas, Alex Cross",6,2012
Want to Want Me,5,2015
Spook Country,4,2007
Winner at a Losing Game,6,2007
Genetic Engineering,3,1983
Warm Wet Circles,4,1987
Siren Song,3,2019
The End of the Game,6,2019
Carry on at Your Convenience,6,1971
Chaar Kadam,5,2014
Hot Girl,3,2009
Love Incredible,3,2017
No Such Thing,4,2007
Good People,3,2005
Crimson Shore,3,2015
It's Mine,5,1999
It's Every Night Sis,7,2017
Hit 'Em High,5,1997
Umbrella,3,2012
Sorry Suzanne,3,1969
The Lost City of Faar,7,2003
North Country Blues,4,1964
Birdland,3,1977
When All Is Said and Done,7,1981
Bingo: The King of the Mornings,9,2017
Rari WorkOut,5,2014
So Called Friend,4,1993
Remember December,3,2010
I Might Have Been Queen,6,1984
Right Place Right Time,5,2013
Cough Cough,3,2012
Ada Wigfield,4,2003
Under the Never Sky,5,2012
No Llores,4,2007
The Hardest Button to Button,7,2003
Por Favor,3,2017
Kiss & Cry,4,2007
I'm Too Sexy,6,1991
We Don't Need Another Hero (Thunderdome),12,1985
That's Not My Name,7,2007
I'm with Stupid,6,2006
Separated,2,2000
Rosalita (Come Out Tonight),9,1973
Stranger Things,3,2018
Kismet,3,1955
How Can I Forget,5,1968
The Night They Drove Old Dixie Down,9,1969
Prey,3,2002
Tunes of Glory,4,1960
Carrots/KKKKK,6,2007
Spiritwalker,3,1984
Sure Be Cool If You Did,7,2013
Rampage,3,1991
Party Like a Rockstar,5,2007
Cry,2,2001
OMG,2,2019
What If,3,2000
Agent for H.A.R.M,10,1966
Champagne for One,4,1958
The Bungalow Mystery,4,1960
Reach Out,3,2008
Do You Realize??,6,2002
Sweet Talk,3,2014
Sick Bubblegum,4,2009
Swastika Eyes,5,1999
White Lily,3,2016
Prayer in C (Robin Schulz Remix),9,2014
At Gunpoint,4,1955
Talk to Me,4,2018
After All,3,1989
Brand New Day,4,2013
I Won't Say (I'm in Love),13,1997
Heading for the Light,5,1988
Don't Let the Man Get You Down,10,2005
Another Step (Closer to You),8,1987
Don't Shoot,5,2014
Movie Star,3,2008
Catch a Fire,4,1995
The Answer,3,2018
Lonesome Town,4,1958
The Times They Are a-Changin',10,1965
Herod's Law,6,1999
What I Can't Put Down,8,2014
False Prophets,3,2016
That Girl,3,2006
You'll Be Mine,6,2011
An Emotion Away,4,1992
Goodnight and Go,4,2006
C'mere,4,2005
Hannah Montana,3,2013
Ginza,3,2015
(Nothing But) Flowers,6,1988
Warm and Beautiful,4,1976
The 13th,6,1996
Dogfight,3,1991
Rebels: City of Indra,7,2014
Save It for the Bedroom,6,2007
Mi Mala,3,2017
The Late Scholar,4,2013
Black Hole Sun,4,1994
Wake Up Lovin' You,7,2013
The Profane Exhibit,5,2022
"The Secret Diary of Adrian Mole, Aged 13¾",13,1982
Building a Mystery,4,1997
Rinkaku,4,2012
Bekhayali,4,2019
Lee Rock II,4,1991
Hands,2,2017
They Dance Alone (Cueca Solo),9,1988
Saturday Nights,3,2019
How You Feel,4,2018
Fire Brigade,3,1968
She Will Have Her Way,6,1998
Defy You,4,2001
FAQ: Frequently Asked Questions,6,2004
Read 'Em and Weep,7,1982
Lights Out,3,2017
Who Booty,4,2012
Düm Tek Tek,5,2009
Capital Radio,3,1977
The Keeper of the Stars,6,1995
You Win My Love,5,1996
You,2,2006
Rosalita (Come Out Tonight),9,1973
Fun,2,2015
Everything,2,1997
Jackson,2,1967
Game's Pain,5,2008
Showing Out (Get Fresh at the Weekend),10,1986
Mary's Boy Child / Oh My Lord,10,1978
Stanley Yelnats' Survival Guide to Camp Green Lake,12,2003
Lo Siento,4,2018
I Will Follow,4,1980
Up All Night,4,2009
Leave Virginia Alone,4,1995
P.S. I Still Love You,9,2015
Strongest,3,2017
It Must Be Love,5,1998
Drive,2,2004
Shut Me Up,4,2006
Don't Jump,5,2007
Birthday Sex,3,2009
Desolation Row,4,1965
Knuck If You Buck,6,2004
Small Town Girl,4,1986
Freakshow,3,2008
Memory,2,2004
You Are the Only One,6,2016
Yeah,2,2004
The Motown Song,5,1991
How Many Drinks?,5,2013
We Back,3,2019
Drake Would Love Me,5,2014
Sour Milk Sea,4,1968
From Where You Are,5,2007
The Crooked Web,4,1955
All Kinds of Kinds,5,2013
We Got the Neutron Bomb: The Untold Story of L.A. Punk,16,2001
Revelation,2,2018
Interstate Love Song,5,1994
Silver Machine,3,1972
Take Over Control,4,2010
Pencil Full of Lead,5,2009
Wild Frontier,3,2015
Dear John,3,1982
Henna,3,1991
Changes,2,2013
(Wish I Could Fly Like) Superman,9,1979
The Yellow Balloon,4,1953
It Keeps Rainin' (Tears From My Eyes),12,1993
The Sound of Silence,5,1964
Children of the New World,6,2016
Problem,2,2014
Immortal,2,2019
Greaser's Palace,6,1972
On and On,4,2013
Udayon,4,2005
In Cold Blood,4,2017
Taken for Granted,4,2000
Put Your Hands Up in the Air!,9,2005
You Wanted the Best,5,1998
Middle Age : A Romance,6,2001
Who Knows Who,4,2009
Here I Go,4,1995
The Golem and the Jinni,7,2013
Bugs Bunny: Hare Extraordinaire,7,2010
Naked Seven,3,1972
