prompt,prompt_len,target
Brian Taylor,3,24.7
Nikola Jokić,5,111.6
Derek Fisher,3,62.3
D'Angelo Russell,5,24.6
Clyde Drexler,4,135.6
Taj Gibson,3,59.9
Kelly Tripucka,5,44.4
Stromile Swift,4,21.3
Jamaal Wilkes,4,57.9
Nick Collison,4,44.5
Allen Leavell,4,29.9
Cliff Levingston,5,44.2
Damon Stoudamire,6,55.4
Micheal Williams,4,28.5
Brandon Bass,3,42.8
Elton Brand,3,109.6
Ian Mahinmi,5,26.1
Greg Monroe,3,50.4
Truck Robinson,3,45.8
Maxi Kleber,4,19.7
Nazr Mohammed,4,34.3
Joel Przybilla,5,23.0
Toni Kukoč,5,59.6
Maxi Kleber,4,19.7
Kyle Anderson,3,36.6
Tim Hardaway,4,85.0
Channing Frye,4,38.9
Rasual Butler,4,20.8
Eduardo Nájera,5,24.7
Bruce Bowen,3,42.9
Mason Plumlee,4,54.1
Robert Parish,3,147.0
Rick Fox,3,44.7
Isaiah Hartenstein,4,21.2
Brandon Bass,3,42.8
Frank Brickowski,4,29.8
Kevin Willis,3,81.8
Ricky Davis,3,28.0
Calvin Natt,4,57.2
D'Angelo Russell,5,24.6
Raymond Felton,3,40.2
Brandon Ingram,3,27.2
Ruben Patterson,3,35.1
Mario Elie,3,48.9
Andrés Nocioni,4,21.8
Horace Grant,3,118.2
Danny Young,3,20.2
Ed Pinckney,5,42.7
Greg Ballard,3,54.0
Darius Garland,3,16.5
Fred Hoiberg,4,27.6
Jim Chones,4,25.2
Antoine Carr,3,42.1
P.J. Tucker,6,43.2
Isaiah Rider,3,22.8
OG Anunoby,5,24.8
Don Buse,4,34.9
Brandon Roy,3,37.4
Eddie Jones,3,100.6
Kevin Porter,3,21.5
Nick Anderson,3,55.3
Eddie Jones,3,100.6
Vinnie Johnson,4,50.8
Mikki Moore,4,22.5
Josh Childress,4,25.7
Rolando Blackman,4,75.6
Nikola Vučević,5,72.6
Goran Dragić,5,56.7
Steve Blake,3,29.1
De'Aaron Fox,5,29.6
Michael Redd,4,55.9
Robin Lopez,3,49.6
Ramon Sessions,3,28.8
Kevin Love,3,94.5
Michael Cage,3,74.4
Tyrone Corbin,4,56.5
Tracy Murray,3,24.1
Trevor Booker,3,26.2
John Starks,4,49.9
Eric Williams,3,23.2
Aaron Williams,3,28.7
Vernon Maxwell,3,27.4
Dirk Nowitzki,5,206.3
Bill Hanzlik,5,24.7
Mario Elie,3,48.9
Arvydas Sabonis,7,47.3
DeMarre Carroll,5,29.5
Aaron Williams,3,28.7
Jermaine O'Neal,6,66.0
Tony Battie,4,36.4
Aaron Williams,3,28.7
JaMychal Green,5,24.8
David Lee,3,76.0
Micheal Williams,4,28.5
Steve Nash,3,129.7
Travis Best,3,30.9
John Wall,3,44.5
Darren Collison,4,49.9
Bill Walton,3,31.8
Vlade Divac,5,96.4
Carmelo Anthony,4,108.5
Derrick Jones Jr.,5,19.0
Kemba Walker,4,59.8
Micheal Williams,4,28.5
Andrei Kirilenko,5,75.4
Jim Chones,4,25.2
James Edwards,3,59.7
Jerami Grant,4,34.8
Steve Johnson,3,26.9
John Stockton,3,207.7
Darryl Dawkins,3,46.2
Jason Kidd,3,138.6
Michael Jordan,3,214.0
DeAndre Jordan,4,97.0
Vince Carter,3,125.3
Chuck Hayes,3,28.8
Tracy Murray,3,24.1
John Lucas,3,53.7
Draymond Green,5,61.0
Micheal Williams,4,28.5
Greg Ostertag,4,33.8
Brandon Clarke,3,20.2
Scott Wedman,4,44.0
Swen Nater,5,36.9
Derrick Favors,4,60.2
Chuck Person,3,38.9
Doc Rivers,3,68.2
Mike Bantom,4,27.1
Bobby Phills,4,27.2
Sean Elliott,3,55.7
Gene Banks,3,31.2
Pau Gasol,4,144.1
Steve Hawes,4,31.2
Udonis Haslem,6,50.9
Dāvis Bertāns,7,18.6
Anthony Parker,3,24.5
Terry Catledge,4,20.9
Pat Cummings,3,22.6
Terry Mills,3,33.3
Dave Corzine,4,37.3
Anthony Mason,3,88.3
Jameer Nelson,5,48.3
Matt Bonner,3,38.5
Vlade Divac,5,96.4
Blake Griffin,3,81.1
Harrison Barnes,3,56.0
Tony Parker,3,111.3
Mark West,3,41.9
Rod Strickland,3,85.8
Kenny Smith,3,46.8
Chris Childs,3,22.9
Derrick Jones Jr.,5,19.0
Rod Strickland,3,85.8
Dan Majerle,4,78.5
Jaren Jackson Jr.,6,22.4
Dave Cowens,4,28.1
Reggie Bullock,4,21.4
Jusuf Nurkić,6,31.8
Rasheed Wallace,4,105.1
Chris Bosh,4,106.0
David West,3,85.9
Karl-Anthony Towns,5,75.0
Sidney Moncrief,5,90.3
Moses Malone,3,167.1
Maxi Kleber,4,19.7
Serge Ibaka,4,73.0
Myles Turner,4,44.0
Rudy Gay,3,61.0
Jamaal Magloire,6,27.7
Darren Collison,4,49.9
Tree Rollins,3,63.9
Reggie Bullock,4,21.4
Jaylen Brown,4,35.3
Kiki Vandeweghe,5,75.6
World B. Free,5,66.2
Brad Davis,3,53.6
Anthony Tolliver,4,25.9
Austin Croshere,4,27.6
Byron Scott,3,75.2
Lucious Harris,4,28.7
C.J. Watson,6,24.1
Julius Randle,4,43.3
D'Angelo Russell,5,24.6
Mitchell Robinson,3,33.9
James Jones,3,25.2
Samuel Dalembert,5,51.3
Grant Long,3,60.1
Paul Westphal,4,48.4
J.R. Smith,6,46.3
Shaun Livingston,3,29.9
Anthony Parker,3,24.5
Baron Davis,3,63.1
Grant Hill,3,99.9
Brendan Haywood,3,43.8
Kyle Macy,3,36.0
Will Barton,3,26.5
Zach LaVine,4,32.2
Fred VanVleet,5,40.9
Nerlens Noel,4,28.3
Kyle Korver,4,73.4
Tyler Hansbrough,4,20.2
Gilbert Arenas,3,51.3
Klay Thompson,4,55.2
Pervis Ellison,4,21.8
Darryl Dawkins,3,46.2
James Johnson,3,27.5
Micheal Ray Richardson,5,35.2
Johnny Dawkins,3,21.8
Kyle Macy,3,36.0
Mark West,3,41.9
Ruben Patterson,3,35.1
Bob Sura,3,28.3
Joel Embiid,4,63.5
Ramon Sessions,3,28.8
Joe Ingles,3,42.1
Mike James,3,22.3
Wayman Tisdale,5,45.7
Grant Long,3,60.1
Tayshaun Prince,6,63.1
Purvis Short,4,51.1
Malik Rose,3,26.5
Rick Fox,3,44.7
Blake Griffin,3,81.1
