prompt,prompt_len,target
Pierre Ier de Craon,6,1315
Aldus Manutius,6,1449
Giovanni Battista Piazzetta,6,1683
Heinrich Laube,4,1806
Franz Ernst Heinrich Spitzner,6,1787
Bernhard Kopman,4,1250
Anton von Marenzi,5,1596
Li Hanzhi,5,842
Christoph Karl von Bülow,6,1716
Empress Wang Fahui,6,360
"John Stewart, Earl of Buchan",8,1381
"Engelbert II, Count of Gorizia",9,1101
Franz von Walsegg,6,1763
Francesco Castagnola,5,1350
Leo VI the Wise,5,866
Carl Ludwig Wilhelm Grolman,7,1775
Bhaskar Ramchandra Tambe,7,1874
Boniface III,4,540
"Mary Talbot, Countess of Shrewsbury",7,1556
Benedetto Ubaldi,5,1588
Sun Xingzu,4,1335
"Hugh I, Count of Rethel",8,1040
Antonio Carneo,4,1637
Matthias von Kemnat,5,1429
Jonathan Edwards,3,1703
"Ernest II, Duke of Saxe-Gotha-Altenburg",14,1745
"George John II, Count Palatine of Lützelstein-Guttenberg",14,1586
Jacopo Dondi dell'Orologio,9,1293
Jakob Bernays,4,1824
Sasaki no Yoshitsune,7,1000
Riccardo Petroni,5,1250
James Tyrrell,4,1455
Karl Siegmund von Seckendorff,8,1744
Albert II. Krummendiek,8,1417
Leo XI,3,1535
Antonio Segni,4,1891
Isabella of Bourbon,4,1437
Julio Baghy,4,1891
Solomon Burke,3,1940
Alexander Kaufmann,3,1817
Hugues de Payens,6,1074
Lucia Albani Avogadro,7,1534
Emperor Gao of Southern Qi,6,427
Agnes van de Palts,6,1379
"Ælfthryth, Countess of Flanders",10,877
John of Arkel,5,1314
Elisabeth Wendling,4,1746
Nicolaus of Damascus,5,-64
Carlos Jordán de Urriés,8,1350
Johannes Angelus,4,1542
Hans Michael Elias von Obentraut,8,1574
Herz Cerfbeer of Medelsheim,10,1726
Bartolomeu Velho,6,1501
Nicholas II Garay,5,1367
Johann Conrad Peyer,5,1653
Slaven Zambata,5,1940
John Stonor,4,1281
Arnaud Gassies,4,1390
Gregor Brück,4,1483
"Maurice IV, Count of Oldenburg",7,1428
Guido II da Correggio,6,1225
Sebastián Durón,6,1660
"Henry de Percy, 1st Baron Percy",10,1273
Sat-Okh,5,1925
"Íñigo López de Mendoza, 1st Marquis of Santillana",16,1398
Domenico da Piacenza,6,1390
Dimitrios Triclinius,7,1280
Yolanda of Vianden,6,1231
Erhard Altdorfer,7,1480
Itta of Metz,5,592
Giorgi Mazniashvili,7,1872
John V of Werle,6,1338
Alexander Seton,3,1250
"Mary Osborne, Duchess of Leeds",7,1723
Empress Gongshu,5,1165
Helmut Metzger,3,1917
Abu Tahir Isfahani,7,1085
François Rabelais,5,1494
Isabella of Majorca,5,1280
Cotton Mather,3,1663
"Casimir III, Duke of Pomerania",9,1351
Pauline Krone,3,1859
Dion of Syracuse,4,-409
Georg Heym,4,1887
Adam Laxman,4,1766
John VII Palaiologos,6,1370
Tao Yuanming,4,365
Holmger Knutsson,6,1210
Wala of Corbie,6,772
"Nicholas de Segrave, 1st Baron Segrave",12,1201
Ray Bradbury,3,1920
Heinrich III.,4,1300
Ambrose of Alexandria,5,200
Franz Anton Bustelli,5,1723
Johannes Gossner,4,1773
Wang Zhixing,4,758
Gustaw Gizewiusz,7,1810
Louis Boulduc,5,1648
Peter Aloys Gratz,6,1769
Kikuchi Takemitsu,6,1319
Laura Martinozzi,4,1639
Heinrich von Wülzburg,6,1001
Nahmanides,4,1194
Artur Axmann,5,1913
Empress Wang Zhengjun,6,-71
Hong Hao,3,1088
"William Douglas, 1st Earl of Douglas",10,1330
Yi Go,3,1124
Eduard Petzold,6,1815
陶凱,3,1304
Gao Chongwen,4,746
Johannes Teutonicus Zemeke,7,1200
Alfonso IV of León,5,899
Muhammad ibn Abdallah ibn Tahir,8,820
"George Albert, Prince of East Frisia",9,1690
Reinward,3,1100
Johann Friedrich Gauhe,5,1681
Hugo von Sponheim,5,1050
Julius of Novara,5,330
Maciej Stryjkowski,6,1547
Edward Lasker,4,1885
Rodrigo Vélaz,4,1050
Johann von Sporck,5,1600
Robert Caspary,5,1818
Otto Sendtner,5,1813
Geoffroy II de Mayenne,7,1030
Matteo Orsini,4,1300
Johann Christian Gottfried Jörg,5,1779
Charles de Montmorency,6,1307
Iwan Müller,4,1786
Rudolf Heinze,4,1865
Dorothea Hedwig of Brunswick-Wolfenbüttel,11,1587
"Vitslav II, Prince of Rügen",10,1240
Eulogius Schneider,5,1756
Jean Cœur,4,1421
Empress Yuan Leshang,6,565
Pierre de Charny,5,1250
Thomas Morosini,5,1200
Klaus Störtebeker,7,1360
"Eckard II, Margrave of Meissen",10,985
Lady Ma,3,890
Berlinghiero Berlinghieri,9,1175
Osroes I of Parthia,8,50
Vedast,3,453
Xu Daoning,4,970
Hugues Maumouzet,7,1050
Abraham ibn Daud,5,1110
Jean Bodel,4,1165
Helfrich Bernhard Wenck,7,1739
Robert Abbot,3,1560
Al-Tighnari,7,1073
"Vitslav III, Prince of Rügen",10,1265
Elisabeth of Nuremberg,4,1358
Santi di Tito,4,1536
Jacob Milich,4,1501
Carlo Lizzani,5,1922
Tron Øgrim,4,1947
Shaykh Saduq,5,918
"Louis V, Landgrave of Hesse-Darmstadt",11,1577
Liu Ji,3,185
杨方,3,1134
Rahim Moazzen Zadeh Ardabili,11,1925
Konstantin Mihailović,7,1435
Wilhelm Mannhardt,5,1831
Nikolaus Hemeling,6,1350
Princess Elisabeth of Saxe-Altenburg,9,1826
Michael Alberti,4,1682
Hendrik van Zuylen van Nijevelt,10,1440
Paul Walden,3,1863
Maria Ludovika of Austria-Este,8,1787
Marx Meyer,3,1500
Abu al-Qasim Muhammad ibn Abbad,10,984
Shen Song,3,863
王巡,3,-50
Paolo da Certaldo,5,1320
Emperor Wu of Northern Zhou,6,567
Emperor Renzong of Western Xia,8,1124
Vladimir Kuts,4,1927
